protein_id,genes,time,fraction,intensity
Q91VR2,Atp5f1c,30min,6,223405165.55555564
Q91VR5,Ddx1,30min,6,24388138.888888884
Q91VR8,Brk1,30min,6,5751544.444444444
Q91VS7,Mgst1,30min,6,837842.5555555555
Q91VT4,Cbr4,30min,6,244092.2222222222
Q91VU0,Fam3c,30min,6,14207689.999999998
Q91VW5,Golga4,30min,6,2830522.222222222
Q91VX9,Tmem168,30min,6,728991.111111111
Q91W34,Rusf1,30min,6,5393728.222222222
Q91W53,Golga7,30min,6,4031493.9999999995
Q91W86,Vps11,30min,6,19036137.777777776
Q91W89,Man2c1,30min,6,1550895.5555555555
Q91W90,Txndc5,30min,6,1629347.7777777778
Q91W96,Anapc4,30min,6,12213401.11111111
Q91W98,Slc15a4,30min,6,23731296.666666664
Q91WC9,Daglb,30min,6,66819246.66666666
Q91WD1,Polr3d,30min,6,109208.55555555553
Q91WD5,Ndufs2,30min,6,1338639.9999999998
Q91WF7,Fig4,30min,6,12425984.444444442
Q91WG2,Rabep2,30min,6,13465884.44444444
Q91WG8,Gne,30min,6,156994.0
Q91WK2,Eif3h,30min,6,64277106.66666666
Q91WL8,Wwox,30min,6,883642.3333333331
Q91WN4,Kmo,30min,6,19284288.888888888
Q91WS0,Cisd1,30min,6,3947884.444444444
Q91WZ8,Dtnbp1,30min,6,3655252.222222222
Q91X20,Ash2l,30min,6,16940432.22222222
Q91X51,Gorasp1,30min,6,2521147.555555555
Q91X58,Zfand2b,30min,6,48470.1111111111
Q91X96,Rabif,30min,6,9427228.888888888
Q91XA2,Golm1,30min,6,1426585.6666666665
Q91XB0,Trex1,30min,6,19065506.666666664
Q91XC9,Pex16,30min,6,4709230.444444444
Q91XD7,Creld1,30min,6,8513407.777777776
Q91XI1,Dus3l,30min,6,348940.5555555555
Q91XL3,Uxs1,30min,6,1315258.6666666665
Q91XL9,Osbpl1a,30min,6,2809655.111111111
Q91XU0,Wrnip1,30min,6,306426.6666666666
Q91XU3,Pip4k2c,30min,6,1373647.7777777778
Q91XV3,Basp1,30min,6,35842238.33333333
Q91Y74,St3gal4,30min,6,4782998.888888888
Q91YE6,Ipo9,30min,6,2526750.0
Q91YH5,Atl3,30min,6,67322678.33333333
Q91YJ2,Snx4,30min,6,10943073.333333332
Q91YL3,Uckl1,30min,6,15749937.777777774
Q91YM4,Tbrg4,30min,6,20238142.444444444
Q91YN0,Ferry3,30min,6,3083792.222222222
Q91YP3,Dera,30min,6,27767164.44444444
Q91YQ1,Rab29,30min,6,14602251.11111111
Q91YQ5,Rpn1,30min,6,383173380.5925926
Q91YR1,Twf1,30min,6,593622.2222222221
Q91YR7,Prpf6,30min,6,11503744.444444442
Q91YS8,Camk1,30min,6,2046794.444444444
Q91YT8,Tmem63a,30min,6,581140.0
Q91YW3,Dnajc3,30min,6,185455.55555555553
Q91YX0,Themis2,30min,6,5559828.888888888
Q91YX5,Lpgat1,30min,6,11869216.666666664
Q91Z40,Gbp7,30min,6,421940.0
Q91Z67,Srgap2,30min,6,615279.9999999999
Q91Z92,B3galt6,30min,6,2195018.888888889
Q91ZA3,Pcca,30min,6,521081.8888888889
Q91ZE5,Adgre4,30min,6,16925298.888888884
Q91ZN5,Slc35b2,30min,6,476370.0
Q91ZR1,Rab4b,30min,6,19786438.888888888
Q91ZT5,Fgd4,30min,6,328382.1111111111
Q91ZV0,Mia2,30min,6,46480456.111111104
Q91ZX7,Lrp1,30min,6,129247655.55555555
Q920E5,Fdps,30min,6,2011829.9999999998
Q920I9,Wdr7,30min,6,7501769.999999998
Q920L1,Fads1,30min,6,14244521.111111108
Q920Q4,Vps16,30min,6,29654376.666666664
Q921D4,Med6,30min,6,4844071.222222222
Q921E2,Rab31,30min,6,5704389.888888888
Q921E6,Eed,30min,6,482002.22222222213
Q921G6,Lrch4,30min,6,5030403.333333332
Q921G7,Etfdh,30min,6,63388133.33333333
Q921G8,Tubgcp2,30min,6,7152071.11111111
Q921I9,Exosc4,30min,6,1912026.722222222
Q921L3,Tmco1,30min,6,10489286.666666664
Q921L5,Cog2,30min,6,23765058.888888888
Q921M3,Sf3b3,30min,6,80298299.99999999
Q921M4,Golga2,30min,6,44007656.666666664
Q921Q3,Alg1,30min,6,13314438.888888888
Q921S7,Mrpl37,30min,6,23929085.555555552
Q921T2,Tor1aip1,30min,6,59638933.05555554
Q921V5,Mgat2,30min,6,6516611.11111111
Q921W4,Cryzl1,30min,6,13779575.166666664
Q922B2,Dars1,30min,6,88587763.77777776
Q922D4,Ppp6r3,30min,6,5394301.11111111
Q922F4,Tubb6,30min,6,472201883.33333325
Q922J3,Clip1,30min,6,18313939.388888888
Q922J9,Far1,30min,6,24493112.33333333
Q922K7,Nop2,30min,6,1743396.6666666665
Q922L6,Nelfcd,30min,6,9598038.888888888
Q922P9,Glyr1,30min,6,703013.3333333333
Q922Q1,Mtarc2,30min,6,13806659.277777776
Q922Q4,Pycr2,30min,6,5401855.555555555
Q922Q8,Lrrc59,30min,6,187044707.77777776
Q922R1,Phaf1,30min,6,268944.4444444444
Q922R8,Pdia6,30min,6,21980825.555555552
Q922S4,Pde2a,30min,6,5245487.777777778
Q922U1,Prpf3,30min,6,307895.5555555555
Q922V4,Plrg1,30min,6,1113085.5555555553
Q923D4,Sf3b5,30min,6,30406589.999999993
Q923G2,Polr2h,30min,6,802397.7777777776
Q923L7,Ear6,30min,6,260589.55555555553
Q923T9,Camk2g,30min,6,9778550.0
Q924C1,Xpo5,30min,6,14332398.888888888
Q924D0,Rtn4ip1,30min,6,4295019.999999999
Q924H2,Med15,30min,6,11950118.888888888
Q924K8,Mta3,30min,6,5773607.777777777
Q924N4,Slc12a6,30min,6,327979.11111111107
Q924T2,Mrps2,30min,6,18434865.555555552
Q924T7,Rnf31,30min,6,214440.0
Q924Z4,Cers2,30min,6,65604964.44444443
Q925E7,Ppp2r2d,30min,6,289654.4444444444
Q925I1,Atad3a,30min,6,21370606.666666664
Q925J9,Med1,30min,6,3203629.8888888885
Q925Q3,Slc8b1,30min,6,726534.111111111
Q99020,Hnrnpab,30min,6,291913.3333333333
Q99104,Myo5a,30min,6,2428135.555555555
Q99J10,Ctu1,30min,6,68964.22222222222
Q99J23,Ghdc,30min,6,7752602.666666665
Q99J27,Slc33a1,30min,6,5790140.222222221
Q99J45,Nrbp1,30min,6,3263575.555555555
Q99J72,Apobec3,30min,6,4853807.777777777
Q99J83,Atg5,30min,6,2946164.444444444
Q99J95,Cdk9,30min,6,957988.111111111
Q99J99,Mpst,30min,6,1499066.6666666665
Q99JB2,Stoml2,30min,6,17764125.555555552
Q99JI4,Psmd6,30min,6,65214688.88888888
Q99JI6,Rap1b,30min,6,110343619.94444442
Q99JP4,Cdc26,30min,6,3184422.777777777
Q99JP6,Homer3,30min,6,640989.5555555554
Q99JR1,Sfxn1,30min,6,8548214.444444444
Q99JR8,Smarcd2,30min,6,45294310.55555555
Q99JW4,Lims1,30min,6,1069664.4444444445
Q99JX4,Eif3m,30min,6,62367949.99999999
Q99JY0,Hadhb,30min,6,273817799.99999994
Q99JY4,Trabd,30min,6,45224111.111111104
Q99JY9,Actr3,30min,6,26962957.407407396
Q99K01,Pdxdc1,30min,6,2959573.333333333
Q99K23,Ufsp2,30min,6,7814136.555555554
Q99K48,Nono,30min,6,1716697.7777777775
Q99K70,Rragc,30min,6,3069079.999999999
Q99K74,Med24,30min,6,7059725.555555555
Q99KC8,Vwa5a,30min,6,174283.3333333333
Q99KD5,Unc45a,30min,6,8788363.333333332
Q99KF1,Tmed9,30min,6,59970227.77777777
Q99KI3,Emc3,30min,6,1430810.0
Q99KJ8,Dctn2,30min,6,117641866.66666666
Q99KK1,Reep3,30min,6,6255926.666666666
Q99KK2,Cmas,30min,6,4999403.0
Q99KN2,Ciao1,30min,6,6372471.11111111
Q99KN9,Clint1,30min,6,86848.55555555555
Q99KP6,Prpf19,30min,6,4249862.222222222
Q99KU0,Vmp1,30min,6,32068222.962962974
Q99KV1,Dnajb11,30min,6,13454917.222222218
Q99KW3,Triobp,30min,6,9092034.444444444
Q99KW9,Itfg1,30min,6,1622740.222222222
Q99KY4,Gak,30min,6,16800617.777777776
Q99L04,Dhrs1,30min,6,92925445.55555555
Q99L13,Hibadh,30min,6,2749456.666666666
Q99L43,Cds2,30min,6,27740723.888888888
Q99L45,Eif2s2,30min,6,2871042.611111111
Q99L47,St13,30min,6,1359906.6666666665
Q99LB0,Dnttip1,30min,6,5914981.11111111
Q99LC2,Cstf1,30min,6,1795058.8888888885
Q99LC8,Eif2b1,30min,6,6340891.11111111
Q99LD4,Gps1,30min,6,8825244.444444444
Q99LD9,Eif2b2,30min,6,1856840.0
Q99LE1,Rilpl2,30min,6,364406.6666666666
Q99LF4,Rtcb,30min,6,21248040.888888888
Q99LG0,Usp16,30min,6,631781.2222222221
Q99LG2,Tnpo2,30min,6,366507.8888888889
Q99LH9,Sh3bp5l,30min,6,268633.3333333333
Q99LI2,Clcc1,30min,6,29313521.11111111
Q99LI7,Cstf3,30min,6,1415385.5555555553
Q99LI8,Hgs,30min,6,196830.2222222222
Q99LI9,Clp1,30min,6,190812.4444444444
Q99LJ0,Cttnbp2nl,30min,6,5842473.333333332
Q99LJ7,Rcbtb2,30min,6,20787.44444444444
Q99LM2,Cdk5rap3,30min,6,34323383.33333333
Q99LM9,Tada1,30min,6,2141145.7777777775
Q99LP6,Grpel1,30min,6,636113.3333333333
Q99LR1,Abhd12,30min,6,104728452.99999997
Q99LV7,Pigx,30min,6,5051804.555555555
Q99M28,Rnps1,30min,6,4603176.666666666
Q99M31,Hspa14,30min,6,2102065.5555555555
Q99M51,Nck1,30min,6,622393.3333333333
Q99M87,Dnaja3,30min,6,3474816.666666666
Q99MB1,Tlr3,30min,6,462921.5555555555
Q99MD9,Nasp,30min,6,849283.3333333333
Q99MI1,Erc1,30min,6,9784015.555555556
Q99MN1,Kars1,30min,6,47453555.55555555
Q99MP8,Brap,30min,6,78918.55555555555
Q99MR3,Slc12a9,30min,6,36168051.111111104
Q99MR8,Mccc1,30min,6,1308531.111111111
Q99MS7,Ehbp1l1,30min,6,1068379.8888888888
Q99N11,Dusp22,30min,6,739716.3333333333
Q99N16,Cyp4f3,30min,6,51286093.88888888
Q99N17,Cyp4f16,30min,6,10411356.666666664
Q99N19,Cyp4f13,30min,6,9257904.444444444
Q99N57,Raf1,30min,6,521153.33333333326
Q99N69,Lpxn,30min,6,1201286.6666666665
Q99N84,Mrps18b,30min,6,33288302.222222216
Q99N87,Mrps5,30min,6,30185014.444444444
Q99N89,Mrpl43,30min,6,16503965.555555554
Q99N92,Mrpl27,30min,6,27378167.72222222
Q99N94,Mrpl9,30min,6,41724922.22222222
Q99N95,Mrpl3,30min,6,17370027.777777776
Q99N96,Mrpl1,30min,6,19215393.333333332
Q99NB8,Ubqln4,30min,6,825749.0
Q99NB9,Sf3b1,30min,6,47665244.44444444
Q99NH8,Trem2,30min,6,2353741.555555555
Q99P31,Hspbp1,30min,6,2753630.0
Q99P72,Rtn4,30min,6,45624676.111111104
Q99P88,Nup155,30min,6,8584041.444444444
Q99P91,Gpnmb,30min,6,470459718.5185187
Q99PL5,Rrbp1,30min,6,863082494.4444443
Q99PM9,Uck2,30min,6,2504662.222222222
Q99PP7,Trim33,30min,6,526853.3333333333
Q99PV0,Prpf8,30min,6,25824631.111111112
Q9BCZ4,Selenos,30min,6,8091487.777777776
Q9CPP0,Npm3,30min,6,141701.1111111111
Q9CPQ8,Atp5mg,30min,6,158586416.66666663
Q9CPR4,Rpl17,30min,6,40238857.22222222
Q9CPR5,Mrpl15,30min,6,26455488.888888888
Q9CPR7,Sike1,30min,6,5500501.111111111
Q9CPS6,Hint3,30min,6,5727017.777777777
Q9CPW4,Arpc5,30min,6,1506845.5555555555
Q9CPX7,Mrps16,30min,6,4199118.888888888
Q9CPY1,Mrpl51,30min,6,10031006.666666666
Q9CQ02,Commd4,30min,6,214171.11111111107
Q9CQ06,Mrpl24,30min,6,14871887.777777776
Q9CQ18,Rnaseh2c,30min,6,43947.666666666664
Q9CQ22,Lamtor1,30min,6,12287038.333333332
Q9CQ40,Mrpl49,30min,6,22783265.555555552
Q9CQ49,Ncbp2,30min,6,258672.77777777778
Q9CQ56,Use1,30min,6,2771115.666666666
Q9CQ60,Pgls,30min,6,1221761.111111111
Q9CQ88,Tspan31,30min,6,33326306.666666664
Q9CQA1,Trappc5,30min,6,33987824.44444445
Q9CQA5,Med4,30min,6,6797197.777777777
Q9CQA9,Ntpcr,30min,6,6367332.22222222
Q9CQB5,Cisd2,30min,6,30985495.277777776
Q9CQC6,Bzw1,30min,6,40066080.0
Q9CQC8,Spg21,30min,6,5835917.777777778
Q9CQC9,Sar1b,30min,6,2119600.0
Q9CQD1,Rab5a,30min,6,8269453.166666665
Q9CQE3,Mrps17,30min,6,5640999.999999998
Q9CQE7,Ergic3,30min,6,24220226.666666664
Q9CQE8,RTRAF,30min,6,19936880.277777776
Q9CQF9,Pcyox1,30min,6,23475329.777777776
Q9CQJ2,Pih1d1,30min,6,433075.5555555555
Q9CQJ6,Denr,30min,6,65131.999999999985
Q9CQL4,Mrpl20,30min,6,11280785.555555556
Q9CQL5,Mrpl18,30min,6,39311350.0
Q9CQM9,Glrx3,30min,6,649349.4444444444
Q9CQN1,Trap1,30min,6,16122571.111111108
Q9CQN7,Mrpl41,30min,6,9115523.333333332
Q9CQQ7,Atp5pb,30min,6,357748084.4444444
Q9CQQ8,Lsm7,30min,6,117342.2222222222
Q9CQR6,Ppp6c,30min,6,7446504.999999999
Q9CQT2,Rbm7,30min,6,4160918.888888888
Q9CQU3,Rer1,30min,6,4344579.888888888
Q9CQV1,Pam16,30min,6,24791053.333333332
Q9CQV4,Retreg3,30min,6,38300628.88888888
Q9CQV5,Mrps24,30min,6,12660557.777777776
Q9CQV7,Dnajc19,30min,6,13860806.666666666
Q9CQV8,Ywhab,30min,6,776528.8888888888
Q9CQW2,Arl8b,30min,6,380193233.33333325
Q9CQX8,Kgd4,30min,6,40220841.03703704
Q9CQY5,Magt1,30min,6,13671776.666666664
Q9CQZ0,Ormdl2,30min,6,1605126.1111111108
Q9CR00,Psmd9,30min,6,34965362.22222222
Q9CR51,Atp6v1g1,30min,6,1304168.8888888888
Q9CR57,Rpl14,30min,6,118355213.33333331
Q9CR59,Gadd45gip1,30min,6,5665507.777777777
Q9CR60,Golt1b,30min,6,7639575.777777777
Q9CR62,Slc25a11,30min,6,26490614.44444444
Q9CR64,Tmem167a,30min,6,914908.111111111
Q9CR67,Tmem33,30min,6,15497954.777777776
Q9CR88,Mrps14,30min,6,21284397.777777776
Q9CR89,Ergic2,30min,6,12528479.833333332
Q9CRA8,Exosc5,30min,6,242161.11111111107
Q9CRA9,Fgfr1op2,30min,6,7813332.222222221
Q9CRD2,Emc2,30min,6,10689919.888888888
Q9CRG1,Tm7sf3,30min,6,6850772.222222221
Q9CRY7,Gdpd1,30min,6,23700852.22222222
Q9CSU0,Rprd1b,30min,6,1862970.6666666667
Q9CTG6,Atp13a2,30min,6,8363551.11111111
Q9CU62,Smc1a,30min,6,35512845.55555555
Q9CVB6,Arpc2,30min,6,12453168.444444442
Q9CW03,Smc3,30min,6,49927681.111111104
Q9CW79,Golga1,30min,6,11245696.666666666
Q9CWD8,Nubpl,30min,6,2256192.888888889
Q9CWG1,Glipr1,30min,6,3870046.666666666
Q9CWK3,Cd2bp2,30min,6,5016938.888888888
Q9CWK8,Snx2,30min,6,54978583.88888888
Q9CWM4,Pfdn1,30min,6,1380725.5555555555
Q9CWN7,Cnot11,30min,6,7446781.833333332
Q9CWP6,Mospd2,30min,6,16618699.999999996
Q9CWU9,Nup37,30min,6,11973992.777777776
Q9CWV0,Malsu1,30min,6,393423.8888888888
Q9CWW7,Cxxc1,30min,6,1898460.8888888885
Q9CWZ7,Napg,30min,6,10902774.444444444
Q9CX30,Yif1b,30min,6,785081.4444444443
Q9CX34,Sugt1,30min,6,116593.1111111111
Q9CX56,Psmd8,30min,6,59024611.1111111
Q9CXE7,Tmed5,30min,6,60585555.55555555
Q9CXF4,Tbc1d15,30min,6,22498222.777777776
Q9CXI0,Coq5,30min,6,1503157.333333333
Q9CXJ4,Abcb8,30min,6,257229.11111111107
Q9CXR1,Dhrs7,30min,6,81002630.0
Q9CXT7,Tmem192,30min,6,6105776.666666666
Q9CXT8,Pmpcb,30min,6,8146455.555555554
Q9CXU0,Med10,30min,6,4406230.222222221
Q9CXW2,Mrps22,30min,6,17093746.666666664
Q9CXW4,Rpl11,30min,6,62266413.33333332
Q9CXY6,Ilf2,30min,6,6865496.666666666
Q9CXY9,Pigk,30min,6,7859115.555555555
Q9CY16,Mrps28,30min,6,24783319.999999996
Q9CY18,Snx7,30min,6,3981774.444444444
Q9CY27,Tecr,30min,6,113574747.77777776
Q9CY50,Ssr1,30min,6,22892188.722222216
Q9CY73,Mrpl44,30min,6,19407421.11111111
Q9CYA6,Zcchc8,30min,6,10178128.888888888
Q9CYG7,Tomm34,30min,6,13980105.555555554
Q9CYH2,Prxl2a,30min,6,30693654.44444444
Q9CYL5,Glipr2,30min,6,13748428.888888886
Q9CYN2,Spcs2,30min,6,5420279.999999999
Q9CYN9,Atp6ap2,30min,6,5444979.444444444
Q9CYZ2,Tpd52l2,30min,6,18656440.370370343
Q9CZ04,Cops7a,30min,6,942745.5555555555
Q9CZ13,Uqcrc1,30min,6,25738359.388888888
Q9CZ42,Naxd,30min,6,3856584.444444444
Q9CZ83,Mrpl55,30min,6,9202805.555555554
Q9CZA6,Nde1,30min,6,2725845.555555555
Q9CZB6,Med7,30min,6,2700247.555555555
Q9CZD3,Gars1,30min,6,2037038.8888888888
Q9CZE3,Rab32,30min,6,40968571.111111104
Q9CZG3,Commd8,30min,6,6128852.222222222
Q9CZM2,Rpl15,30min,6,182191824.0740742
Q9CZP5,Bcs1l,30min,6,4018035.555555555
Q9CZS1,Aldh1b1,30min,6,2797025.555555555
Q9CZU3,Mtrex,30min,6,9127454.444444444
Q9CZV8,Fbxl20,30min,6,2083328.8888888888
Q9CZW4,Acsl3,30min,6,14470732.22222222
Q9CZW5,Tomm70,30min,6,80567.1111111111
Q9CZX0,Elp3,30min,6,146996.66666666666
Q9CZX7,Pip4p2,30min,6,4527166.666666666
Q9CZX8,Rps19,30min,6,74721366.66666666
Q9D023,Mpc2,30min,6,11774649.999999998
Q9D024,Ccdc47,30min,6,38774622.222222224
Q9D051,Pdhb,30min,6,29142303.888888888
Q9D071,Mms19,30min,6,10670503.888888888
Q9D099,Acer3,30min,6,110613.66666666666
Q9D0F3,Lman1,30min,6,39215439.99999999
Q9D0G0,Mrps30,30min,6,31827251.11111111
Q9D0I9,Rars1,30min,6,83021148.88888888
Q9D0J4,Arl2,30min,6,11781789.999999998
Q9D0K1,Pex13,30min,6,5073296.666666666
Q9D0L4,Adck1,30min,6,7700955.777777777
Q9D0L7,Armc10,30min,6,3356912.333333333
Q9D0L8,Rnmt,30min,6,256548.88888888888
Q9D0M0,Exosc7,30min,6,738036.8888888888
Q9D0M3,Cyc1,30min,6,20401659.72222222
Q9D0Q7,Mrpl45,30min,6,41799164.44444444
Q9D0T1,Snu13,30min,6,10517617.777777776
Q9D125,Mrps25,30min,6,11994401.888888886
Q9D154,Serpinb1a,30min,6,154788.88888888888
Q9D162,Ccdc167,30min,6,4957947.222222222
Q9D187,Ciao2b,30min,6,22503125.555555552
Q9D1A2,Cndp2,30min,6,4896788.888888888
Q9D1B9,Mrpl28,30min,6,18666019.44444444
Q9D1C8,Vps28,30min,6,7944110.222222221
Q9D1D4,Tmed10,30min,6,109482852.59259254
Q9D1G1,Rab1b,30min,6,270042461.11111104
Q9D1H7,Get4,30min,6,3461774.444444444
Q9D1H8,Mrpl53,30min,6,23674821.111111112
Q9D1L0,Chchd2,30min,6,283616.3333333333
Q9D1M0,Sec13,30min,6,17112138.888888888
Q9D1M4,Eef1e1,30min,6,27836864.44444444
Q9D1M7,Fkbp11,30min,6,48330288.88888888
Q9D1N9,Mrpl21,30min,6,18151011.11111111
Q9D1P0,Mrpl13,30min,6,24168039.444444444
Q9D1Q4,Dpm3,30min,6,66080344.44444443
Q9D1Q6,Erp44,30min,6,2628297.7777777775
Q9D1R9,Rpl34,30min,6,24029885.166666664
Q9D270,Zdhhc21,30min,6,747191.6666666665
Q9D287,Bcas2,30min,6,4558078.888888888
Q9D289,Trappc6b,30min,6,24631192.22222222
Q9D2E2,Toe1,30min,6,2383226.222222222
Q9D2G2,Dlst,30min,6,81245450.55555555
Q9D2N9,Vps33a,30min,6,15937756.11111111
Q9D2R6,Coa3,30min,6,20843085.555555552
Q9D2R8,Mrps33,30min,6,16442879.999999998
Q9D2V5,Aar2,30min,6,348798.4444444444
Q9D2V8,Mfsd10,30min,6,10786255.0
Q9D338,Mrpl19,30min,6,16694814.44444444
Q9D379,Ephx1,30min,6,20048403.33333333
Q9D394,Rufy3,30min,6,9984214.444444444
Q9D3E6,Stag1,30min,6,2697523.666666666
Q9D483,Polr3c,30min,6,275200.44444444444
Q9D4H1,Exoc2,30min,6,22722661.222222216
Q9D4H2,Gcc1,30min,6,21300966.666666664
Q9D4H8,Cul2,30min,6,14452575.555555552
Q9D554,Sf3a3,30min,6,55116599.99999999
Q9D5V5,Cul5,30min,6,2301978.8888888885
Q9D659,Vsir,30min,6,59004022.22222222
Q9D662,Sec23b,30min,6,4447654.11111111
Q9D6I7,Dipk1a,30min,6,2047587.9999999998
Q9D6K5,Synj2bp,30min,6,2367064.9999999995
Q9D6M3,Slc25a22,30min,6,3357755.111111111
Q9D6R2,Idh3a,30min,6,2233222.222222222
Q9D6U8,Fam162a,30min,6,14656073.333333332
Q9D6W8,Borcs6,30min,6,1154075.111111111
Q9D6Y7,Msra,30min,6,490842.22222222213
Q9D6Z1,Nop56,30min,6,3732984.444444443
Q9D706,Rpap3,30min,6,97145.1111111111
Q9D710,Tmx2,30min,6,17391778.888888888
Q9D742,Ap5s1,30min,6,5397801.11111111
Q9D753,Exosc8,30min,6,784813.3333333333
Q9D771,Pacc1,30min,6,4736128.888888888
Q9D773,Mrpl2,30min,6,20315464.44444444
Q9D786,Haus5,30min,6,1665914.4444444443
Q9D7A6,Srp19,30min,6,11303100.0
Q9D7A8,Armc1,30min,6,3511163.277777777
Q9D7H3,RtcA,30min,6,524192.2222222222
Q9D7M1,Gid8,30min,6,33543275.55555555
Q9D7N3,Mrps9,30min,6,32345198.888888884
Q9D7N6,Mrpl30,30min,6,19448701.11111111
Q9D7N9,Apmap,30min,6,35751933.33333333
Q9D7S9,Chmp5,30min,6,493571.11111111107
Q9D7V9,Naaa,30min,6,16358112.22222222
Q9D7W5,Med8,30min,6,7710716.666666665
Q9D824,Fip1l1,30min,6,9847819.61111111
Q9D855,Uqcrb,30min,6,18765342.22222222
Q9D880,Timm50,30min,6,66294244.44444443
Q9D898,Arpc5l,30min,6,1268034.7777777775
Q9D8C4,Ifi35,30min,6,5529563.333333332
Q9D8E6,Rpl4,30min,6,168960205.55555552
Q9D8L5,Ccdc91,30min,6,8046242.333333333
Q9D8M7,Phf10,30min,6,4221496.777777777
Q9D8N0,Eef1g,30min,6,113501605.55555554
Q9D8N2,Dennd10,30min,6,6281642.222222222
Q9D8P4,Mrpl17,30min,6,27963106.666666664
Q9D8T0,Fam3a,30min,6,8019238.444444444
Q9D8T2,Gsdmd,30min,6,394228.8888888888
Q9D8U8,Snx5,30min,6,41872540.0
Q9D8V0,Hm13,30min,6,25524108.888888884
Q9D8V7,Sec11c,30min,6,1667012.8888888885
Q9D8W5,Psmd12,30min,6,51902995.555555545
Q9D8Y7,Tnfaip8l2,30min,6,11511274.444444444
Q9D906,Atg7,30min,6,14670500.0
Q9D9B4,Lrmda,30min,6,438667.77777777775
Q9D9M2,Usp12,30min,6,73296.66666666666
Q9D9Z5,Dda1,30min,6,697879.5555555555
Q9DAA6,Exosc1,30min,6,548394.7777777778
Q9DAM5,Slc25a19,30min,6,3555613.555555555
Q9DAS9,Gng12,30min,6,84261777.77777776
Q9DAW6,Prpf4,30min,6,4496384.444444444
Q9DB05,Napa,30min,6,85409792.22222221
Q9DB15,Mrpl12,30min,6,131482402.77777778
Q9DB20,Atp5po,30min,6,276662584.4444444
Q9DB25,Alg5,30min,6,52182911.111111104
Q9DB40,Med27,30min,6,3158326.6666666665
Q9DB73,Cyb5r1,30min,6,10342408.888888888
Q9DB77,Uqcrc2,30min,6,42864194.44444444
Q9DB90,Smg9,30min,6,2289504.8888888885
Q9DB91,Med29,30min,6,1085500.4444444443
Q9DBC3,Cmtr1,30min,6,1321257.7777777778
Q9DBC7,Prkar1a,30min,6,2974093.888888889
Q9DBD5,Pelp1,30min,6,6027537.777777777
Q9DBE8,Alg2,30min,6,31224499.999999996
Q9DBG3,Ap2b1,30min,6,32705664.44444444
Q9DBG5,Plin3,30min,6,51635878.88888888
Q9DBG6,Rpn2,30min,6,100591499.99999999
Q9DBG7,Srpra,30min,6,12299641.444444442
Q9DBH5,Lman2,30min,6,85407687.22222221
Q9DBL2,Gdap2,30min,6,2071905.944444444
Q9DBL9,Abhd5,30min,6,7468127.777777777
Q9DBN5,Lonp2,30min,6,573518.4444444444
Q9DBR0,Akap8,30min,6,11639411.111111108
Q9DBR1,Xrn2,30min,6,760192.2222222222
Q9DBR3,Armc8,30min,6,22654151.11111111
Q9DBS2,Tprg1l,30min,6,10232853.333333332
Q9DBS5,Klc4,30min,6,31731788.94444444
Q9DBS9,Osbpl3,30min,6,252174.88888888885
Q9DBT3,Ccdc97,30min,6,491195.22222222213
Q9DBT5,Ampd2,30min,6,3914902.2222222215
Q9DBW0,Cyp4v2,30min,6,19948415.555555552
Q9DBZ5,Eif3k,30min,6,46009641.66666666
Q9DC11,Plxdc2,30min,6,57927015.55555555
Q9DC16,Ergic1,30min,6,44734355.55555555
Q9DC29,Abcb6,30min,6,2633221.111111111
Q9DC37,Mfsd1,30min,6,10782143.333333332
Q9DC51,Gnai3,30min,6,14159342.40740742
Q9DC61,Pmpca,30min,6,839306.6666666666
Q9DC69,Ndufa9,30min,6,2191796.8888888885
Q9DC70,Ndufs7,30min,6,2658192.1111111105
Q9DC71,Mrps15,30min,6,18234584.44444444
Q9DCA2,Mrps11,30min,6,8123437.777777777
Q9DCD2,Xab2,30min,6,6474913.333333332
Q9DCD5,Tjap1,30min,6,13522.444444444442
Q9DCE9,Igtp,30min,6,12178066.999999996
Q9DCF9,Ssr3,30min,6,31966452.22222222
Q9DCH4,Eif3f,30min,6,144703382.2222222
Q9DCI3,Stard3nl,30min,6,7064273.333333332
Q9DCI9,Mrpl32,30min,6,13283402.777777776
Q9DCJ1,Mlst8,30min,6,6988434.111111109
Q9DCJ9,Npl,30min,6,1216793.3333333333
Q9DCL9,Paics,30min,6,7744652.777777776
Q9DCN2,Cyb5r3,30min,6,254848598.3333333
Q9DCR2,Ap3s1,30min,6,24183460.0
Q9DCT6,Bacc1,30min,6,5715666.666666666
Q9DCU6,Mrpl4,30min,6,44207584.44444445
Q9DCX2,Atp5pd,30min,6,338046222.22222215
Q9DCZ4,Apoo,30min,6,13595676.666666664
Q9EP53,Tsc1,30min,6,6778934.444444444
Q9EP69,Sacm1l,30min,6,187079255.55555555
Q9EP71,Rai14,30min,6,17580172.999999996
Q9EP72,Emc7,30min,6,4226262.222222221
Q9EP73,Cd274,30min,6,22846687.777777776
Q9EP89,Lactb,30min,6,9194632.222222222
Q9EP97,Senp3,30min,6,3674689.999999999
Q9EPE9,Atp13a1,30min,6,10399308.888888888
Q9EPJ9,Arfgap1,30min,6,19386982.22222222
Q9EPK2,Rp2,30min,6,2935586.6666666665
Q9EPK7,Xpo7,30min,6,19087974.444444444
Q9EPL8,Ipo7,30min,6,21587232.22222222
