,group,time,protein_id,count
0,CCprofiler,10minR1,A0A1L1SSC7,1
1,CCprofiler,10minR1,A0A286YCX6,3
2,CCprofiler,10minR1,A0A5F8MPI9,2
3,CCprofiler,10minR1,A1L314,2
4,CCprofiler,10minR1,A1L3P4,1
5,CCprofiler,10minR1,A2A5R2,1
6,CCprofiler,10minR1,A2ABV5,1
7,CCprofiler,10minR1,A2AF47,1
8,CCprofiler,10minR1,A2AGT5,3
9,CCprofiler,10minR1,A2AIV2,1
10,CCprofiler,10minR1,A2AIV8,1
11,CCprofiler,10minR1,A2AJ72,1
12,CCprofiler,10minR1,A2AJQ3,1
13,CCprofiler,10minR1,A2AN08,2
14,CCprofiler,10minR1,A2AWA9,1
15,CCprofiler,10minR1,A2BE28,1
16,CCprofiler,10minR1,A2BH40,2
17,CCprofiler,10minR1,A2RSX7,1
18,CCprofiler,10minR1,A2RSY6,1
19,CCprofiler,10minR1,A2RT67,1
20,CCprofiler,10minR1,A2RTH5,1
21,CCprofiler,10minR1,A3KGF7,2
22,CCprofiler,10minR1,A3KMP2,1
23,CCprofiler,10minR1,A6H5Y3,1
24,CCprofiler,10minR1,A6H5Z3,1
25,CCprofiler,10minR1,A6H630,1
26,CCprofiler,10minR1,A6H6A9,1
27,CCprofiler,10minR1,A6X919,1
28,CCprofiler,10minR1,A8C756,1
29,CCprofiler,10minR1,A9XX86,1
30,CCprofiler,10minR1,B1AUN2,3
31,CCprofiler,10minR1,B1AUY3,1
32,CCprofiler,10minR1,B1AY10,1
33,CCprofiler,10minR1,B1AY13,1
34,CCprofiler,10minR1,B1AZI6,2
35,CCprofiler,10minR1,B2RQC6,4
36,CCprofiler,10minR1,B2RXC1,2
37,CCprofiler,10minR1,B2RXC6,1
38,CCprofiler,10minR1,B2RXR6,2
39,CCprofiler,10minR1,B8ZXI1,1
40,CCprofiler,10minR1,B9EJ54,1
41,CCprofiler,10minR1,B9EJ86,1
42,CCprofiler,10minR1,B9EKI3,1
43,CCprofiler,10minR1,D0QMC3,1
44,CCprofiler,10minR1,D3YUE4,1
45,CCprofiler,10minR1,D3Z0M9,1
46,CCprofiler,10minR1,D3Z3N4,1
47,CCprofiler,10minR1,D3Z5S8,1
48,CCprofiler,10minR1,D3Z7P3,1
49,CCprofiler,10minR1,D4AFX7,1
50,CCprofiler,10minR1,E0CZ22,2
51,CCprofiler,10minR1,E2JF22,1
52,CCprofiler,10minR1,E9PVA8,2
53,CCprofiler,10minR1,E9PVZ8,2
54,CCprofiler,10minR1,E9PWG6,1
55,CCprofiler,10minR1,E9PWR4,1
56,CCprofiler,10minR1,E9PY16,1
57,CCprofiler,10minR1,E9PYG6,1
58,CCprofiler,10minR1,E9PYK3,1
59,CCprofiler,10minR1,E9PYP2,1
60,CCprofiler,10minR1,E9Q2E4,1
61,CCprofiler,10minR1,E9Q2M9,2
62,CCprofiler,10minR1,E9Q3L2,2
63,CCprofiler,10minR1,E9Q411,1
64,CCprofiler,10minR1,E9Q4N7,1
65,CCprofiler,10minR1,E9Q512,1
66,CCprofiler,10minR1,E9Q555,3
67,CCprofiler,10minR1,E9Q634,3
68,CCprofiler,10minR1,E9Q6R7,2
69,CCprofiler,10minR1,E9Q735,1
70,CCprofiler,10minR1,E9Q7E2,1
71,CCprofiler,10minR1,E9Q7G0,3
72,CCprofiler,10minR1,E9Q8I7,1
73,CCprofiler,10minR1,E9QAT4,2
74,CCprofiler,10minR1,F6ZDS4,2
75,CCprofiler,10minR1,F8VPN4,4
76,CCprofiler,10minR1,F8VPQ2,1
77,CCprofiler,10minR1,F8VQ05,1
78,CCprofiler,10minR1,F8VQC1,1
79,CCprofiler,10minR1,G3X8U3,1
80,CCprofiler,10minR1,G3X972,2
81,CCprofiler,10minR1,G3X9K3,1
82,CCprofiler,10minR1,G5E829,1
83,CCprofiler,10minR1,G5E870,1
84,CCprofiler,10minR1,G5E895,1
85,CCprofiler,10minR1,J3QMC5,1
86,CCprofiler,10minR1,O08528,2
87,CCprofiler,10minR1,O08539,2
88,CCprofiler,10minR1,O08585,2
89,CCprofiler,10minR1,O08600,1
90,CCprofiler,10minR1,O08663,1
91,CCprofiler,10minR1,O08756,2
92,CCprofiler,10minR1,O08759,2
93,CCprofiler,10minR1,O08788,4
94,CCprofiler,10minR1,O08795,2
95,CCprofiler,10minR1,O08796,1
96,CCprofiler,10minR1,O08797,1
97,CCprofiler,10minR1,O08804,1
98,CCprofiler,10minR1,O08808,3
99,CCprofiler,10minR1,O08810,4
100,CCprofiler,10minR1,O08992,1
101,CCprofiler,10minR1,O09005,1
102,CCprofiler,10minR1,O09012,1
103,CCprofiler,10minR1,O09061,1
104,CCprofiler,10minR1,O09117,1
105,CCprofiler,10minR1,O09126,1
106,CCprofiler,10minR1,O09131,1
107,CCprofiler,10minR1,O09159,1
108,CCprofiler,10minR1,O09174,1
109,CCprofiler,10minR1,O35114,1
110,CCprofiler,10minR1,O35134,1
111,CCprofiler,10minR1,O35166,2
112,CCprofiler,10minR1,O35215,1
113,CCprofiler,10minR1,O35218,2
114,CCprofiler,10minR1,O35239,1
115,CCprofiler,10minR1,O35242,1
116,CCprofiler,10minR1,O35250,1
117,CCprofiler,10minR1,O35295,1
118,CCprofiler,10minR1,O35326,1
119,CCprofiler,10minR1,O35350,1
120,CCprofiler,10minR1,O35379,1
121,CCprofiler,10minR1,O35381,1
122,CCprofiler,10minR1,O35382,2
123,CCprofiler,10minR1,O35386,1
124,CCprofiler,10minR1,O35435,1
125,CCprofiler,10minR1,O35448,1
126,CCprofiler,10minR1,O35459,1
127,CCprofiler,10minR1,O35465,1
128,CCprofiler,10minR1,O35516,1
129,CCprofiler,10minR1,O35551,2
130,CCprofiler,10minR1,O35593,1
131,CCprofiler,10minR1,O35598,2
132,CCprofiler,10minR1,O35638,2
133,CCprofiler,10minR1,O35639,1
134,CCprofiler,10minR1,O35643,2
135,CCprofiler,10minR1,O35654,1
136,CCprofiler,10minR1,O35657,2
137,CCprofiler,10minR1,O35685,2
138,CCprofiler,10minR1,O35704,1
139,CCprofiler,10minR1,O35711,1
140,CCprofiler,10minR1,O35841,3
141,CCprofiler,10minR1,O35855,1
142,CCprofiler,10minR1,O35864,1
143,CCprofiler,10minR1,O35887,1
144,CCprofiler,10minR1,O35904,2
145,CCprofiler,10minR1,O35969,1
146,CCprofiler,10minR1,O54774,1
147,CCprofiler,10minR1,O54782,1
148,CCprofiler,10minR1,O54834,1
149,CCprofiler,10minR1,O54879,1
150,CCprofiler,10minR1,O54941,2
151,CCprofiler,10minR1,O54988,2
152,CCprofiler,10minR1,O55028,1
153,CCprofiler,10minR1,O55029,4
154,CCprofiler,10minR1,O55060,1
155,CCprofiler,10minR1,O55098,2
156,CCprofiler,10minR1,O55106,1
157,CCprofiler,10minR1,O55126,1
158,CCprofiler,10minR1,O55131,5
159,CCprofiler,10minR1,O55143,1
160,CCprofiler,10minR1,O55222,2
161,CCprofiler,10minR1,O55229,1
162,CCprofiler,10minR1,O55234,1
163,CCprofiler,10minR1,O70133,2
164,CCprofiler,10minR1,O70152,1
165,CCprofiler,10minR1,O70194,3
166,CCprofiler,10minR1,O70305,1
167,CCprofiler,10minR1,O70309,1
168,CCprofiler,10minR1,O70310,1
169,CCprofiler,10minR1,O70318,1
170,CCprofiler,10minR1,O70348,1
171,CCprofiler,10minR1,O70378,1
172,CCprofiler,10minR1,O70435,1
173,CCprofiler,10minR1,O70566,2
174,CCprofiler,10minR1,O70572,1
175,CCprofiler,10minR1,O88307,2
176,CCprofiler,10minR1,O88342,2
177,CCprofiler,10minR1,O88351,1
178,CCprofiler,10minR1,O88428,2
179,CCprofiler,10minR1,O88455,1
180,CCprofiler,10minR1,O88487,3
181,CCprofiler,10minR1,O88522,1
182,CCprofiler,10minR1,O88531,1
183,CCprofiler,10minR1,O88543,1
184,CCprofiler,10minR1,O88544,1
185,CCprofiler,10minR1,O88545,1
186,CCprofiler,10minR1,O88569,1
187,CCprofiler,10minR1,O88587,1
188,CCprofiler,10minR1,O88597,1
189,CCprofiler,10minR1,O88685,1
190,CCprofiler,10minR1,O88696,1
191,CCprofiler,10minR1,O88712,1
192,CCprofiler,10minR1,O88738,2
193,CCprofiler,10minR1,O88746,1
194,CCprofiler,10minR1,O88842,1
195,CCprofiler,10minR1,O88845,2
196,CCprofiler,10minR1,O88876,1
197,CCprofiler,10minR1,O88879,2
198,CCprofiler,10minR1,O88974,1
199,CCprofiler,10minR1,O88986,1
200,CCprofiler,10minR1,O89001,2
201,CCprofiler,10minR1,O89050,1
202,CCprofiler,10minR1,O89079,1
203,CCprofiler,10minR1,O89103,2
204,CCprofiler,10minR1,O89110,3
205,CCprofiler,10minR1,P00405,1
206,CCprofiler,10minR1,P01027,3
207,CCprofiler,10minR1,P01897,1
208,CCprofiler,10minR1,P03958,1
209,CCprofiler,10minR1,P04230,1
210,CCprofiler,10minR1,P05063,1
211,CCprofiler,10minR1,P05064,2
212,CCprofiler,10minR1,P05202,1
213,CCprofiler,10minR1,P05480,1
214,CCprofiler,10minR1,P05555,3
215,CCprofiler,10minR1,P06151,1
216,CCprofiler,10minR1,P06339,1
217,CCprofiler,10minR1,P06745,1
218,CCprofiler,10minR1,P06800,1
219,CCprofiler,10minR1,P07742,1
220,CCprofiler,10minR1,P07901,1
221,CCprofiler,10minR1,P08003,3
222,CCprofiler,10minR1,P08030,1
223,CCprofiler,10minR1,P08071,1
224,CCprofiler,10minR1,P08103,1
225,CCprofiler,10minR1,P08113,3
226,CCprofiler,10minR1,P08228,1
227,CCprofiler,10minR1,P08249,1
228,CCprofiler,10minR1,P08556,1
229,CCprofiler,10minR1,P08752,2
230,CCprofiler,10minR1,P08775,1
231,CCprofiler,10minR1,P09055,1
232,CCprofiler,10minR1,P09103,2
233,CCprofiler,10minR1,P09405,2
234,CCprofiler,10minR1,P09411,1
235,CCprofiler,10minR1,P09528,2
236,CCprofiler,10minR1,P09581,2
237,CCprofiler,10minR1,P09671,1
238,CCprofiler,10minR1,P0DOV1,1
239,CCprofiler,10minR1,P10518,1
240,CCprofiler,10minR1,P10649,1
241,CCprofiler,10minR1,P10711,2
242,CCprofiler,10minR1,P10810,1
243,CCprofiler,10minR1,P10852,2
244,CCprofiler,10minR1,P11031,1
245,CCprofiler,10minR1,P11247,2
246,CCprofiler,10minR1,P11276,1
247,CCprofiler,10minR1,P11440,1
248,CCprofiler,10minR1,P11499,1
249,CCprofiler,10minR1,P11680,2
250,CCprofiler,10minR1,P11835,1
251,CCprofiler,10minR1,P11881,2
252,CCprofiler,10minR1,P11930,1
253,CCprofiler,10minR1,P11983,4
254,CCprofiler,10minR1,P12023,1
255,CCprofiler,10minR1,P12265,1
256,CCprofiler,10minR1,P13020,1
257,CCprofiler,10minR1,P13439,1
258,CCprofiler,10minR1,P13864,3
259,CCprofiler,10minR1,P14152,1
260,CCprofiler,10minR1,P14211,1
261,CCprofiler,10minR1,P14234,1
262,CCprofiler,10minR1,P14576,1
263,CCprofiler,10minR1,P14685,2
264,CCprofiler,10minR1,P14733,3
265,CCprofiler,10minR1,P14824,1
266,CCprofiler,10minR1,P14901,1
267,CCprofiler,10minR1,P15626,1
268,CCprofiler,10minR1,P16056,1
269,CCprofiler,10minR1,P16125,2
270,CCprofiler,10minR1,P16460,2
271,CCprofiler,10minR1,P16546,3
272,CCprofiler,10minR1,P16879,3
273,CCprofiler,10minR1,P17156,1
274,CCprofiler,10minR1,P17182,2
275,CCprofiler,10minR1,P17426,3
276,CCprofiler,10minR1,P17427,3
277,CCprofiler,10minR1,P17439,1
278,CCprofiler,10minR1,P17563,1
279,CCprofiler,10minR1,P17710,2
280,CCprofiler,10minR1,P17879,1
281,CCprofiler,10minR1,P18052,1
282,CCprofiler,10minR1,P18653,1
283,CCprofiler,10minR1,P19096,5
284,CCprofiler,10minR1,P19783,1
285,CCprofiler,10minR1,P20065,1
286,CCprofiler,10minR1,P20152,2
287,CCprofiler,10minR1,P21107,1
288,CCprofiler,10minR1,P21126,1
289,CCprofiler,10minR1,P21460,1
290,CCprofiler,10minR1,P21619,2
291,CCprofiler,10minR1,P21956,1
292,CCprofiler,10minR1,P21981,2
293,CCprofiler,10minR1,P22892,2
294,CCprofiler,10minR1,P23116,2
295,CCprofiler,10minR1,P23249,1
296,CCprofiler,10minR1,P23492,1
297,CCprofiler,10minR1,P23591,1
298,CCprofiler,10minR1,P23611,2
299,CCprofiler,10minR1,P23780,2
300,CCprofiler,10minR1,P24063,2
301,CCprofiler,10minR1,P24270,2
302,CCprofiler,10minR1,P24527,2
303,CCprofiler,10minR1,P24788,2
304,CCprofiler,10minR1,P25911,1
305,CCprofiler,10minR1,P26011,1
306,CCprofiler,10minR1,P26039,3
307,CCprofiler,10minR1,P26151,1
308,CCprofiler,10minR1,P26443,1
309,CCprofiler,10minR1,P26450,1
310,CCprofiler,10minR1,P26638,2
311,CCprofiler,10minR1,P26955,1
312,CCprofiler,10minR1,P27046,3
313,CCprofiler,10minR1,P27612,2
314,CCprofiler,10minR1,P27870,2
315,CCprofiler,10minR1,P28063,2
316,CCprofiler,10minR1,P28076,1
317,CCprofiler,10minR1,P28271,1
318,CCprofiler,10minR1,P28352,1
319,CCprofiler,10minR1,P28474,1
320,CCprofiler,10minR1,P28650,2
321,CCprofiler,10minR1,P28658,1
322,CCprofiler,10minR1,P28661,1
323,CCprofiler,10minR1,P28741,1
324,CCprofiler,10minR1,P29387,2
325,CCprofiler,10minR1,P29391,1
326,CCprofiler,10minR1,P29758,1
327,CCprofiler,10minR1,P30115,1
328,CCprofiler,10minR1,P30204,2
329,CCprofiler,10minR1,P30416,2
330,CCprofiler,10minR1,P30678,1
331,CCprofiler,10minR1,P30681,1
332,CCprofiler,10minR1,P31230,1
333,CCprofiler,10minR1,P31750,2
334,CCprofiler,10minR1,P32233,1
335,CCprofiler,10minR1,P33609,2
336,CCprofiler,10minR1,P33610,1
337,CCprofiler,10minR1,P34960,1
338,CCprofiler,10minR1,P35235,1
339,CCprofiler,10minR1,P35276,1
340,CCprofiler,10minR1,P35279,1
341,CCprofiler,10minR1,P35441,2
342,CCprofiler,10minR1,P35585,1
343,CCprofiler,10minR1,P35601,1
344,CCprofiler,10minR1,P35951,2
345,CCprofiler,10minR1,P35991,2
346,CCprofiler,10minR1,P36371,1
347,CCprofiler,10minR1,P36423,2
348,CCprofiler,10minR1,P36552,1
349,CCprofiler,10minR1,P36916,1
350,CCprofiler,10minR1,P37040,2
351,CCprofiler,10minR1,P37913,1
352,CCprofiler,10minR1,P38585,1
353,CCprofiler,10minR1,P39054,1
354,CCprofiler,10minR1,P39749,2
355,CCprofiler,10minR1,P40142,1
356,CCprofiler,10minR1,P40336,1
357,CCprofiler,10minR1,P40338,1
358,CCprofiler,10minR1,P41216,2
359,CCprofiler,10minR1,P41245,2
360,CCprofiler,10minR1,P42125,1
361,CCprofiler,10minR1,P42208,2
362,CCprofiler,10minR1,P42225,3
363,CCprofiler,10minR1,P42227,1
364,CCprofiler,10minR1,P42230,1
365,CCprofiler,10minR1,P42232,1
366,CCprofiler,10minR1,P42567,4
367,CCprofiler,10minR1,P42669,1
368,CCprofiler,10minR1,P42859,2
369,CCprofiler,10minR1,P42932,2
370,CCprofiler,10minR1,P43346,1
371,CCprofiler,10minR1,P43406,2
372,CCprofiler,10minR1,P45376,1
373,CCprofiler,10minR1,P45952,1
374,CCprofiler,10minR1,P46460,1
375,CCprofiler,10minR1,P46471,1
376,CCprofiler,10minR1,P46664,1
377,CCprofiler,10minR1,P46935,2
378,CCprofiler,10minR1,P46978,3
379,CCprofiler,10minR1,P47199,1
380,CCprofiler,10minR1,P47713,1
381,CCprofiler,10minR1,P47856,1
382,CCprofiler,10minR1,P47911,1
383,CCprofiler,10minR1,P47934,1
384,CCprofiler,10minR1,P47941,1
385,CCprofiler,10minR1,P47962,1
386,CCprofiler,10minR1,P47968,1
387,CCprofiler,10minR1,P48025,1
388,CCprofiler,10minR1,P48036,1
389,CCprofiler,10minR1,P48428,1
390,CCprofiler,10minR1,P48678,2
391,CCprofiler,10minR1,P48722,1
392,CCprofiler,10minR1,P48725,1
393,CCprofiler,10minR1,P48758,1
394,CCprofiler,10minR1,P48774,1
395,CCprofiler,10minR1,P48999,1
396,CCprofiler,10minR1,P49138,1
397,CCprofiler,10minR1,P49312,1
398,CCprofiler,10minR1,P49446,1
399,CCprofiler,10minR1,P49586,1
400,CCprofiler,10minR1,P49615,1
401,CCprofiler,10minR1,P49717,1
402,CCprofiler,10minR1,P50136,2
403,CCprofiler,10minR1,P50247,3
404,CCprofiler,10minR1,P50396,1
405,CCprofiler,10minR1,P50428,1
406,CCprofiler,10minR1,P50431,2
407,CCprofiler,10minR1,P50516,2
408,CCprofiler,10minR1,P50518,1
409,CCprofiler,10minR1,P50544,2
410,CCprofiler,10minR1,P50580,1
411,CCprofiler,10minR1,P51163,1
412,CCprofiler,10minR1,P51174,1
413,CCprofiler,10minR1,P51175,1
414,CCprofiler,10minR1,P51432,3
415,CCprofiler,10minR1,P51569,1
416,CCprofiler,10minR1,P51660,2
417,CCprofiler,10minR1,P51855,1
418,CCprofiler,10minR1,P51859,1
419,CCprofiler,10minR1,P51881,1
420,CCprofiler,10minR1,P52196,1
421,CCprofiler,10minR1,P52332,2
422,CCprofiler,10minR1,P52633,1
423,CCprofiler,10minR1,P53395,1
424,CCprofiler,10minR1,P53564,2
425,CCprofiler,10minR1,P53798,1
426,CCprofiler,10minR1,P53994,1
427,CCprofiler,10minR1,P53995,1
428,CCprofiler,10minR1,P53996,1
429,CCprofiler,10minR1,P54728,1
430,CCprofiler,10minR1,P54729,1
431,CCprofiler,10minR1,P54731,1
432,CCprofiler,10minR1,P54775,1
433,CCprofiler,10minR1,P54797,1
434,CCprofiler,10minR1,P54923,1
435,CCprofiler,10minR1,P54987,3
436,CCprofiler,10minR1,P55096,1
437,CCprofiler,10minR1,P55264,1
438,CCprofiler,10minR1,P55302,2
439,CCprofiler,10minR1,P55937,1
440,CCprofiler,10minR1,P56212,2
441,CCprofiler,10minR1,P56387,1
442,CCprofiler,10minR1,P56399,4
443,CCprofiler,10minR1,P56528,1
444,CCprofiler,10minR1,P56542,1
445,CCprofiler,10minR1,P56546,1
446,CCprofiler,10minR1,P56695,1
447,CCprofiler,10minR1,P56812,3
448,CCprofiler,10minR1,P57725,2
449,CCprofiler,10minR1,P57746,1
450,CCprofiler,10minR1,P57759,1
451,CCprofiler,10minR1,P57780,3
452,CCprofiler,10minR1,P57784,2
453,CCprofiler,10minR1,P58044,2
454,CCprofiler,10minR1,P58281,1
455,CCprofiler,10minR1,P58389,1
456,CCprofiler,10minR1,P58681,1
457,CCprofiler,10minR1,P58771,1
458,CCprofiler,10minR1,P58801,1
459,CCprofiler,10minR1,P58802,1
460,CCprofiler,10minR1,P59016,1
461,CCprofiler,10minR1,P59108,1
462,CCprofiler,10minR1,P59325,1
463,CCprofiler,10minR1,P59326,1
464,CCprofiler,10minR1,P60122,3
465,CCprofiler,10minR1,P60229,2
466,CCprofiler,10minR1,P60670,1
467,CCprofiler,10minR1,P61087,2
468,CCprofiler,10minR1,P61161,1
469,CCprofiler,10minR1,P61202,1
470,CCprofiler,10minR1,P61219,1
471,CCprofiler,10minR1,P61222,2
472,CCprofiler,10minR1,P61460,1
473,CCprofiler,10minR1,P61514,1
474,CCprofiler,10minR1,P61759,2
475,CCprofiler,10minR1,P61971,1
476,CCprofiler,10minR1,P62046,1
477,CCprofiler,10minR1,P62196,3
478,CCprofiler,10minR1,P62242,1
479,CCprofiler,10minR1,P62245,1
480,CCprofiler,10minR1,P62313,1
481,CCprofiler,10minR1,P62331,1
482,CCprofiler,10minR1,P62488,1
483,CCprofiler,10minR1,P62627,1
484,CCprofiler,10minR1,P62717,1
485,CCprofiler,10minR1,P62830,1
486,CCprofiler,10minR1,P62849,1
487,CCprofiler,10minR1,P62900,1
488,CCprofiler,10minR1,P62908,1
489,CCprofiler,10minR1,P62962,1
490,CCprofiler,10minR1,P62996,1
491,CCprofiler,10minR1,P63005,2
492,CCprofiler,10minR1,P63028,1
493,CCprofiler,10minR1,P63154,2
494,CCprofiler,10minR1,P63158,1
495,CCprofiler,10minR1,P63328,1
496,CCprofiler,10minR1,P67778,1
497,CCprofiler,10minR1,P68404,1
498,CCprofiler,10minR1,P69566,1
499,CCprofiler,10minR1,P70122,1
500,CCprofiler,10minR1,P70168,1
501,CCprofiler,10minR1,P70196,2
502,CCprofiler,10minR1,P70206,4
503,CCprofiler,10minR1,P70227,1
504,CCprofiler,10minR1,P70248,3
505,CCprofiler,10minR1,P70261,3
506,CCprofiler,10minR1,P70296,1
507,CCprofiler,10minR1,P70318,1
508,CCprofiler,10minR1,P70335,2
509,CCprofiler,10minR1,P70336,2
510,CCprofiler,10minR1,P70349,1
511,CCprofiler,10minR1,P70351,1
512,CCprofiler,10minR1,P70375,1
513,CCprofiler,10minR1,P70380,1
514,CCprofiler,10minR1,P70388,1
515,CCprofiler,10minR1,P70398,2
516,CCprofiler,10minR1,P70441,1
517,CCprofiler,10minR1,P70444,1
518,CCprofiler,10minR1,P70460,1
519,CCprofiler,10minR1,P70671,1
520,CCprofiler,10minR1,P70677,2
521,CCprofiler,10minR1,P70697,1
522,CCprofiler,10minR1,P70700,1
523,CCprofiler,10minR1,P80313,3
524,CCprofiler,10minR1,P80314,2
525,CCprofiler,10minR1,P80315,2
526,CCprofiler,10minR1,P80316,4
527,CCprofiler,10minR1,P80317,1
528,CCprofiler,10minR1,P80318,4
529,CCprofiler,10minR1,P82343,1
530,CCprofiler,10minR1,P84096,1
531,CCprofiler,10minR1,P97304,1
532,CCprofiler,10minR1,P97310,2
533,CCprofiler,10minR1,P97311,2
534,CCprofiler,10minR1,P97313,1
535,CCprofiler,10minR1,P97346,1
536,CCprofiler,10minR1,P97351,1
537,CCprofiler,10minR1,P97352,1
538,CCprofiler,10minR1,P97355,1
539,CCprofiler,10minR1,P97363,1
540,CCprofiler,10minR1,P97377,2
541,CCprofiler,10minR1,P97384,1
542,CCprofiler,10minR1,P97390,2
543,CCprofiler,10minR1,P97429,1
544,CCprofiler,10minR1,P97449,3
545,CCprofiler,10minR1,P97480,1
546,CCprofiler,10minR1,P97484,1
547,CCprofiler,10minR1,P97494,1
548,CCprofiler,10minR1,P97496,1
549,CCprofiler,10minR1,P97499,1
550,CCprofiler,10minR1,P97742,1
551,CCprofiler,10minR1,P97760,1
552,CCprofiler,10minR1,P97789,3
553,CCprofiler,10minR1,P97797,1
554,CCprofiler,10minR1,P97801,1
555,CCprofiler,10minR1,P97807,1
556,CCprofiler,10minR1,P97808,1
557,CCprofiler,10minR1,P97872,1
558,CCprofiler,10minR1,P99026,1
559,CCprofiler,10minR1,P99028,1
560,CCprofiler,10minR1,Q00899,1
561,CCprofiler,10minR1,Q00993,2
562,CCprofiler,10minR1,Q01405,2
563,CCprofiler,10minR1,Q01514,1
564,CCprofiler,10minR1,Q01705,1
565,CCprofiler,10minR1,Q01768,1
566,CCprofiler,10minR1,Q01853,3
567,CCprofiler,10minR1,Q02053,2
568,CCprofiler,10minR1,Q02819,1
569,CCprofiler,10minR1,Q03249,1
570,CCprofiler,10minR1,Q03265,1
571,CCprofiler,10minR1,Q03958,1
572,CCprofiler,10minR1,Q03963,1
573,CCprofiler,10minR1,Q04207,1
574,CCprofiler,10minR1,Q04447,1
575,CCprofiler,10minR1,Q04519,1
576,CCprofiler,10minR1,Q04750,1
577,CCprofiler,10minR1,Q05512,1
578,CCprofiler,10minR1,Q05920,2
579,CCprofiler,10minR1,Q05921,1
580,CCprofiler,10minR1,Q05CL8,1
581,CCprofiler,10minR1,Q05D44,1
582,CCprofiler,10minR1,Q06138,1
583,CCprofiler,10minR1,Q06180,2
584,CCprofiler,10minR1,Q07076,2
585,CCprofiler,10minR1,Q07113,3
586,CCprofiler,10minR1,Q07417,2
587,CCprofiler,10minR1,Q07797,1
588,CCprofiler,10minR1,Q08024,1
589,CCprofiler,10minR1,Q08642,1
590,CCprofiler,10minR1,Q08857,1
591,CCprofiler,10minR1,Q08890,1
592,CCprofiler,10minR1,Q08943,1
593,CCprofiler,10minR1,Q09014,1
594,CCprofiler,10minR1,Q09200,1
595,CCprofiler,10minR1,Q09PK2,1
596,CCprofiler,10minR1,Q0GNC1,1
597,CCprofiler,10minR1,Q0GUM3,1
598,CCprofiler,10minR1,Q0VGB7,1
599,CCprofiler,10minR1,Q11011,2
600,CCprofiler,10minR1,Q11136,1
601,CCprofiler,10minR1,Q149F3,1
602,CCprofiler,10minR1,Q14BV6,1
603,CCprofiler,10minR1,Q14CH1,2
604,CCprofiler,10minR1,Q18PI6,1
605,CCprofiler,10minR1,Q2EMV9,2
606,CCprofiler,10minR1,Q2HXL6,1
607,CCprofiler,10minR1,Q2KN98,1
608,CCprofiler,10minR1,Q2NL51,1
609,CCprofiler,10minR1,Q2TBE6,2
610,CCprofiler,10minR1,Q3B7Z2,1
611,CCprofiler,10minR1,Q3TAP4,1
612,CCprofiler,10minR1,Q3TBD2,1
613,CCprofiler,10minR1,Q3TBV4,1
614,CCprofiler,10minR1,Q3TBW2,1
615,CCprofiler,10minR1,Q3TC72,1
616,CCprofiler,10minR1,Q3TC93,1
617,CCprofiler,10minR1,Q3TCJ1,1
618,CCprofiler,10minR1,Q3TCN2,2
619,CCprofiler,10minR1,Q3TDD9,3
620,CCprofiler,10minR1,Q3TDQ1,1
621,CCprofiler,10minR1,Q3THG9,2
622,CCprofiler,10minR1,Q3THK3,1
623,CCprofiler,10minR1,Q3THK7,2
624,CCprofiler,10minR1,Q3THS6,2
625,CCprofiler,10minR1,Q3TIR3,1
626,CCprofiler,10minR1,Q3TIU4,1
627,CCprofiler,10minR1,Q3TIX9,2
628,CCprofiler,10minR1,Q3TKT4,1
629,CCprofiler,10minR1,Q3TL44,1
630,CCprofiler,10minR1,Q3TLI0,1
631,CCprofiler,10minR1,Q3TLS3,1
632,CCprofiler,10minR1,Q3TMH2,1
633,CCprofiler,10minR1,Q3TNA1,1
634,CCprofiler,10minR1,Q3TPX4,1
635,CCprofiler,10minR1,Q3TQB2,1
636,CCprofiler,10minR1,Q3TRM8,1
637,CCprofiler,10minR1,Q3TWW8,1
638,CCprofiler,10minR1,Q3TX08,1
639,CCprofiler,10minR1,Q3TXS7,3
640,CCprofiler,10minR1,Q3TYX3,1
641,CCprofiler,10minR1,Q3TZZ7,1
642,CCprofiler,10minR1,Q3U0J8,1
643,CCprofiler,10minR1,Q3U0M1,1
644,CCprofiler,10minR1,Q3U1J4,2
645,CCprofiler,10minR1,Q3U2A8,1
646,CCprofiler,10minR1,Q3U2C5,1
647,CCprofiler,10minR1,Q3U2P1,1
648,CCprofiler,10minR1,Q3U319,1
649,CCprofiler,10minR1,Q3U3Q1,1
650,CCprofiler,10minR1,Q3U5F4,1
651,CCprofiler,10minR1,Q3U7R1,3
652,CCprofiler,10minR1,Q3U7U3,1
653,CCprofiler,10minR1,Q3U829,1
654,CCprofiler,10minR1,Q3UA06,1
655,CCprofiler,10minR1,Q3UCV8,1
656,CCprofiler,10minR1,Q3UDE2,1
657,CCprofiler,10minR1,Q3UDF0,1
658,CCprofiler,10minR1,Q3UDP0,1
659,CCprofiler,10minR1,Q3UE37,2
660,CCprofiler,10minR1,Q3UFY7,1
661,CCprofiler,10minR1,Q3UFY8,1
662,CCprofiler,10minR1,Q3UGR5,1
663,CCprofiler,10minR1,Q3UH60,2
664,CCprofiler,10minR1,Q3UH93,2
665,CCprofiler,10minR1,Q3UHA3,1
666,CCprofiler,10minR1,Q3UHB1,2
667,CCprofiler,10minR1,Q3UHI4,1
668,CCprofiler,10minR1,Q3UHQ6,2
669,CCprofiler,10minR1,Q3UIA2,1
