protein_id,genes,time,fraction,intensity
P09581,Csf1r,30min,1,3374729.999999998
P0C0A3,Chmp6,30min,1,1101699.999999999
P10126,Eef1a1,30min,1,13644469.000000015
P10833,Rras,30min,1,431146.99999999953
P10852,Slc3a2,30min,1,3047320.0
P10853,H2bc7,30min,1,22534460.0
P11152,Lpl,30min,1,3010590.0
P11438,Lamp1,30min,1,4366848.499999993
P11499,Hsp90ab1,30min,1,4706080.0
P11680,Cfp,30min,1,339912.0
P11688,Itga5,30min,1,1225379.0
P11835,Itgb2,30min,1,60337099.99999994
P11983,Tcp1,30min,1,790619.0000000005
P12787,Cox5a,30min,1,2455766.999999999
P12970,Rpl7a,30min,1,27800844.999999985
P13020,Gsn,30min,1,93765500.0
P13597,Icam1,30min,1,2690790.0
P14069,S100a6,30min,1,1295069.9999999995
P14115,Rpl27a,30min,1,13370784.999999998
P14131,Rps16,30min,1,17175380.0
P14148,Rpl7,30min,1,10549679.999999993
P14206,Rpsa,30min,1,1595028.0
P14211,Calr,30min,1,11671685.0
P14869,Rplp0,30min,1,20659299.999999993
P14901,Hmox1,30min,1,5233013.000000002
P15379,Cd44,30min,1,6649379.999999998
P15535,B4galt1,30min,1,2669280.0
P15702,Spn,30min,1,630786.0
P15864,H1-2,30min,1,16344669.999999996
P16110,Lgals3,30min,1,30234884.999999996
P16125,Ldhb,30min,1,192768.99999999997
P16254,Srp14,30min,1,1248959.9999999995
P16546,Sptan1,30min,1,425361.0
P16858,Gapdh,30min,1,12428130.0
P17047,Lamp2,30min,1,6570070.0
P17182,Eno1,30min,1,6334334.999999998
P17427,Ap2a2,30min,1,605793.0
P17439,Gba1,30min,1,5064689.999999998
P17742,Ppia,30min,1,493653.0
P17809,Slc2a1,30min,1,2332590.0
P18572,Bsg,30min,1,1081809.9999999993
P19253,Rpl13a,30min,1,26299899.999999996
P19783,Cox4i1,30min,1,3608772.4999999995
P20029,Hspa5,30min,1,26773099.99999997
P20108,Prdx3,30min,1,1054390.0
P20152,Vim,30min,1,13977420.0
P21107,Tpm3,30min,1,2065439.9999999995
P21956,Mfge8,30min,1,5132100.0
P21958,Tap1,30min,1,862483.0
P21995,Emb,30min,1,1148440.0
P23198,Cbx3,30min,1,11982099.999999998
P24063,Itgal,30min,1,830810.0
P24668,M6pr,30min,1,2009573.0000000037
P25444,Rps2,30min,1,28366055.0
P25911,Lyn,30min,1,213397.0
P25976,Ubtf,30min,1,677867.9999999999
P26041,Msn,30min,1,719880.0
P26955,Csf2rb,30min,1,1027839.9999999995
P27005,S100a8,30min,1,3025710.5
P27048,Snrpb,30min,1,266797.99999999994
P27659,Rpl3,30min,1,12582875.0
P27808,Mgat1,30min,1,494297.9999999999
P27870,Vav1,30min,1,1028279.9999999995
P28078,H2-DMa,30min,1,2552920.0
P28667,Marcksl1,30min,1,1718442.0
P28741,Kif3a,30min,1,285215.0
P28798,Grn,30min,1,874723.9999999995
P29351,Ptpn6,30min,1,1298620.0
P30204,Msr1,30min,1,3069670.0
P30681,Hmgb2,30min,1,425826.9999999999
P30993,C5ar1,30min,1,122176.99999999814
P31996,Cd68,30min,1,18293599.999999985
P32067,Ssb,30min,1,297367.0000000001
P34022,Ranbp1,30min,1,755688.0000000005
P34960,Mmp12,30min,1,1704732.0
P35276,Rab3d,30min,1,1417835.0
P35278,Rab5c,30min,1,5331114.999999998
P35279,Rab6a,30min,1,12994650.0
P35282,Rab21,30min,1,1000500.0
P35285,Rab22a,30min,1,497148.0
P35290,Rab24,30min,1,766681.0
P35293,Rab18,30min,1,2214806.0
P35456,Plaur,30min,1,944872.9999999998
P35550,Fbl,30min,1,1903247.0
P35564,Canx,30min,1,17372269.999999985
P35700,Prdx1,30min,1,16941150.0
P35821,Ptpn1,30min,1,3024220.000000002
P35951,Ldlr,30min,1,303936.0
P35979,Rpl12,30min,1,34129369.999999985
P35980,Rpl18,30min,1,59934099.99999997
P36371,Tap2,30min,1,1864477.9999999981
P36423,Tbxas1,30min,1,714763.0
P36536,Sar1a,30min,1,778277.0
P37040,Por,30min,1,14235150.0
P38647,Hspa9,30min,1,1632274.0
P40124,Cap1,30min,1,545938.0000000009
P40142,Tkt,30min,1,529092.0
P41105,Rpl28,30min,1,18632215.0
P42082,Cd86,30min,1,841538.0
P42225,Stat1,30min,1,271618.0
P42669,Pura,30min,1,8503250.0
P43274,H1-4,30min,1,3207009.999999999
P43276,H1-5,30min,1,1353960.0
P45481,Crebbp,30min,1,550713.9999999999
P45700,Man1a1,30min,1,460068.99999999977
P46460,Nsf,30min,1,14572800.0
P46638,Rab11b,30min,1,6713490.999999993
P46978,Stt3a,30min,1,4044260.0
P47738,Aldh2,30min,1,611949.0
P47740,Aldh3a2,30min,1,1806736.9999999981
P47754,Capza2,30min,1,2675650.0000000037
P47757,Capzb,30min,1,2403324.9999999925
P47758,Srprb,30min,1,407066.00000000093
P47911,Rpl6,30min,1,34270885.0
P47915,Rpl29,30min,1,4411439.999999998
P47962,Rpl5,30min,1,4519469.999999998
P47963,Rpl13,30min,1,33700299.999999985
P47964,Rpl36,30min,1,11699490.0
P48036,Anxa5,30min,1,1542990.0
P48410,Abcd1,30min,1,3460689.9999999944
P48771,Cox7a2,30min,1,5608749.999999996
P49290,Epx,30min,1,2231150.000000001
P49300,Clec10a,30min,1,2176727.999999999
P49312,Hnrnpa1,30min,1,15750000.0
P49769,Psen1,30min,1,1230748.0000000019
P50427,Sts,30min,1,249890.99999999988
P50516,Atp6v1a,30min,1,5570507.0
P50518,Atp6v1e1,30min,1,1333848.5
P50580,Pa2g4,30min,1,4978530.0
P51150,Rab7a,30min,1,13431190.0
P51410,Rpl9,30min,1,1072296.9999999995
P51675,Ccr1,30min,1,386477.00000000093
P51829,Adcy7,30min,1,394908.0
P51912,Slc1a5,30min,1,519440.0
P52332,Jak1,30min,1,236479.0
P52480,Pkm,30min,1,2888090.0
P52875,Tmem165,30min,1,2275440.0
P53026,Rpl10a,30min,1,46409931.999999985
P53994,Rab2a,30min,1,10110585.5
P54116,Stom,30min,1,4822090.0
P55258,Rab8a,30min,1,930967.0
P55302,Lrpap1,30min,1,6790229.999999998
P55772,Entpd1,30min,1,450865.0
P55937,Golga3,30min,1,3783990.0
P56135,Atp5mf,30min,1,1315900.0
P56391,Cox6b1,30min,1,3897952.0000000037
P56395,Cyb5a,30min,1,54435464.99999999
P56480,Atp5f1b,30min,1,25642100.0
P56528,Cd38,30min,1,1553563.0
P57716,Ncstn,30min,1,662758.0
P57746,Atp6v1d,30min,1,465840.9999999999
P57780,Actn4,30min,1,1384700.0
P57787,Slc16a3,30min,1,259159.0
P58021,Tm9sf2,30min,1,8093453.0
P58064,Mrps6,30min,1,540789.9999999991
P58252,Eef2,30min,1,2580707.0
P58281,Opa1,30min,1,110774.0
P59017,Bcl2l13,30min,1,1272610.0
P59481,Lman2l,30min,1,167496.0
P59999,Arpc4,30min,1,13268280.0
P60122,Ruvbl1,30min,1,414016.00000000047
P60335,Pcbp1,30min,1,1729619.0000000028
P60670,Nploc4,30min,1,99443.6
P60710,Actb,30min,1,1927210703.3333292
P60766,Cdc42,30min,1,3098211.3333333293
P60867,Rps20,30min,1,9925182.999999996
P61022,Chp1,30min,1,878585.9999999995
P61027,Rab10,30min,1,11165122.499999998
P61028,Rab8b,30min,1,13208730.0
P61161,Actr2,30min,1,5186200.0
P61164,Actr1a,30min,1,883108.0000000019
P61226,Rap2b,30min,1,2459133.0
P61255,Rpl26,30min,1,6786567.999999998
P61358,Rpl27,30min,1,18489846.0
P61514,Rpl37a,30min,1,767564.0
P61620,Sec61a1,30min,1,747524.0
P61750,Arf4,30min,1,1535962.0
P61804,Dad1,30min,1,15574309.999999998
P61965,Wdr5,30min,1,237924.99999999907
P62075,Timm13,30min,1,179058.0
P62242,Rps8,30min,1,29428190.0
P62245,Rps15a,30min,1,5429340.0
P62259,Ywhae,30min,1,2979840.0
P62264,Rps14,30min,1,3483730.0000000037
P62267,Rps23,30min,1,24989300.0
P62270,Rps18,30min,1,2569129.9999999963
P62281,Rps11,30min,1,20419745.0
P62301,Rps13,30min,1,10436980.0
P62334,Psmc6,30min,1,169014.0
P62342,Selenot,30min,1,1279999.999999999
P62702,Rps4x,30min,1,7373179.999999996
P62717,Rpl18a,30min,1,22750059.999999985
P62751,Rpl23a,30min,1,1238730.0
P62754,Rps6,30min,1,56974910.0
P62806,H4c1,30min,1,7400819.999999999
P62814,Atp6v1b2,30min,1,4335870.0
P62821,Rab1a,30min,1,3661453.5
P62827,Ran,30min,1,2021605.0
P62830,Rpl23,30min,1,3763400.0000000037
P62835,Rap1a,30min,1,2229822.0
P62843,Rps15,30min,1,958213.5
P62849,Rps24,30min,1,4982350.0
P62852,Rps25,30min,1,5507790.0
P62855,Rps26,30min,1,37039309.999999985
P62858,Rps28,30min,1,975636.0
P62874,Gnb1,30min,1,15602770.0
P62880,Gnb2,30min,1,6607059.999999996
P62889,Rpl30,30min,1,35377725.0
P62900,Rpl31,30min,1,16310589.999999996
P62908,Rps3,30min,1,3723590.0
P62911,Rpl32,30min,1,6196560.0
P62918,Rpl8,30min,1,54766110.0
P62962,Pfn1,30min,1,1026950.0000000005
P62996,Tra2b,30min,1,539089.0
P63017,Hspa8,30min,1,26199830.0
P63038,Hspd1,30min,1,2296936.0
P63168,Dynll1,30min,1,537989.0
P63213,Gng2,30min,1,3692031.999999999
P63276,Rps17,30min,1,1059310.0000000002
P63321,Rala,30min,1,4215979.999999998
P63325,Rps10,30min,1,637062.9999999999
P67778,Phb1,30min,1,24449800.0
P67871,Csnk2b,30min,1,175271.00000000012
P68040,Rack1,30min,1,1383940.0
P68254,Ywhaq,30min,1,892022.0000000019
P68368,Tuba4a,30min,1,4038906.5000000075
P68372,Tubb4b,30min,1,2208240.0
P68433,H3c1,30min,1,4272560.0
P70158,Smpdl3a,30min,1,73291.19999999998
P70218,Map4k1,30min,1,104037.0
P70227,Itpr3,30min,1,396192.99999999907
P70248,Myo1f,30min,1,3593150.0
P70280,Vamp7,30min,1,2104680.0
P70295,Aup1,30min,1,2242968.0
P70302,Stim1,30min,1,1442217.9999999995
P70452,Stx4,30min,1,5237749.999999999
P80315,Cct4,30min,1,413319.0
P84096,Rhog,30min,1,3513388.5
P84099,Rpl19,30min,1,10690481.0
P97351,Rps3a,30min,1,16015290.0
P97390,Vps45,30min,1,289654.9999999999
P97449,Anpep,30min,1,14021319.999999989
P97450,Atp5pf,30min,1,6112948.999999998
P97461,Rps5,30min,1,342349.0
P97484,Pirb,30min,1,558812.0
P97797,Sirpa,30min,1,468286.0
P97808,Fxyd5,30min,1,1360348.0
P97822,Anp32e,30min,1,1085940.0
P98195,Atp9b,30min,1,2124085.999999999
P98197,Atp11a,30min,1,362348.99999999977
P99024,Tubb5,30min,1,6756640.0
P99027,Rplp2,30min,1,50394702.0
P99028,Uqcrh,30min,1,7047904.999999994
Q00262,Stx2,30min,1,16690799.999999996
Q00941,Csf2ra,30min,1,588187.0
Q00PI9,Hnrnpul2,30min,1,1284168.0
Q01853,Vcp,30min,1,3511300.0
Q03265,Atp5f1a,30min,1,33241199.99999994
Q04447,Ckb,30min,1,349560.0
Q04750,Top1,30min,1,156908.0
Q05144,Rac2,30min,1,11050180.000000007
Q05910,Adam8,30min,1,377405.00000000023
Q06185,Atp5me,30min,1,34003159.99999999
Q07813,Bax,30min,1,625823.0
Q08857,Cd36,30min,1,14982230.000000015
Q09014,Ncf1,30min,1,343349.0
Q09200,B4galnt1,30min,1,8694100.0
Q09324,Gcnt1,30min,1,439379.0
Q14C51,Ptcd3,30min,1,446641.99999999953
Q18PI6,Cd84,30min,1,7981330.0
Q2TBE6,Pi4k2a,30min,1,693256.0
Q3KNM2,Marchf5,30min,1,285978.99999999977
Q3TAS6,Emc10,30min,1,3566257.0
Q3TBT3,Sting1,30min,1,9027972.0
Q3TDN2,Faf2,30min,1,2096405.0
Q3TDQ1,Stt3b,30min,1,16913940.0
Q3THE2,Myl12b,30min,1,98539000.0
Q3TP92,Ctdnep1,30min,1,1594749.9999999995
Q3TWL2,Pip4p1,30min,1,9167820.0
Q3TYS2,Cybc1,30min,1,11854520.000000004
Q3TZZ7,Esyt2,30min,1,769133.0000000009
Q3U2S8,Hvcn1,30min,1,2112921.0
Q3U7R1,Esyt1,30min,1,5301070.0
Q3U9G9,Lbr,30min,1,5781799.999999999
Q3UDF0,Slc2a6,30min,1,4250480.499999993
Q3UDR8,Yipf3,30min,1,281106.0
Q3UDW8,Hgsnat,30min,1,4685929.999999999
Q3UHN9,Ndst1,30min,1,327386.0
Q3UN02,Lclat1,30min,1,564554.9999999995
Q3URD3,Slmap,30min,1,2029709.999999999
Q3UU43,Chpf2,30min,1,314135.0
Q3UUQ7,Pgap1,30min,1,8309709.999999996
Q3UZ39,Lrrfip1,30min,1,3008450.499999999
Q3V009,Tmed1,30min,1,149059.00000000047
Q4PJX1,Odr4,30min,1,905443.0
Q5I012,Slc38a10,30min,1,215412.99999999988
Q5MJS3,Fam20c,30min,1,4106720.0
Q5SUA5,Myo1g,30min,1,5460540.0
Q5SUC9,Sco1,30min,1,3635004.0
Q5Y5T1,Zdhhc20,30min,1,1511810.0000000005
Q60604,Scin,30min,1,440527.0
Q60605,Myl6,30min,1,64184349.99999994
Q60648,Gm2a,30min,1,1085179.9999999998
Q60668,Hnrnpd,30min,1,641580.0
Q60738,Slc30a1,30min,1,1422009.9999999993
Q60766,Irgm1,30min,1,602160.0
Q60770,Stxbp3,30min,1,1096480.000000001
Q60875,Arhgef2,30min,1,434905.0
Q60930,Vdac2,30min,1,5358520.000000001
Q60932,Vdac1,30min,1,1993020.0
Q61093,Cybb,30min,1,38774029.99999999
Q61102,Abcb7,30min,1,185030.0
Q61144,Psen2,30min,1,413498.00000000047
Q61171,Prdx2,30min,1,4338237.5
Q61187,Tsg101,30min,1,204500.0
Q61263,Soat1,30min,1,8627299.999999998
Q61333,Tnfaip2,30min,1,100881.0
Q61334,Bcap29,30min,1,19471169.999999993
Q61335,Bcap31,30min,1,21076560.0
Q61462,Cyba,30min,1,38693050.0
Q61543,Glg1,30min,1,1576647.0
Q61549,Adgre1,30min,1,738361.0
Q61584,Fxr1,30min,1,1480070.0000000002
Q61655,Ddx19a,30min,1,745746.9999999999
Q61735,Cd47,30min,1,2004509.0
Q61739,Itga6,30min,1,511707.0
Q61771,Kif3b,30min,1,277211.00000000047
Q61830,Mrc1,30min,1,25217220.0
Q61878,Prg2,30min,1,1355650.0000000002
Q62093,Srsf2,30min,1,1030989.9999999999
Q62186,Ssr4,30min,1,12417289.999999996
Q62192,Cd180,30min,1,2941340.0
Q62318,Trim28,30min,1,384092.99999999953
Q62351,Tfrc,30min,1,714645.0
Q62376,Snrnp70,30min,1,446326.99999999994
Q62425,Ndufa4,30min,1,1034220.0
Q62465,Vat1,30min,1,5514205.999999999
Q62523,Zyx,30min,1,136342.99999999997
Q64012,Raly,30min,1,1341037.9999999995
Q64133,Maoa,30min,1,1858253.0000000005
Q64310,Surf4,30min,1,2972039.999999998
Q64324,Stxbp2,30min,1,1134352.5
Q64373,Bcl2l1,30min,1,966644.0
Q64433,Hspe1,30min,1,985279.9999999997
Q64518,Atp2a3,30min,1,4398610.0
Q64521,Gpd2,30min,1,257722.0
Q64523,H2ac20,30min,1,107972.99999999999
Q64685,St6gal1,30min,1,190620.19999999992
Q64704,Stx3,30min,1,3797830.0
Q68FD5,Cltc,30min,1,8513839.99999994
Q68FE2,Atg9a,30min,1,679970.9999999998
Q69ZN7,Myof,30min,1,45263800.0
Q69ZZ6,Tmcc1,30min,1,1217002.0
Q6A0A9,FAM120A,30min,1,630793.0
Q6A4J8,Usp7,30min,1,965776.9999999998
Q6DVA0,Lemd2,30min,1,1746679.9999999995
Q6GQT9,Nomo1,30min,1,476884.0
Q6IFX2,Krt42,30min,1,5210019.999999999
Q6IRU2,Tpm4,30min,1,2217950.0
Q6IRU5,Cltb,30min,1,3010227.0
Q6P5E4,Uggt1,30min,1,214211.0
Q6P9J9,Ano6,30min,1,3134763.4999999986
Q6P9Q6,Fkbp15,30min,1,421944.0
Q6PB93,Galnt2,30min,1,6683000.0
Q6PD26,Pigs,30min,1,3881960.0
Q6PDM2,Srsf1,30min,1,674289.9999999998
Q6PEB6,Mob4,30min,1,438162.0
Q6PHN9,Rab35,30min,1,4871449.999999998
Q6PIC6,Atp1a3,30min,1,4290130.0
Q6QD59,Bnip1,30min,1,1154290.0
Q6QLQ4,Clec7a,30min,1,5436239.999999998
Q6R5N8,Tlr13,30min,1,420116.00000000093
Q6ZQI3,Mlec,30min,1,13846149.999999998
Q6ZQM8,Ugt1a7,30min,1,13284080.0
Q6ZWN5,Rps9,30min,1,21955249.999999993
Q6ZWQ7,Spcs3,30min,1,2292529.999999998
Q6ZWV3,Rpl10,30min,1,23592225.0
Q6ZWX6,Eif2s1,30min,1,131988.0
Q71KT5,Tm7sf2,30min,1,1298760.0
Q76MZ3,Ppp2r1a,30min,1,446400.0
Q78IK2,Atp5mk,30min,1,8620430.0
Q78IS1,Tmed3,30min,1,2002159.9999999963
Q7TMB8,Cyfip1,30min,1,421877.0
Q7TMK9,Syncrip,30min,1,516152.99999999994
Q7TMQ7,Wdr91,30min,1,248939.0
Q7TPR4,Actn1,30min,1,362382.0
Q7TQ95,Lnpk,30min,1,2809040.0
Q80SU7,Gvin1,30min,1,209623.99999999814
Q80SY3,Atp6v0d2,30min,1,965146.0000000001
Q80TY0,Fnbp1,30min,1,64657.90000000002
Q80UM7,Mogs,30min,1,1414750.0000000019
Q80UU9,Pgrmc2,30min,1,9205440.0
Q80V26,Bpnt2,30min,1,183498.0
Q80VA0,Galnt7,30min,1,6240360.0
Q80W54,Zmpste24,30min,1,13207740.0
Q80WQ6,Rhbdf2,30min,1,493171.99999999953
Q80WW9,Ddrgk1,30min,1,5068000.000000002
Q80XR2,Atp2c1,30min,1,320212.0
Q80ZS3,Mrps26,30min,1,795012.0
Q810Q5,Nmes1,30min,1,9651849.999999994
Q811U4,Mfn1,30min,1,60451.600000000035
Q8BFR4,Gns,30min,1,3415430.0
Q8BFR5,Tufm,30min,1,1452841.0
Q8BG51,Rhot1,30min,1,484639.99999999953
Q8BH24,Tm9sf4,30min,1,9771269.999999996
Q8BH43,Wasf2,30min,1,127198.0
Q8BIG7,Comtd1,30min,1,1639326.0
Q8BJS4,Sun2,30min,1,2646798.0
Q8BK08,Tmem11,30min,1,2249713.9999999995
Q8BK72,Mrps27,30min,1,484312.0
Q8BKE6,Cyp20a1,30min,1,85824.79999999981
Q8BLF1,Nceh1,30min,1,388615.0
Q8BMA6,Srp68,30min,1,1635950.000000001
Q8BMD8,Slc25a24,30min,1,5346089.999999999
Q8BMJ3,Eif1ax,30min,1,612112.4999999998
Q8BMK4,Ckap4,30min,1,9680540.000000007
Q8BMP6,Acbd3,30min,1,261368.0
Q8BN82,Slc17a5,30min,1,98990.19999999995
Q8BP67,Rpl24,30min,1,9501730.000000007
Q8BP92,Rcn2,30min,1,959550.9999999999
Q8BPU7,Elmo1,30min,1,82322.5
Q8BQ30,Ppp1r18,30min,1,235162.99999999988
Q8BRF7,Scfd1,30min,1,560801.0
Q8BRK9,Man2a2,30min,1,79805.80000000005
Q8BS95,Gpr89,30min,1,412172.0
Q8BSY0,Asph,30min,1,112593.0
Q8BTM8,Flna,30min,1,1570390.0
Q8BTY2,Slc4a7,30min,1,737463.3999999999
Q8BU14,Sec62,30min,1,14416285.0
Q8BUV8,Gpr107,30min,1,1881797.0000000007
Q8BVE3,Atp6v1h,30min,1,1015820.0
Q8BWH0,Slc38a7,30min,1,1228239.999999999
Q8BX10,Pgam5,30min,1,1525310.0
Q8BX17,Gemin5,30min,1,688431.9999999999
Q8BX90,Fndc3a,30min,1,553233.0
Q8BXN9,Tmem87a,30min,1,309392.00000000023
Q8BXQ2,Pigt,30min,1,4886180.0
Q8BZ00,Slc9a9,30min,1,393681.9999999999
Q8C079,Strip1,30min,1,507362.00000000047
Q8C0C7,Farsa,30min,1,307760.00000000093
Q8C0I1,Agps,30min,1,781226.0
Q8C0Z1,Fam234a,30min,1,248158.99999999988
Q8C129,Lnpep,30min,1,4476409.999999998
Q8C172,Cers6,30min,1,6013930.000000001
Q8C1E7,Tmem120a,30min,1,137284.0
Q8C3J5,Dock2,30min,1,359968.00000000186
Q8C3X2,Ccdc90b,30min,1,943630.0
Q8C407,Yipf4,30min,1,3564369.999999998
Q8C522,Endod1,30min,1,2439884.0
Q8C6B0,Tmt1a,30min,1,1404038.0
Q8C7X2,Emc1,30min,1,10241228.5
Q8C863,Itch,30min,1,934932.9999999999
Q8CAQ8,Immt,30min,1,995954.0
Q8CCS6,Pabpn1,30min,1,1032829.9999999998
Q8CE08,Acp3,30min,1,366909.0
Q8CG64,Fkrp,30min,1,1288888.9999999995
Q8CGC6,Rbm28,30min,1,151351.0
Q8CGP4,H2ac1,30min,1,19560300.0
Q8CHK3,Mboat7,30min,1,489108.99999999977
Q8CI59,Steap3,30min,1,391409.0
Q8CIF6,Sidt2,30min,1,5786065.000000002
Q8HWB2,H2-Q4,30min,1,4554859.999999998
Q8JZN7,Rhot2,30min,1,275828.9999999999
Q8JZR0,Acsl5,30min,1,1404467.0
Q8K0B2,Lmbrd1,30min,1,917286.0
Q8K124,Plekho2,30min,1,122673.99999999997
Q8K1T1,Lrrc25,30min,1,514176.0
Q8K2B3,Sdha,30min,1,550356.0
Q8K2Q9,Shtn1,30min,1,350430.0
Q8K358,Pigu,30min,1,2514058.0
Q8QZY9,Sf3b4,30min,1,2952729.9999999995
Q8R087,B4galt7,30min,1,293128.99999999977
Q8R0X7,Sgpl1,30min,1,1951419.9999999963
Q8R1Q8,Dync1li1,30min,1,439155.0
Q8R1V4,Tmed4,30min,1,8374512.5
Q8R2Y8,Ptrh2,30min,1,1183751.000000001
Q8R310,Tmcc3,30min,1,254316.0
Q8R420,Abca3,30min,1,458490.99999999965
Q8R502,Lrrc8c,30min,1,285999.0
Q8R5J9,Arl6ip5,30min,1,409854.99999999907
Q8VBT0,Tmx1,30min,1,1110588.0
Q8VBZ3,Clptm1,30min,1,2052830.0
Q8VCF1,Cant1,30min,1,755554.0
Q8VCH6,Dhcr24,30min,1,523565.0
Q8VCM8,Ncln,30min,1,1414639.9999999963
Q8VCS3,Fam20b,30min,1,294045.9999999999
Q8VCW4,Unc93b1,30min,1,1726362.9999999981
Q8VD31,Tapbpl,30min,1,562037.0
Q8VD58,Evi2b,30min,1,763313.0000000009
Q8VDD5,Myh9,30min,1,120086250.0
Q8VDL4,Adpgk,30min,1,842885.0
Q8VDM6,Hnrnpul1,30min,1,183977.99999999994
Q8VDN2,Atp1a1,30min,1,5898390.0
Q8VDP6,Cdipt,30min,1,4426919.999999999
Q8VDS8,Stx18,30min,1,223671.0
Q8VE22,Mrps23,30min,1,910168.0
Q8VE37,Rcc1,30min,1,189717.0
Q8VE97,Srsf4,30min,1,4571460.0
Q8VE99,Ccdc115,30min,1,2207771.0
Q8VEH3,Arl8a,30min,1,3978300.9999999995
Q8VEM8,Slc25a3,30min,1,18554599.999999996
Q8VHE0,Sec63,30min,1,3887470.0
Q8VI38,Gbgt1,30min,1,873453.9999999998
Q8VIJ6,Sfpq,30min,1,2193259.9999999995
Q91V01,Lpcat3,30min,1,373544.99999999977
Q91V04,Tram1,30min,1,849718.0
Q91V41,Rab14,30min,1,11408961.0
Q91V61,Sfxn3,30min,1,5642699.999999999
Q91VE0,Slc27a4,30min,1,1830135.999999999
Q91VR2,Atp5f1c,30min,1,515907.0
Q91VR5,Ddx1,30min,1,440633.00000000093
Q91VS7,Mgst1,30min,1,6751190.000000001
Q91VU0,Fam3c,30min,1,1829600.000000001
Q91VX9,Tmem168,30min,1,916440.0
Q91W53,Golga7,30min,1,677448.9999999995
Q91W98,Slc15a4,30min,1,167788.0
Q91WS0,Cisd1,30min,1,1242650.0000000002
