,protein_id,CCprofiler_count,SPADE_count
3583,Q91YJ3,1.0,1.0
3587,Q91YN0,2.0,2.0
3588,Q91YN5,1.0,1.0
3589,Q91YP2,1.0,1.0
3596,Q91YR9,1.0,1.0
3598,Q91YT8,1.0,1.0
3601,Q91YX5,1.0,1.0
3605,Q91Z53,1.0,1.0
3608,Q91Z96,1.0,1.0
3612,Q91ZJ5,1.0,1.0
3613,Q91ZN5,1.0,1.0
3619,Q91ZV0,1.0,1.0
3620,Q91ZW2,1.0,1.0
3628,Q920I9,1.0,1.0
3644,Q921I2,1.0,1.0
3648,Q921L5,1.0,1.0
3653,Q921R8,1.0,1.0
3655,Q921T2,1.0,1.0
3657,Q921W0,1.0,1.0
3659,Q921X9,1.0,1.0
3670,Q922H9,1.0,1.0
3674,Q922L6,1.0,1.0
3677,Q922Q1,1.0,1.0
3680,Q922Q9,1.0,1.0
3690,Q923D2,1.0,1.0
3703,Q924H7,1.0,1.0
3704,Q924K8,1.0,1.0
3705,Q924M7,1.0,1.0
3706,Q924N4,1.0,1.0
3711,Q925I1,1.0,1.0
3713,Q925Q3,1.0,1.0
3715,Q99020,1.0,1.0
3717,Q99J09,1.0,1.0
3720,Q99J27,1.0,1.0
3721,Q99J36,1.0,1.0
3724,Q99J56,1.0,1.0
3727,Q99J77,1.0,1.0
3733,Q99JF5,1.0,1.0
3734,Q99JG7,1.0,1.0
3742,Q99JR8,1.0,1.0
3743,Q99JT1,1.0,1.0
3745,Q99JT9,1.0,1.0
3746,Q99JV5,1.0,1.0
3747,Q99JW2,1.0,1.0
3748,Q99JW4,1.3333333333333333,1.3333333333333333
3749,Q99JX3,1.3333333333333333,1.3333333333333333
3753,Q99JY4,1.0,1.0
3759,Q99K51,1.0,1.0
3761,Q99K74,1.0,1.0
3762,Q99K85,1.0,1.0
3768,Q99KF1,1.0,1.0
3772,Q99KI3,1.0,1.0
3776,Q99KK7,1.0,1.0
3778,Q99KN1,1.0,1.0
3781,Q99KP3,1.0,1.0
3784,Q99KR3,1.0,1.0
3785,Q99KR8,1.0,1.0
3786,Q99KS6,1.0,1.0
3796,Q99L20,1.0,1.0
3800,Q99L47,1.0,1.0
3802,Q99LB2,1.0,1.0
3803,Q99LB6,1.5,1.5
3806,Q99LC8,1.1666666666666667,1.1666666666666667
3807,Q99LC9,1.0,1.0
3808,Q99LD4,1.1666666666666667,1.1666666666666667
3815,Q99LG4,1.0,1.0
3817,Q99LI2,1.0,1.0
3822,Q99LJ1,1.0,1.0
3828,Q99LQ7,1.0,1.0
3830,Q99LS3,1.0,1.0
3832,Q99LU0,1.0,1.0
3835,Q99LZ3,1.0,1.0
3842,Q99MD6,1.0,1.0
3845,Q99ME9,1.0,1.0
3846,Q99MI1,1.0,1.0
3847,Q99MK8,1.1666666666666667,1.1666666666666667
3855,Q99MZ7,1.0,1.0
3868,Q99N95,1.0,1.0
3875,Q99P30,1.0,1.0
3877,Q99P65,1.0,1.0
3881,Q99PG2,1.3333333333333333,1.3333333333333333
3898,Q9CPT3,1.0,1.0
3899,Q9CPU0,1.0,1.0
3900,Q9CPV4,1.0,1.0
3902,Q9CPW2,1.0,1.0
3906,Q9CPY1,1.0,1.0
3909,Q9CQ06,1.0,1.0
3910,Q9CQ10,1.0,1.0
3911,Q9CQ18,1.0,1.0
3923,Q9CQ69,1.0,1.0
3929,Q9CQA1,1.0,1.0
3930,Q9CQA5,1.0,1.0
3932,Q9CQB5,1.0,1.0
3938,Q9CQE5,1.0,1.0
3946,Q9CQI3,1.0,1.0
3947,Q9CQI6,1.0,1.0
3948,Q9CQI7,1.0,1.0
3950,Q9CQJ2,2.0,2.0
3951,Q9CQJ6,1.0,1.0
3952,Q9CQK7,1.0,1.0
3954,Q9CQL4,1.0,1.0
3955,Q9CQL5,1.0,1.0
3957,Q9CQM5,1.0,1.0
3963,Q9CQQ8,1.0,1.0
3964,Q9CQR4,1.0,1.0
3967,Q9CQT1,1.0,1.0
3968,Q9CQT2,1.0,1.0
3969,Q9CQT5,1.0,1.0
3975,Q9CQV8,1.0,1.0
3976,Q9CQW2,1.0,1.0
3979,Q9CQX6,1.0,1.0
3982,Q9CQY5,1.0,1.0
3987,Q9CR16,1.0,1.0
3988,Q9CR24,1.0,1.0
3990,Q9CR27,1.0,1.0
3992,Q9CR39,1.0,1.0
3996,Q9CR57,1.0,1.0
3998,Q9CR60,1.0,1.0
4000,Q9CR64,1.0,1.0
4004,Q9CR86,1.0,1.0
4005,Q9CR88,1.0,1.0
4007,Q9CR95,1.0,1.0
4013,Q9CRB6,1.0,1.0
4018,Q9CRD0,1.0,1.0
4019,Q9CRD2,1.0,1.0
4026,Q9CSU0,2.0,2.0
4028,Q9CTG6,1.0,1.0
4030,Q9CV28,1.0,1.0
4035,Q9CW79,1.0,1.0
4036,Q9CWD3,1.0,1.0
4051,Q9CWQ0,1.0,1.0
4058,Q9CWY8,1.0,1.0
4059,Q9CWZ3,1.0,1.0
4065,Q9CX86,1.0,1.0
4066,Q9CXD6,1.0,1.0
4068,Q9CXF0,1.0,1.0
4073,Q9CXJ1,1.0,1.0
4079,Q9CXU0,1.0,1.0
4085,Q9CXY9,1.0,1.0
4088,Q9CY27,1.0,1.0
4089,Q9CY34,1.0,1.0
4090,Q9CY45,1.0,1.0
4092,Q9CY52,1.0,1.0
4097,Q9CY73,1.0,1.0
4098,Q9CY94,1.0,1.0
4099,Q9CY97,1.0,1.0
4107,Q9CYN2,1.0,1.0
4111,Q9CYW4,1.0,1.0
4113,Q9CZ04,1.0,1.0
4115,Q9CZ15,1.0,1.0
4116,Q9CZ28,1.0,1.0
4123,Q9CZB6,1.0,1.0
4129,Q9CZL5,1.0,1.0
4130,Q9CZM2,1.0,1.0
4142,Q9CZX7,1.0,1.0
4152,Q9D0A3,1.0,1.0
4156,Q9D0C4,1.0,1.0
4167,Q9D0K1,1.0,1.0
4168,Q9D0K2,1.0,1.0
4169,Q9D0L4,1.0,1.0
4174,Q9D0M3,1.0,1.0
4176,Q9D0Q7,1.0,1.0
4178,Q9D0R8,1.0,1.0
4183,Q9D142,1.0,1.0
4184,Q9D154,1.0,1.0
4192,Q9D1D4,1.0,1.0
4193,Q9D1E6,1.0,1.0
4194,Q9D1F3,1.0,1.0
4200,Q9D1H8,1.0,1.0
4201,Q9D1I5,1.0,1.0
4205,Q9D1L0,1.0,1.0
4208,Q9D1M4,1.0,1.0
4210,Q9D1N9,1.0,1.0
4212,Q9D1P4,1.0,1.0
4213,Q9D1Q4,1.0,1.0
4219,Q9D273,1.0,1.0
4227,Q9D2Q2,1.0,1.0
4231,Q9D2V5,1.0,1.0
4233,Q9D2V8,1.0,1.0
4235,Q9D338,1.0,1.0
4243,Q9D3W4,2.0,2.0
4246,Q9D4H1,1.0,1.0
4247,Q9D4H2,1.0,1.0
4249,Q9D4V7,1.0,1.0
4252,Q9D5J6,1.0,1.0
4264,Q9D6L8,1.0,1.0
4266,Q9D6N1,1.0,1.0
4269,Q9D6S7,1.0,1.0
4270,Q9D6T0,1.0,1.0
4276,Q9D6Y9,1.0,1.0
4281,Q9D742,1.0,1.0
4285,Q9D786,1.0,1.0
4286,Q9D787,1.0,1.0
4287,Q9D7A6,1.0,1.0
4291,Q9D7E3,1.0,1.0
4294,Q9D7I5,1.0,1.0
4295,Q9D7J9,1.0,1.0
4296,Q9D7M1,1.0,1.0
4303,Q9D7W5,1.0,1.0
4305,Q9D7X8,1.0,1.0
4306,Q9D819,1.0,1.0
4307,Q9D820,1.0,1.0
4309,Q9D855,1.0,1.0
4310,Q9D868,1.0,1.0
4313,Q9D892,1.0,1.0
4315,Q9D8B3,1.0,1.0
4319,Q9D8L5,1.0,1.0
4324,Q9D8S4,1.0,1.0
4325,Q9D8T0,1.0,1.0
4326,Q9D8T2,1.0,1.0
4330,Q9D8V7,1.0,1.0
4333,Q9D8Y0,1.0,1.0
4335,Q9D8Z2,1.0,1.0
4338,Q9D920,1.0,1.0
4341,Q9D9B4,1.0,1.0
4344,Q9D9M5,1.0,1.0
4345,Q9D9V3,1.0,1.0
4348,Q9DAC7,1.0,1.0
4349,Q9DAI2,1.0,1.0
4353,Q9DAR7,1.0,1.0
4357,Q9DAV6,1.0,1.0
4362,Q9DB20,1.0,1.0
4364,Q9DB27,1.0,1.0
4365,Q9DB29,1.0,1.0
4366,Q9DB30,2.0,2.0
4367,Q9DB34,1.0,1.0
4372,Q9DB77,1.0,1.0
4375,Q9DBB4,1.0,1.0
4376,Q9DBB8,1.0,1.0
4381,Q9DBE0,1.0,1.0
4383,Q9DBF1,1.0,1.0
4392,Q9DBL1,1.3333333333333333,1.3333333333333333
4398,Q9DBP5,1.0,1.0
4421,Q9DC37,1.0,1.0
4423,Q9DC50,1.0,1.0
4429,Q9DC71,1.0,1.0
4430,Q9DCA2,1.0,1.0
4432,Q9DCC4,1.0,1.0
4439,Q9DCF9,1.0,1.0
4442,Q9DCH6,1.0,1.0
4448,Q9DCL8,1.0,1.0
4453,Q9DCS3,1.0,1.0
4454,Q9DCT1,1.0,1.0
4458,Q9DCU6,1.0,1.0
4462,Q9DCZ1,1.0,1.0
4464,Q9EP53,1.0,1.0
4467,Q9EP72,1.0,1.0
4469,Q9EP82,1.0,1.0
4470,Q9EP89,1.0,1.0
4473,Q9EPB4,1.0,1.0
4474,Q9EPB5,1.0,1.0
4479,Q9EPK7,1.0,1.0
4484,Q9EPS3,1.0,1.0
4487,Q9EPV8,1.0,1.0
4491,Q9EQ20,1.0,1.0
4496,Q9EQF6,1.0,1.0
4508,Q9EQU3,1.0,1.0
4524,Q9ERE7,1.0,1.0
4525,Q9ERE8,1.0,1.0
4533,Q9ERN0,1.0,1.0
4534,Q9ERR1,1.0,1.0
4540,Q9ES28,2.0,2.0
4545,Q9ES70,1.0,1.0
4549,Q9ESJ0,1.0,1.0
4557,Q9ESW4,1.0,1.0
4563,Q9ET22,1.0,1.0
4564,Q9ET26,1.0,1.0
4567,Q9JHE7,1.0,1.0
4576,Q9JHP7,1.0,1.0
4577,Q9JHQ5,1.0,1.0
4584,Q9JHW2,1.0,1.0
4590,Q9JI46,1.0,1.0
4591,Q9JI75,1.0,1.0
4593,Q9JI90,1.0,1.0
4599,Q9JIG7,1.6666666666666667,1.6666666666666667
4602,Q9JII5,1.0,1.0
4606,Q9JIM1,1.0,1.0
4608,Q9JIS8,1.0,1.0
4614,Q9JJ06,1.0,1.0
4617,Q9JJ78,1.0,1.0
4619,Q9JJA2,1.0,1.0
4627,Q9JJT9,1.0,1.0
4634,Q9JK38,1.0,1.0
4636,Q9JK81,1.0,1.0
4637,Q9JKB1,1.0,1.0
4643,Q9JKF7,1.6666666666666667,1.6666666666666667
4655,Q9JL35,1.3333333333333333,1.3333333333333333
4658,Q9JLC8,1.0,1.0
4667,Q9JLV1,1.0,1.0
4671,Q9JM13,1.0,1.0
4672,Q9JM14,1.0,1.0
4675,Q9JM90,1.0,1.0
4680,Q9JME7,1.0,1.0
4686,Q9QUK3,1.0,1.0
4688,Q9QUK6,1.0,1.0
4690,Q9QUN7,1.0,1.0
4691,Q9QUR6,1.0,1.0
4696,Q9QWR8,1.0,1.0
4699,Q9QWY8,2.0,2.0
4702,Q9QX60,1.0,1.0
4703,Q9QXA5,1.0,1.0
4708,Q9QXG4,1.0,1.0
4716,Q9QXT0,1.0,1.0
4717,Q9QXT1,1.0,1.0
4719,Q9QXX4,1.0,1.0
4727,Q9QY93,1.0,1.0
4731,Q9QYC7,1.0,1.0
4739,Q9QYR9,1.0,1.0
4741,Q9QYY8,1.0,1.0
4744,Q9QZ08,1.0,1.0
4746,Q9QZ23,1.0,1.0
4747,Q9QZ73,1.0,1.0
4757,Q9QZI9,1.0,1.0
4758,Q9QZK7,1.0,1.0
4765,Q9QZS3,1.0,1.0
4791,Q9R0P6,1.0,1.0
4792,Q9R0P9,1.0,1.0
4793,Q9R0Q3,1.0,1.0
4801,Q9R0Y5,1.0,1.0
4806,Q9R1A8,1.0,1.0
4816,Q9R1Q6,1.0,1.0
4818,Q9R1S3,1.0,1.0
4819,Q9R1S8,2.0,2.0
4822,Q9R1Z7,1.0,1.0
4823,Q9R207,1.0,1.0
4828,Q9WTK3,1.0,1.0
4832,Q9WTN0,1.0,1.0
4834,Q9WTP7,1.0,1.0
4836,Q9WTR6,1.0,1.0
4837,Q9WTS2,1.0,1.0
4842,Q9WTX8,1.1666666666666667,1.1666666666666667
4844,Q9WU00,1.0,1.0
4845,Q9WU20,1.0,1.0
4848,Q9WU56,1.0,1.0
4851,Q9WU81,1.0,1.0
4858,Q9WUD8,1.0,1.0
4869,Q9WUQ2,1.0,1.0
4871,Q9WUR9,1.0,1.0
4877,Q9WV03,1.0,1.0
4878,Q9WV32,1.0,1.0
4885,Q9WV84,1.0,1.0
4888,Q9WVA2,1.0,1.0
4890,Q9WVA4,1.0,1.0
4891,Q9WVB0,1.0,1.0
4892,Q9WVD4,1.0,1.0
4897,Q9WVJ3,1.0,1.0
4902,Q9WVL3,1.0,1.0
4904,Q9WVQ5,1.0,1.0
4907,Q9WVS8,1.0,1.0
4912,Q9Z0G0,1.0,1.0
4916,Q9Z0H8,1.3333333333333333,1.3333333333333333
4917,Q9Z0I7,1.0,1.0
4918,Q9Z0L8,1.0,1.0
4924,Q9Z0R4,1.0,1.0
4927,Q9Z0S1,1.0,1.0
4930,Q9Z0V7,1.0,1.0
4937,Q9Z127,1.0,1.0
4939,Q9Z130,1.0,1.0
4942,Q9Z183,2.0,2.0
4965,Q9Z1T6,1.0,1.0
4972,Q9Z222,1.0,1.0
4976,Q9Z277,1.0,1.0
4987,Q9Z2D8,1.0,1.0
4993,Q9Z2H7,1.0,1.0
4997,Q9Z2L6,1.0,1.0
4999,Q9Z2M7,1.0,1.0
5002,Q9Z2Q6,1.1666666666666667,1.1666666666666667
5003,Q9Z2R6,1.0,1.0
5012,Q9Z2Y8,1.0,1.0
5014,Q9Z329,1.0,1.0
