,protein_id,CCprofiler_count,SPADE_count,highest_count_group
739,P26955,1.0,2.1666666666666665,SPADE
740,P27005,0.0,2.0,SPADE
741,P27046,2.3333333333333335,1.1666666666666667,CCprofiler
742,P27048,1.0,1.6666666666666667,SPADE
743,P27546,1.0,2.3333333333333335,SPADE
744,P27601,0.0,2.0,SPADE
745,P27612,2.4,1.1666666666666667,CCprofiler
746,P27659,1.0,1.1666666666666667,SPADE
748,P27808,0.0,1.1666666666666667,SPADE
749,P27870,2.0,2.2,SPADE
750,P28033,1.0,4.0,SPADE
751,P28063,1.5,1.0,CCprofiler
753,P28078,0.0,2.2,SPADE
755,P28293,1.0,1.8,SPADE
758,P28574,1.0,1.5,SPADE
759,P28650,1.3333333333333333,1.0,CCprofiler
760,P28656,1.0,1.8333333333333333,SPADE
761,P28658,1.0,2.6666666666666665,SPADE
764,P28661,1.0,1.2,SPADE
765,P28667,0.0,2.2,SPADE
766,P28740,0.0,2.2,SPADE
767,P28741,1.0,2.0,SPADE
768,P28798,1.0,3.25,SPADE
769,P28867,0.0,1.5,SPADE
770,P29341,0.0,2.0,SPADE
771,P29351,2.0,1.8333333333333333,CCprofiler
772,P29387,1.3333333333333333,1.8,SPADE
773,P29391,1.0,2.6,SPADE
774,P29416,1.2,1.0,CCprofiler
775,P29452,1.6666666666666667,1.0,CCprofiler
777,P30115,1.0,0.0,CCprofiler
778,P30204,1.5,1.0,CCprofiler
780,P30416,1.1666666666666667,1.0,CCprofiler
781,P30678,1.0,2.25,SPADE
783,P30993,0.0,1.1666666666666667,SPADE
784,P30999,2.0,2.5,SPADE
785,P31230,1.5,2.8333333333333335,SPADE
786,P31266,0.0,2.1666666666666665,SPADE
787,P31324,0.0,3.5,SPADE
788,P31725,0.0,1.25,SPADE
789,P31750,2.0,1.5,CCprofiler
791,P31996,0.0,2.25,SPADE
792,P32037,0.0,1.2,SPADE
793,P32067,1.0,1.4,SPADE
795,P32507,1.0,1.5,SPADE
796,P32883,1.0,1.75,SPADE
797,P32921,0.0,1.25,SPADE
798,P33174,1.0,2.4,SPADE
799,P33609,1.1666666666666667,1.0,CCprofiler
801,P33611,1.0,1.5,SPADE
802,P34022,0.0,2.6666666666666665,SPADE
803,P34152,1.5,5.0,SPADE
804,P34884,0.0,1.0,SPADE
805,P34902,2.0,2.4,SPADE
806,P34960,1.6666666666666667,2.0,SPADE
807,P35123,2.5,3.0,SPADE
808,P35235,2.3333333333333335,1.0,CCprofiler
809,P35276,1.1666666666666667,2.3333333333333335,SPADE
810,P35278,0.0,2.6666666666666665,SPADE
811,P35279,1.0,2.3333333333333335,SPADE
812,P35282,0.0,2.6,SPADE
813,P35283,1.0,1.6666666666666667,SPADE
814,P35285,1.5,2.0,SPADE
815,P35290,1.0,1.5,SPADE
816,P35293,1.0,1.6666666666666667,SPADE
817,P35294,0.0,2.6666666666666665,SPADE
819,P35330,0.0,2.0,SPADE
820,P35441,2.0,1.1666666666666667,CCprofiler
821,P35456,0.0,1.8333333333333333,SPADE
822,P35486,3.0,2.0,CCprofiler
823,P35550,0.0,2.6666666666666665,SPADE
824,P35564,1.75,1.3333333333333333,CCprofiler
825,P35585,1.5,1.0,CCprofiler
826,P35601,1.0,1.6,SPADE
827,P35700,0.0,2.6,SPADE
829,P35821,1.0,2.6666666666666665,SPADE
830,P35831,1.0,3.1666666666666665,SPADE
831,P35951,1.3333333333333333,1.6666666666666667,SPADE
834,P35991,1.4,1.0,CCprofiler
836,P36423,1.25,1.1666666666666667,CCprofiler
837,P36536,1.0,2.0,SPADE
839,P36916,1.3333333333333333,2.0,SPADE
840,P36993,0.0,2.0,SPADE
841,P37040,2.0,1.8333333333333333,CCprofiler
843,P38060,0.0,1.0,SPADE
845,P38647,1.0,2.6666666666666665,SPADE
847,P39098,0.0,1.2,SPADE
848,P39428,0.0,1.8,SPADE
849,P39429,0.0,1.8333333333333333,SPADE
850,P39654,1.0,1.25,SPADE
851,P39749,1.1666666666666667,1.0,CCprofiler
852,P40124,1.0,2.0,SPADE
853,P40142,1.8333333333333333,1.0,CCprofiler
854,P40240,0.0,1.3333333333333333,SPADE
855,P40336,1.0,1.1666666666666667,SPADE
856,P40338,1.0,1.1666666666666667,SPADE
858,P41216,1.75,1.1666666666666667,CCprofiler
860,P41233,1.4,1.3333333333333333,CCprofiler
862,P41245,1.5,1.3333333333333333,CCprofiler
864,P42082,0.0,1.0,SPADE
865,P42125,1.0,1.8,SPADE
866,P42128,1.5,2.5,SPADE
867,P42208,2.3333333333333335,1.1666666666666667,CCprofiler
868,P42209,1.0,1.6,SPADE
869,P42225,1.75,2.1666666666666665,SPADE
870,P42227,1.4,1.3333333333333333,CCprofiler
871,P42228,1.0,1.75,SPADE
872,P42230,1.5,2.0,SPADE
873,P42232,1.3333333333333333,1.8333333333333333,SPADE
874,P42567,2.0,1.8333333333333333,CCprofiler
875,P42669,1.25,1.0,CCprofiler
876,P42859,2.3333333333333335,1.8333333333333333,CCprofiler
877,P42932,2.1666666666666665,1.8333333333333333,CCprofiler
878,P43247,0.0,1.5,SPADE
879,P43252,1.0,1.25,SPADE
880,P43274,0.0,2.6666666666666665,SPADE
881,P43276,1.0,2.2,SPADE
883,P43406,1.5,1.0,CCprofiler
884,P43883,0.0,1.1666666666666667,SPADE
886,P45481,0.0,1.4,SPADE
888,P45700,2.0,1.0,CCprofiler
889,P45952,1.5,1.0,CCprofiler
890,P46061,1.5,2.8333333333333335,SPADE
891,P46062,1.0,2.0,SPADE
892,P46414,0.0,1.0,SPADE
893,P46460,2.2,1.8333333333333333,CCprofiler
894,P46467,0.0,2.0,SPADE
895,P46471,1.6,1.6666666666666667,SPADE
896,P46638,0.0,2.3333333333333335,SPADE
898,P46662,1.0,1.2,SPADE
899,P46664,1.1666666666666667,1.0,CCprofiler
900,P46718,0.0,2.5,SPADE
903,P46935,2.0,1.1666666666666667,CCprofiler
904,P46978,1.75,1.0,CCprofiler
907,P47713,1.5,1.3333333333333333,CCprofiler
908,P47738,0.0,1.3333333333333333,SPADE
909,P47740,1.8,1.3333333333333333,CCprofiler
910,P47753,0.0,2.0,SPADE
911,P47754,0.0,2.25,SPADE
912,P47757,0.0,1.8333333333333333,SPADE
914,P47774,1.0,1.3333333333333333,SPADE
916,P47802,1.0,1.3333333333333333,SPADE
917,P47809,0.0,2.6666666666666665,SPADE
919,P47856,1.2,1.0,CCprofiler
920,P47911,1.3333333333333333,1.0,CCprofiler
921,P47915,0.0,1.3333333333333333,SPADE
923,P47941,1.0,0.0,CCprofiler
924,P47955,0.0,2.0,SPADE
925,P47962,1.6666666666666667,2.1666666666666665,SPADE
927,P47964,0.0,1.0,SPADE
929,P48025,1.0,1.4,SPADE
931,P48193,1.0,2.75,SPADE
932,P48377,0.0,3.0,SPADE
936,P48453,1.0,1.6666666666666667,SPADE
937,P48678,2.1666666666666665,2.3333333333333335,SPADE
938,P48722,1.0,1.1666666666666667,SPADE
939,P48725,1.0,1.2,SPADE
943,P48962,1.0,1.1666666666666667,SPADE
944,P48999,1.4,1.1666666666666667,CCprofiler
945,P49138,1.0,1.6666666666666667,SPADE
946,P49290,1.6,1.1666666666666667,CCprofiler
947,P49300,0.0,1.0,SPADE
948,P49312,1.0,1.1666666666666667,SPADE
950,P49443,0.0,1.0,SPADE
951,P49446,1.0,2.5,SPADE
952,P49586,1.0,1.5,SPADE
953,P49615,1.0,3.5,SPADE
954,P49710,1.3333333333333333,1.0,CCprofiler
955,P49717,1.1666666666666667,1.0,CCprofiler
956,P49718,2.25,2.1666666666666665,CCprofiler
957,P49722,2.0,1.0,CCprofiler
958,P49769,0.0,1.0,SPADE
959,P49935,1.2,1.0,CCprofiler
960,P49962,1.0,1.8333333333333333,SPADE
961,P50096,1.0,1.1666666666666667,SPADE
962,P50136,1.3333333333333333,3.1666666666666665,SPADE
963,P50171,1.0,1.2,SPADE
964,P50172,0.0,2.0,SPADE
965,P50247,2.1666666666666665,1.0,CCprofiler
966,P50295,1.0,2.2,SPADE
968,P50427,1.0,1.1666666666666667,SPADE
971,P50431,2.0,1.0,CCprofiler
972,P50516,1.3333333333333333,1.6666666666666667,SPADE
973,P50518,1.0,1.6666666666666667,SPADE
974,P50543,0.0,1.5,SPADE
975,P50544,2.0,1.5,CCprofiler
978,P51125,0.0,2.0,SPADE
979,P51150,1.0,2.0,SPADE
982,P51175,1.0,1.6666666666666667,SPADE
983,P51410,2.0,1.1666666666666667,CCprofiler
984,P51432,1.6,1.1666666666666667,CCprofiler
985,P51437,1.5,1.75,SPADE
987,P51660,1.3333333333333333,1.0,CCprofiler
989,P51682,0.0,1.0,SPADE
991,P51829,1.0,1.1666666666666667,SPADE
994,P51863,0.0,2.0,SPADE
995,P51881,1.0,1.1666666666666667,SPADE
996,P51908,1.3333333333333333,1.6666666666666667,SPADE
997,P51912,0.0,1.0,SPADE
998,P52019,1.0,1.1666666666666667,SPADE
1000,P52293,0.0,3.0,SPADE
1001,P52332,1.75,1.3333333333333333,CCprofiler
1002,P52431,1.2,2.1666666666666665,SPADE
1003,P52432,1.0,2.0,SPADE
1004,P52480,0.0,2.1666666666666665,SPADE
1005,P52503,0.0,2.0,SPADE
1006,P52624,1.0,1.1666666666666667,SPADE
1007,P52633,1.3333333333333333,1.5,SPADE
1008,P52825,1.3333333333333333,2.0,SPADE
1010,P52875,0.0,1.0,SPADE
1012,P53026,1.0,1.8,SPADE
1014,P53564,1.5,1.3333333333333333,CCprofiler
1015,P53612,1.0,1.1666666666666667,SPADE
1016,P53690,0.0,1.1666666666666667,SPADE
1017,P53702,1.0,1.3333333333333333,SPADE
1018,P53798,1.5,2.6,SPADE
1019,P53810,1.0,0.0,CCprofiler
1020,P53811,0.0,1.0,SPADE
1022,P53994,1.0,2.5,SPADE
1025,P54071,1.3333333333333333,1.0,CCprofiler
1026,P54103,1.25,1.8333333333333333,SPADE
1028,P54227,1.25,1.0,CCprofiler
1029,P54276,0.0,4.0,SPADE
1030,P54285,2.0,1.5,CCprofiler
1031,P54310,1.0,1.1666666666666667,SPADE
1032,P54726,0.0,1.0,SPADE
1034,P54729,1.6,1.5,CCprofiler
1035,P54731,1.5,1.0,CCprofiler
1036,P54751,0.0,1.3333333333333333,SPADE
1037,P54775,1.6,1.5,CCprofiler
1039,P54818,1.0,2.8333333333333335,SPADE
1040,P54822,1.4,1.0,CCprofiler
1041,P54823,1.0,1.1666666666666667,SPADE
1042,P54923,1.0,1.1666666666666667,SPADE
1043,P54987,2.0,1.8333333333333333,CCprofiler
1044,P55065,1.0,1.6,SPADE
1046,P55194,1.0,2.1666666666666665,SPADE
1047,P55258,0.0,1.8333333333333333,SPADE
1049,P55302,1.75,2.0,SPADE
1051,P55937,1.5,1.0,CCprofiler
1052,P56135,0.0,1.1666666666666667,SPADE
1053,P56183,0.0,3.0,SPADE
1054,P56212,1.3333333333333333,0.0,CCprofiler
1055,P56213,0.0,1.0,SPADE
1056,P56379,0.0,1.0,SPADE
1057,P56380,0.0,1.0,SPADE
1058,P56382,1.0,2.0,SPADE
1059,P56387,1.3333333333333333,1.2,CCprofiler
1061,P56395,0.0,1.1666666666666667,SPADE
1062,P56399,3.0,1.0,CCprofiler
1063,P56477,0.0,1.5,SPADE
1064,P56480,1.0,2.0,SPADE
1065,P56528,1.6666666666666667,2.0,SPADE
1067,P56546,1.0,2.25,SPADE
1068,P56695,1.0,1.6666666666666667,SPADE
1069,P56812,1.8333333333333333,1.0,CCprofiler
1070,P56873,1.0,1.3333333333333333,SPADE
1072,P56960,1.0,2.3333333333333335,SPADE
1073,P57080,1.0,1.3333333333333333,SPADE
1074,P57716,0.0,2.6,SPADE
1075,P57725,1.5,1.1666666666666667,CCprofiler
1076,P57746,1.0,1.3333333333333333,SPADE
1078,P57776,1.0,1.6666666666666667,SPADE
1079,P57780,2.8333333333333335,1.0,CCprofiler
1080,P57784,1.6,2.8333333333333335,SPADE
1081,P57787,0.0,1.0,SPADE
1083,P58044,1.4,1.0,CCprofiler
1085,P58059,0.0,1.1666666666666667,SPADE
1086,P58064,0.0,1.0,SPADE
1087,P58137,0.0,2.75,SPADE
1088,P58242,1.0,2.0,SPADE
1089,P58252,0.0,1.0,SPADE
1090,P58281,1.8333333333333333,2.5,SPADE
1092,P58404,0.0,3.0,SPADE
1093,P58466,2.0,4.0,SPADE
1094,P58501,0.0,1.0,SPADE
1095,P58681,1.25,1.1666666666666667,CCprofiler
1096,P58682,1.0,1.5,SPADE
1097,P58742,1.0,1.1666666666666667,SPADE
1098,P58771,1.0,1.2,SPADE
1100,P58802,1.0,1.5,SPADE
1102,P58929,0.0,1.0,SPADE
1103,P59016,1.3333333333333333,1.5,SPADE
1104,P59017,3.0,2.8,CCprofiler
1106,P59235,0.0,2.0,SPADE
1107,P59279,2.0,2.4,SPADE
1110,P59328,1.0,2.6666666666666665,SPADE
1111,P59438,1.0,1.4,SPADE
1112,P59470,0.0,1.0,SPADE
1113,P59481,1.0,1.6666666666666667,SPADE
1114,P59672,0.0,2.0,SPADE
1115,P59708,0.0,1.4,SPADE
1116,P59729,1.0,2.0,SPADE
1117,P59759,1.0,1.2,SPADE
1118,P59764,0.0,1.0,SPADE
1119,P59808,0.0,2.0,SPADE
1121,P59999,1.3333333333333333,1.2,CCprofiler
1122,P60060,1.4,1.1666666666666667,CCprofiler
1123,P60122,2.0,2.3333333333333335,SPADE
1124,P60229,1.8333333333333333,1.0,CCprofiler
1125,P60335,0.0,1.5,SPADE
1126,P60605,1.0,2.1666666666666665,SPADE
1128,P60710,0.0,3.8,SPADE
1129,P60762,0.0,2.0,SPADE
1130,P60766,1.0,2.0,SPADE
1132,P60867,0.0,3.0,SPADE
1133,P60898,1.0,1.1666666666666667,SPADE
1134,P61021,1.0,2.0,SPADE
1135,P61022,0.0,1.0,SPADE
1136,P61027,0.0,2.0,SPADE
1137,P61028,1.0,1.8333333333333333,SPADE
1139,P61087,1.1666666666666667,1.0,CCprofiler
1140,P61089,1.2,1.0,CCprofiler
1141,P61161,1.0,1.1666666666666667,SPADE
1142,P61164,1.6,1.6666666666666667,SPADE
1143,P61202,1.25,1.0,CCprofiler
1144,P61211,1.0,1.5,SPADE
1145,P61219,1.0,1.75,SPADE
1146,P61222,1.6,2.1666666666666665,SPADE
1147,P61226,1.0,1.5,SPADE
1148,P61255,0.0,3.0,SPADE
1149,P61290,1.3333333333333333,2.3333333333333335,SPADE
1150,P61327,1.6,1.1666666666666667,CCprofiler
1151,P61358,1.0,2.1666666666666665,SPADE
1154,P61600,1.5,1.3333333333333333,CCprofiler
1156,P61750,0.0,2.0,SPADE
1157,P61759,1.4,1.1666666666666667,CCprofiler
1158,P61804,0.0,1.0,SPADE
1159,P61924,1.25,2.0,SPADE
1160,P61957,0.0,1.0,SPADE
1162,P61963,0.0,3.5,SPADE
1163,P61965,1.3333333333333333,2.5,SPADE
1164,P61967,0.0,1.0,SPADE
1166,P61979,0.0,1.5,SPADE
1167,P61982,0.0,1.0,SPADE
1169,P62071,1.0,2.0,SPADE
1170,P62073,0.0,2.0,SPADE
1171,P62075,0.0,1.0,SPADE
1172,P62082,0.0,2.0,SPADE
1173,P62137,0.0,2.0,SPADE
1174,P62141,0.0,1.4,SPADE
1175,P62192,1.4,2.0,SPADE
1176,P62196,2.5,1.1666666666666667,CCprofiler
1178,P62245,1.0,1.8333333333333333,SPADE
1180,P62264,0.0,1.3333333333333333,SPADE
1181,P62267,0.0,1.3333333333333333,SPADE
1182,P62270,0.0,1.5,SPADE
1183,P62274,0.0,2.3333333333333335,SPADE
1185,P62301,1.0,1.1666666666666667,SPADE
1186,P62305,0.0,1.75,SPADE
1187,P62307,0.0,2.6666666666666665,SPADE
1188,P62309,1.0,3.25,SPADE
1189,P62311,0.0,1.0,SPADE
1191,P62315,1.0,3.0,SPADE
1192,P62317,1.0,3.0,SPADE
1193,P62320,0.0,2.0,SPADE
1195,P62331,1.0,2.0,SPADE
1196,P62334,1.4,1.1666666666666667,CCprofiler
1197,P62340,0.0,1.4,SPADE
1198,P62342,0.0,1.0,SPADE
1200,P62488,1.5,2.0,SPADE
1201,P62627,1.0,2.0,SPADE
1204,P62715,0.0,3.0,SPADE
1206,P62743,0.0,1.0,SPADE
1207,P62746,0.0,1.4,SPADE
1209,P62751,1.0,2.6,SPADE
1212,P62806,1.0,2.0,SPADE
1213,P62814,1.0,2.1666666666666665,SPADE
1214,P62821,1.0,2.1666666666666665,SPADE
1215,P62827,0.0,2.3333333333333335,SPADE
1216,P62830,1.0,1.6666666666666667,SPADE
1217,P62835,1.0,2.0,SPADE
1220,P62852,1.0,2.1666666666666665,SPADE
1221,P62855,2.0,1.3333333333333333,CCprofiler
1222,P62858,0.0,2.0,SPADE
1223,P62869,0.0,2.8,SPADE
1224,P62874,1.0,2.1666666666666665,SPADE
1225,P62876,0.0,1.1666666666666667,SPADE
1226,P62878,1.0,4.0,SPADE
1227,P62880,0.0,2.1666666666666665,SPADE
1228,P62889,1.0,1.6666666666666667,SPADE
1229,P62897,1.0,2.5,SPADE
1230,P62900,1.0,1.6666666666666667,SPADE
1231,P62908,1.5,1.8333333333333333,SPADE
1233,P62915,0.0,1.8,SPADE
1234,P62918,1.5,1.0,CCprofiler
1235,P62960,1.0,1.6666666666666667,SPADE
1237,P62983,0.0,2.0,SPADE
1238,P62996,1.0,1.5,SPADE
1239,P63001,0.0,1.0,SPADE
1240,P63002,1.0,1.5,SPADE
1242,P63017,1.0,2.3333333333333335,SPADE
1243,P63024,0.0,1.3333333333333333,SPADE
1244,P63028,1.2,1.0,CCprofiler
1245,P63030,1.0,1.5,SPADE
1246,P63037,0.0,2.1666666666666665,SPADE
1247,P63038,1.0,3.0,SPADE
1248,P63073,0.0,1.3333333333333333,SPADE
1249,P63101,0.0,1.0,SPADE
1250,P63139,0.0,1.75,SPADE
1251,P63154,1.8333333333333333,2.0,SPADE
1253,P63166,1.0,2.0,SPADE
1254,P63168,0.0,1.5,SPADE
1255,P63213,0.0,1.3333333333333333,SPADE
1256,P63254,1.0,0.0,CCprofiler
1257,P63271,1.0,1.1666666666666667,SPADE
1258,P63276,1.0,1.8333333333333333,SPADE
1260,P63321,0.0,1.0,SPADE
1261,P63323,0.0,2.5,SPADE
1262,P63325,1.0,1.6666666666666667,SPADE
1263,P63328,1.1666666666666667,2.0,SPADE
1264,P63330,0.0,3.0,SPADE
1265,P67778,1.0,1.1666666666666667,SPADE
1266,P67871,0.0,1.6666666666666667,SPADE
1267,P67984,0.0,2.0,SPADE
1268,P68037,1.0,0.0,CCprofiler
1269,P68040,1.5,1.0,CCprofiler
1270,P68134,0.0,2.0,SPADE
1271,P68181,1.0,4.166666666666667,SPADE
1272,P68254,0.0,1.4,SPADE
1273,P68368,1.0,2.6666666666666665,SPADE
1274,P68372,0.0,2.6,SPADE
1275,P68373,0.0,2.75,SPADE
1276,P68404,1.2,2.2,SPADE
1277,P68433,0.0,2.0,SPADE
1278,P68510,0.0,1.0,SPADE
1280,P70122,1.1666666666666667,1.0,CCprofiler
1282,P70168,2.25,2.5,SPADE
1284,P70191,0.0,1.1666666666666667,SPADE
1285,P70195,1.3333333333333333,1.0,CCprofiler
1288,P70206,3.0,2.1666666666666665,CCprofiler
1289,P70218,0.0,2.6,SPADE
1290,P70227,1.0,1.1666666666666667,SPADE
1291,P70248,2.8333333333333335,1.5,CCprofiler
1292,P70261,2.5,1.8333333333333333,CCprofiler
1294,P70268,1.0,2.1666666666666665,SPADE
1295,P70279,1.0,3.5,SPADE
1296,P70280,1.0,1.8333333333333333,SPADE
1297,P70288,1.0,1.6666666666666667,SPADE
1298,P70290,1.3333333333333333,1.0,CCprofiler
1299,P70295,0.0,1.1666666666666667,SPADE
1301,P70297,0.0,1.5,SPADE
1303,P70303,1.0,2.0,SPADE
1304,P70315,1.0,1.3333333333333333,SPADE
1306,P70333,0.0,3.25,SPADE
1307,P70335,1.5,1.1666666666666667,CCprofiler
1308,P70336,1.6666666666666667,1.1666666666666667,CCprofiler
1309,P70347,0.0,2.0,SPADE
1311,P70351,1.0,1.3333333333333333,SPADE
1312,P70353,0.0,1.5,SPADE
1313,P70362,0.0,1.0,SPADE
1314,P70372,0.0,1.0,SPADE
1315,P70375,1.0,0.0,CCprofiler
1316,P70380,1.0,0.0,CCprofiler
1319,P70398,2.0,1.1666666666666667,CCprofiler
1320,P70399,0.0,1.0,SPADE
1321,P70404,2.2,2.5,SPADE
1322,P70406,1.0,1.1666666666666667,SPADE
1323,P70419,0.0,1.1666666666666667,SPADE
1324,P70426,0.0,1.0,SPADE
1325,P70429,1.0,2.3333333333333335,SPADE
1328,P70452,1.0,1.5,SPADE
1329,P70460,1.0,1.4,SPADE
1330,P70670,0.0,1.0,SPADE
1331,P70671,1.0,1.8,SPADE
1332,P70677,1.4,1.0,CCprofiler
1334,P70698,0.0,3.0,SPADE
1335,P70699,1.0,2.6666666666666665,SPADE
1338,P80313,2.0,1.0,CCprofiler
1339,P80314,2.8333333333333335,2.0,CCprofiler
1340,P80315,2.3333333333333335,1.0,CCprofiler
1341,P80316,3.1666666666666665,1.6666666666666667,CCprofiler
1342,P80317,1.6666666666666667,1.3333333333333333,CCprofiler
1343,P80318,2.8333333333333335,1.0,CCprofiler
1344,P81117,1.25,1.6666666666666667,SPADE
1346,P83093,0.0,1.0,SPADE
1347,P83741,1.0,1.5,SPADE
1348,P83870,1.0,1.5,SPADE
1349,P83882,2.0,1.3333333333333333,CCprofiler
1350,P83887,1.0,1.6666666666666667,SPADE
1351,P83940,1.0,3.0,SPADE
1352,P84078,0.0,3.0,SPADE
1353,P84084,0.0,2.3333333333333335,SPADE
1354,P84089,0.0,4.333333333333333,SPADE
1355,P84091,2.0,2.1666666666666665,SPADE
1356,P84096,1.0,2.1666666666666665,SPADE
1357,P84099,0.0,1.8333333333333333,SPADE
1358,P85094,0.0,1.0,SPADE
1359,P97287,1.0,1.3333333333333333,SPADE
1360,P97298,0.0,1.0,SPADE
1361,P97300,0.0,2.0,SPADE
1362,P97302,0.0,2.5,SPADE
1363,P97304,1.0,2.0,SPADE
1365,P97311,1.5,1.1666666666666667,CCprofiler
1369,P97351,1.5,1.0,CCprofiler
1372,P97363,1.25,1.1666666666666667,CCprofiler
1374,P97366,0.0,1.2,SPADE
1375,P97369,1.0,1.8333333333333333,SPADE
1377,P97371,1.0,1.3333333333333333,SPADE
1378,P97372,1.0,1.1666666666666667,SPADE
1379,P97376,0.0,3.0,SPADE
1380,P97377,1.6666666666666667,3.0,SPADE
1381,P97379,1.0,1.6666666666666667,SPADE
1382,P97384,1.1666666666666667,1.0,CCprofiler
1383,P97386,1.0,3.25,SPADE
1384,P97390,1.75,2.3333333333333335,SPADE
1385,P97393,1.0,1.3333333333333333,SPADE
1386,P97412,0.0,1.3333333333333333,SPADE
1388,P97426,0.0,1.0,SPADE
1391,P97449,2.5,2.0,CCprofiler
1392,P97450,0.0,1.3333333333333333,SPADE
1393,P97452,1.0,1.8333333333333333,SPADE
1394,P97461,1.0,1.3333333333333333,SPADE
1395,P97465,0.0,3.0,SPADE
1396,P97468,0.0,1.5,SPADE
1397,P97470,1.0,2.5,SPADE
1398,P97478,1.0,2.25,SPADE
1399,P97480,1.0,2.1666666666666665,SPADE
1400,P97484,1.0,1.8333333333333333,SPADE
1401,P97492,3.0,2.0,CCprofiler
1402,P97493,1.0,0.0,CCprofiler
1404,P97496,1.3333333333333333,1.8333333333333333,SPADE
1405,P97499,1.3333333333333333,1.6,SPADE
1406,P97742,1.0,1.1666666666666667,SPADE
1407,P97760,1.0,1.3333333333333333,SPADE
1408,P97770,1.0,1.1666666666666667,SPADE
1409,P97789,1.6666666666666667,1.1666666666666667,CCprofiler
1411,P97801,1.0,1.1666666666666667,SPADE
1412,P97807,1.1666666666666667,1.0,CCprofiler
1413,P97808,1.0,1.3333333333333333,SPADE
1414,P97814,1.4,1.3333333333333333,CCprofiler
1415,P97820,0.0,1.6666666666666667,SPADE
1416,P97821,0.0,1.5,SPADE
1417,P97822,0.0,1.0,SPADE
1419,P97825,0.0,1.0,SPADE
1420,P97855,1.3333333333333333,1.5,SPADE
1421,P97864,1.0,1.1666666666666667,SPADE
1425,P98078,1.0,1.1666666666666667,SPADE
1426,P98083,0.0,3.0,SPADE
1427,P98086,0.0,1.6666666666666667,SPADE
1428,P98192,1.0,1.3333333333333333,SPADE
1430,P98197,0.0,1.0,SPADE
1431,P99024,0.0,2.3333333333333335,SPADE
1433,P99027,0.0,2.5,SPADE
1434,P99028,1.0,1.8333333333333333,SPADE
1435,P99029,0.0,1.0,SPADE
1436,Q00262,0.0,1.0,SPADE
1437,Q00420,1.0,2.0,SPADE
1438,Q00422,1.0,1.6666666666666667,SPADE
1439,Q00519,1.0,2.5,SPADE
1440,Q00558,0.0,2.0,SPADE
1443,Q00651,0.0,1.0,SPADE
1445,Q00941,1.0,1.1666666666666667,SPADE
1446,Q00993,1.1666666666666667,1.3333333333333333,SPADE
1447,Q00PI9,3.0,2.0,CCprofiler
1448,Q01237,1.0,1.6,SPADE
1449,Q01320,0.0,1.2,SPADE
1450,Q01405,2.1666666666666665,1.0,CCprofiler
1453,Q01730,1.5,2.2,SPADE
1455,Q01853,2.3333333333333335,1.1666666666666667,CCprofiler
1457,Q02053,2.8333333333333335,1.0,CCprofiler
1458,Q02105,0.0,2.0,SPADE
1459,Q02248,0.0,2.0,SPADE
1460,Q02614,0.0,2.0,SPADE
1461,Q02819,1.25,1.3333333333333333,SPADE
1462,Q03147,0.0,1.0,SPADE
1465,Q03265,1.5,1.3333333333333333,CCprofiler
1466,Q03267,0.0,2.5,SPADE
1467,Q03347,1.5,1.6666666666666667,SPADE
1468,Q03958,1.0,1.1666666666666667,SPADE
1469,Q03963,1.0,2.0,SPADE
1470,Q04207,1.0,1.1666666666666667,SPADE
1471,Q04447,1.1666666666666667,1.0,CCprofiler
1472,Q04519,1.0,2.5,SPADE
1473,Q04750,1.0,2.5,SPADE
1474,Q04863,0.0,2.0,SPADE
1475,Q04899,0.0,2.0,SPADE
1476,Q05117,0.0,1.0,SPADE
1477,Q05144,0.0,2.0,SPADE
1478,Q05186,0.0,1.25,SPADE
1479,Q05512,1.0,1.6666666666666667,SPADE
1480,Q05816,1.5,1.0,CCprofiler
1482,Q05915,0.0,1.0,SPADE
1483,Q05920,2.1666666666666665,2.0,CCprofiler
1484,Q05921,1.0,3.0,SPADE
1485,Q05CL8,1.0,2.0,SPADE
1486,Q05D44,2.0,1.6666666666666667,CCprofiler
1490,Q06335,1.0,1.6,SPADE
1491,Q06649,1.5,1.4,CCprofiler
1492,Q07076,1.1666666666666667,1.0,CCprofiler
1493,Q07113,2.2,1.0,CCprofiler
1494,Q07417,1.1666666666666667,1.3333333333333333,SPADE
1495,Q07797,1.25,1.0,CCprofiler
1496,Q07813,1.0,1.3333333333333333,SPADE
1498,Q08122,1.0,1.3333333333333333,SPADE
1499,Q08509,1.0,1.5,SPADE
1500,Q08639,0.0,2.0,SPADE
1502,Q08857,1.0,1.1666666666666667,SPADE
1503,Q08874,0.0,2.0,SPADE
1505,Q08943,1.0,1.3333333333333333,SPADE
1506,Q09014,1.25,2.0,SPADE
1507,Q09200,1.0,2.0,SPADE
1508,Q09324,2.0,1.0,CCprofiler
1510,Q09XV5,1.0,1.4,SPADE
1511,Q0GNC1,1.0,2.3333333333333335,SPADE
1512,Q0GUM3,1.0,1.6,SPADE
1513,Q0KL02,1.0,1.8333333333333333,SPADE
1515,Q0P678,0.0,1.5,SPADE
1516,Q0VBK2,1.0,0.0,CCprofiler
1518,Q0VGB7,1.0,1.3333333333333333,SPADE
1519,Q11011,1.8333333333333333,1.5,CCprofiler
1521,Q148V7,1.0,1.4,SPADE
1523,Q149F3,1.0,1.1666666666666667,SPADE
