peak_id,protein_id,genes,time,peak_apex,peak_height,peak_width,peak_area,peak_left,peak_right,snr,asymmetry,sharpness,peak_background_intensity
15,A0A494BB10,Asdurf,10min,29,1594979.9999999998,6,5701431.111111112,27.0,32.0,37.30223475753754,0.16666666666666666,265829.99999999994,64907408.000000015
16,A0AAA9WW07,Akap17a,10min,4,1345620.222222222,13,9742235.666666664,1.0,13.0,31.4703892361178,0.46153846153846156,103509.24786324785,11084213.33333333
17,A0AAA9WW07,Akap17a,10min,35,354205.8888888889,6,1273676.9999999998,33.0,38.0,8.283910280903582,0.16666666666666666,59034.31481481481,11084213.33333333
18,A1L314,Mpeg1,10min,3,236705204.88888884,12,1176328334.0,1.0,12.0,5535.889554161404,0.5833333333333334,19725433.740740735,1312638474.0000005
19,A1L3P4,Slc9a6,10min,3,5068389.999999999,11,20296128.777777776,1.0,11.0,118.53582717197438,0.5454545454545454,460762.7272727272,33551388.44444444
20,A1L3P4,Slc9a6,10min,38,3304643.111111111,7,13255259.666666668,34.0,40.0,77.28659489181426,-0.2857142857142857,472091.873015873,33551388.44444444
21,A2A432,Cul4b,10min,11,11125992.22222222,16,114653831.11111112,1.0,16.0,260.2066319225759,-0.3125,695374.5138888888,226370641.1111111
22,A2A432,Cul4b,10min,23,14324147.777777776,17,118428004.4444444,16.0,32.0,335.0027731434416,0.11764705882352941,842596.928104575,226370641.1111111
23,A2A5R2,Arfgef2,10min,5,37455784.44444444,14,257398606.77777773,1.0,14.0,875.9887047952888,0.35714285714285715,2675413.1746031744,267171050.44444436
24,A2A5R2,Arfgef2,10min,23,1942725.5555555555,9,7415840.0,19.0,27.0,45.43505545072721,0.0,215858.3950617284,267171050.44444436
25,A2A654,Bptf,10min,10,4113710.0,15,29556885.999999996,1.0,15.0,96.20846414652836,-0.26666666666666666,274247.3333333333,37739255.777777776
26,A2A654,Bptf,10min,24,375402.0,8,1956800.333333333,21.0,28.0,8.779629545479636,0.125,46925.25,37739255.777777776
27,A2A654,Bptf,10min,32,1367805.111111111,9,5774188.222222222,28.0,36.0,31.989233317801098,0.0,151978.34567901233,37739255.777777776
28,A2A6A1,Gpatch8,10min,4,318777.7777777777,6,1097401.7777777775,1.0,6.0,7.45534332853879,-0.16666666666666666,53129.62962962961,20494833.55555555
29,A2A6A1,Gpatch8,10min,11,3412882.6666666665,12,16577634.444444442,6.0,17.0,79.81802306733047,0.08333333333333333,284406.8888888889,20494833.55555555
30,A2A6A1,Gpatch8,10min,24,333331.44444444444,11,1877040.0,19.0,29.0,7.795713922892921,0.0,30302.858585858587,20494833.55555555
31,A2A8Z1,Osbpl9,10min,9,8985004.444444444,14,70083904.55555555,1.0,14.0,210.13476349809082,-0.21428571428571427,641786.0317460317,218900983.33333328
32,A2A8Z1,Osbpl9,10min,18,4535034.777777777,9,26075076.11111111,14.0,22.0,106.06210229235712,0.0,503892.75308641966,218900983.33333328
33,A2A8Z1,Osbpl9,10min,37,13587485.555555554,7,67360117.77777778,34.0,40.0,317.7742516884123,0.0,1941069.365079365,218900983.33333328
34,A2A9C3,Szt2,10min,6,1885404.8888888883,11,9186082.333333332,1.0,11.0,44.09448129653181,0.0,171400.44444444438,9186082.333333332
35,A2AAY5,Sh3pxd2b,10min,23,32224632.777777776,11,231693170.22222218,16.0,26.0,753.6463258800147,-0.36363636363636365,2929512.0707070706,597573773.5555556
36,A2AAY5,Sh3pxd2b,10min,29,53857316.111111104,8,283628001.1111111,26.0,33.0,1259.5758247674426,0.125,6732164.513888888,597573773.5555556
37,A2AAY5,Sh3pxd2b,10min,36,26906282.222222216,7,121049408.33333331,33.0,39.0,629.2646026319403,0.0,3843754.603174602,597573773.5555556
38,A2AB59,Arhgap27,10min,23,11495703.333333332,11,68442386.66666666,16.0,26.0,268.85316708861984,-0.36363636363636365,1045063.9393939393,94388699.99999999
39,A2AB59,Arhgap27,10min,28,6453813.333333332,7,28462673.333333332,26.0,32.0,150.93710268550444,0.2857142857142857,921973.3333333331,94388699.99999999
40,A2ABV5,Med14,10min,5,8499131.11111111,9,35599502.222222224,1.0,9.0,198.77151057803707,0.0,944347.9012345677,35599502.222222224
41,A2ADY9,Ddi2,10min,24,174176999.99999997,20,1458885208.9999998,14.0,33.0,4073.525275153053,-0.05,8708849.999999998,1628566598.111111
42,A2AF47,Dock11,10min,5,17114131.111111112,7,80643943.88888888,1.0,7.0,400.25287864295706,-0.2857142857142857,2444875.873015873,169614349.88888887
43,A2AF47,Dock11,10min,9,17298750.0,12,103233575.44444446,7.0,18.0,404.57061123772877,0.5833333333333334,1441562.5,169614349.88888887
44,A2AGH6,Med12,10min,5,7039895.555555555,9,29408818.888888888,1.0,9.0,164.6439683769568,0.0,782210.6172839506,32035957.777777776
45,A2AGT5,Ckap5,10min,7,54842811.111111104,11,335662602.22222215,6.0,16.0,1282.6238666503373,0.7272727272727273,4985710.1010101,497248147.77777773
46,A2AIV2,Virma,10min,10,15127696.666666664,11,60400289.99999999,4.0,14.0,353.79559141858715,-0.18181818181818182,1375245.1515151514,60400289.99999999
47,A2AIV8,Card9,10min,8,23921423.555555552,17,198791587.61111107,1.0,17.0,559.4568942581235,0.11764705882352941,1407142.562091503,203493840.49999997
48,A2AJ15,Man1b1,10min,6,20103724.44444444,14,129604587.88888888,1.0,14.0,470.17131796481,0.21428571428571427,1435980.3174603172,129604587.88888888
49,A2AJ72,Fubp3,10min,5,10823653.333333332,13,64065740.0,1.0,13.0,253.13574939761236,0.3076923076923077,832588.7179487179,187844009.22222224
50,A2AJ72,Fubp3,10min,33,17107841.111111112,13,113004946.44444445,25.0,37.0,400.10577268763166,-0.3076923076923077,1315987.7777777778,187844009.22222224
51,A2AJ88,Pnpla7,10min,5,14078351.111111108,14,110361122.2222222,1.0,14.0,329.25425907892645,0.35714285714285715,1005596.5079365077,113892291.88888887
52,A2AJI0,Map7d1,10min,4,3025027.555555555,7,13640492.888888888,1.0,7.0,70.74714919644966,0.0,432146.79365079355,112162923.44444443
53,A2AJI0,Map7d1,10min,20,12667484.444444442,19,93574567.44444443,11.0,29.0,296.25793334971075,0.0,666709.7076023391,112162923.44444443
54,A2AJQ3,Dpy19l4,10min,4,3820133.888888888,10,19765866.333333332,1.0,10.0,89.34251910905351,0.3,382013.3888888888,19765866.333333332
55,A2AJW4,Ppp1r3d,10min,31,21962187.777777776,12,102204489.66666664,25.0,36.0,513.6357097115879,-0.08333333333333333,1830182.3148148146,104328199.99999999
56,A2ALW5,Dnajc25,10min,5,9029240.0,14,50153455.55555555,1.0,14.0,211.1693125695296,0.35714285714285715,644945.7142857143,51946695.555555545
57,A2ALW5,Dnajc25,10min,20,597746.6666666666,7,1793240.0,17.0,23.0,13.979665253191603,0.0,85392.38095238095,51946695.555555545
58,A2AN08,Ubr4,10min,5,59774666.66666666,14,303077611.11111104,1.0,14.0,1397.9665253191602,0.35714285714285715,4269619.047619047,303077611.11111104
59,A2APV2,Fmnl2,10min,5,32853805.555555552,14,222726401.88888887,1.0,14.0,768.3609622138363,0.35714285714285715,2346700.3968253965,228431977.88888884
60,A2APY7,Ndufaf5,10min,32,22305515.555555552,12,101892289.99999997,26.0,37.0,521.6652106241074,-0.08333333333333333,1858792.9629629627,101892289.99999997
61,A2AQ19,Rtf1,10min,23,12092628.333333332,19,93627756.0,14.0,32.0,282.81361579809777,0.0,636454.1228070175,93627756.0
62,A2AR02,Ppig,10min,34,21844430.0,14,89427599.99999999,26.0,39.0,510.88167626214494,-0.21428571428571427,1560316.4285714286,89427599.99999999
63,A2AT37,Upf2,10min,19,5282049.999999999,14,34407702.55555556,15.0,28.0,123.53275219817877,0.35714285714285715,377289.2857142856,51574041.0
64,A2AWA9,Rabgap1,10min,4,22619773.33333333,7,103155084.44444442,1.0,7.0,529.0148434728256,0.0,3231396.19047619,192524178.88888878
65,A2AWA9,Rabgap1,10min,9,19222282.22222222,12,104223223.33333333,7.0,18.0,449.55678693712383,0.5833333333333334,1601856.8518518517,192524178.88888878
66,A2BE28,Las1l,10min,3,9338223.333333332,6,37350150.0,1.0,6.0,218.39559053926368,0.16666666666666666,1556370.5555555553,95658016.77777778
67,A2BE28,Las1l,10min,10,10815172.22222222,13,64411651.222222224,6.0,18.0,252.93739932571714,0.3076923076923077,831936.3247863246,95658016.77777778
68,A2BH40,Arid1a,10min,7,39064793.88888888,13,210394701.66666663,1.0,13.0,913.6190500182769,0.0,3004984.1452991446,210394701.66666663
69,A2RSX7,Tyw5,10min,34,10069014.444444444,9,36000650.0,30.0,38.0,235.4868027083118,0.0,1118779.3827160494,36000650.0
70,A2RSY6,Trmt1l,10min,3,1554503.4444444445,5,5092835.111111111,1.0,5.0,36.35559845017956,0.0,310900.6888888889,33025101.777777776
71,A2RSY6,Trmt1l,10min,10,5211535.11111111,13,29028501.44444444,5.0,17.0,121.88360114974242,0.15384615384615385,400887.31623931613,33025101.777777776
72,A2RT67,Dennd3,10min,4,989008.5555555552,13,7322405.222222222,1.0,13.0,23.130214370428742,0.46153846153846156,76077.58119658116,50533989.22222222
73,A2RT67,Dennd3,10min,19,9384551.111111112,14,43211583.99999999,14.0,27.0,219.47907098570298,0.21428571428571427,670325.0793650794,50533989.22222222
74,A2RTH5,Lcmt1,10min,37,36583092.222222224,11,137607051.1111111,30.0,40.0,855.5788124176977,-0.36363636363636365,3325735.656565657,137607051.1111111
75,A2RTL5,Rsrc2,10min,24,9624211.111111112,16,46598330.00000001,14.0,29.0,225.0840651436181,-0.3125,601513.1944444445,53292262.222222224
76,A2RTL5,Rsrc2,10min,39,1697326.6666666665,6,5528542.222222222,35.0,40.0,39.695844324210135,-0.5,282887.77777777775,53292262.222222224
77,A3KGF7,Plcb2,10min,23,23356731.11111111,15,126397449.66666666,13.0,27.0,546.2502771667026,-0.4,1557115.4074074072,416134813.99999994
78,A3KGF7,Plcb2,10min,32,65473311.111111104,12,292603858.99999994,27.0,38.0,1531.242286059987,0.08333333333333333,5456109.259259258,416134813.99999994
79,A3KMP2,Ttc38,10min,35,34125807.777777776,11,133888869.99999997,30.0,40.0,798.1096270907894,0.0,3102346.1616161615,133888869.99999997
80,A6H5Y3,Mtr,10min,7,339183.33333333326,7,1017549.9999999999,4.0,10.0,7.932573653490394,0.0,48454.761904761894,15469154.0
81,A6H5Y3,Mtr,10min,28,3458468.333333333,10,14145560.0,23.0,32.0,80.88414755765565,-0.1,345846.8333333333,15469154.0
82,A6H5Z3,Exoc6b,10min,4,11963444.444444444,13,69573633.33333333,1.0,13.0,279.7923567539562,0.46153846153846156,920264.9572649573,69573633.33333333
83,A6H611,Mipep,10min,36,33582973.33333333,9,127485979.99999999,32.0,40.0,785.4142090409429,0.0,3731441.481481481,127485979.99999999
84,A6H6A9,Rabgap1l,10min,10,16087351.111111112,17,107879066.66666667,1.0,17.0,376.23929314072853,-0.11764705882352941,946314.7712418301,116827799.0
85,A6H8H2,Dennd4c,10min,9,12371633.333333332,15,88172182.2222222,1.0,15.0,289.3387822632113,-0.13333333333333333,824775.5555555555,116279996.2222222
86,A6H8H2,Dennd4c,10min,21,3183749.222222222,14,21136834.77777778,15.0,28.0,74.45921635159118,0.07142857142857142,227410.65873015873,116279996.2222222
87,A6H8H2,Dennd4c,10min,35,1865435.555555555,9,7196799.999999998,31.0,39.0,43.62745302034558,0.0,207270.61728395056,116279996.2222222
88,A6X8Z5,Arhgap31,10min,12,5366185.777777777,14,38698148.44444444,3.0,16.0,125.50045871122262,-0.35714285714285715,383298.9841269841,87655357.99999999
89,A6X8Z5,Arhgap31,10min,19,5240015.0,13,48206732.0,16.0,28.0,122.54966812312261,0.46153846153846156,403078.07692307694,87655357.99999999
90,A6ZI47,Aldoart2,10min,31,31343425.44444444,13,146088485.99999997,25.0,37.0,733.0372882632022,0.0,2411032.726495726,146088485.99999997
91,A8C756,Thada,10min,5,8286288.888888887,13,49124861.1111111,1.0,13.0,193.7937111450352,0.3076923076923077,637406.8376068375,49124861.1111111
92,A9XX86,Mgl2,10min,5,528101416.66666657,14,3966797439.333333,1.0,14.0,12350.852687988658,0.35714285714285715,37721529.761904754,4107886273.222222
93,B1ART1,Vps13d,10min,4,4595627.777777778,11,19397708.77777778,1.0,11.0,107.479207403809,0.36363636363636365,417784.34343434346,19397708.77777778
94,B1AUN2,Eif2b3,10min,10,108389752.2222222,14,460804149.99999994,2.0,15.0,2534.940866157983,-0.21428571428571427,7742125.158730157,466010700.0
95,B1AUY3,Arhgap4,10min,17,35115544.44444444,19,280555649.99999994,7.0,25.0,821.2568699954921,-0.10526315789473684,1848186.549707602,280555649.99999994
96,B1AVH7,Tbc1d2,10min,8,44888255.55555555,9,150396667.77777776,5.0,13.0,1049.8139453721503,0.2222222222222222,4987583.950617284,347821576.66666657
97,B1AVH7,Tbc1d2,10min,20,34744691.111111104,16,187103020.0,13.0,28.0,812.5836213650293,0.0625,2171543.194444444,347821576.66666657
98,B1AVP0,Phactr2,10min,22,8394868.888888888,15,67219074.11111112,16.0,30.0,196.3331013881564,0.13333333333333333,559657.9259259258,84069931.0
99,B1AVZ0,Uprt,10min,4,12364734.444444444,7,54947462.222222224,1.0,7.0,289.17743605642534,0.0,1766390.6349206348,87880788.55555555
100,B1AY10,Nfx1,10min,20,2437155.444444444,12,11334003.999999998,15.0,26.0,56.998422882592514,0.08333333333333333,203096.287037037,11534417.333333334
101,B1AY13,Usp24,10min,9,19765180.0,18,134283998.66666666,1.0,18.0,462.2536861810092,0.05555555555555555,1098065.5555555555,134469990.66666666
102,B1AZA5,Tmem245,10min,4,9071892.222222222,8,34098901.11111111,1.0,8.0,212.1668317899988,0.125,1133986.5277777778,34098901.11111111
103,B1AZI6,Thoc2,10min,5,34027584.44444443,10,150147731.11111107,1.0,10.0,795.8124510517995,0.1,3402758.444444443,151796744.4444444
104,B1AZP2,Dlgap4,10min,9,6330462.11111111,16,45500137.88888888,1.0,16.0,148.0522538165766,-0.0625,395653.8819444444,123600748.66666661
105,B1AZP2,Dlgap4,10min,21,2468285.555555555,11,19672114.444444444,16.0,26.0,57.72647133003066,0.0,224389.5959595959,123600748.66666661
106,B1AZP2,Dlgap4,10min,32,9382359.444444444,12,53294440.777777776,26.0,37.0,219.42781387620298,-0.08333333333333333,781863.287037037,123600748.66666661
107,B2RQC6,Cad,10min,9,210228699.99999997,18,1757325882.2222219,1.0,18.0,4916.676271910577,0.05555555555555555,11679372.22222222,1899379767.7777772
108,B2RUP2,Unc13d,10min,9,38308525.55555555,15,275977553.33333325,1.0,15.0,895.9319950648031,-0.13333333333333333,2553901.7037037034,284010011.22222227
109,B2RWS6,Ep300,10min,10,3206098.444444444,13,21203334.666666664,1.0,13.0,74.98190374201721,-0.46153846153846156,246622.95726495722,70591065.0
110,B2RWS6,Ep300,10min,18,6562588.888888888,15,51201531.33333332,13.0,27.0,153.48106644004363,0.26666666666666666,437505.9259259259,70591065.0
111,B2RX12,Abcc3,10min,4,3563587.777777777,11,16163796.666666664,1.0,11.0,83.34260483878055,0.36363636363636365,323962.52525252517,16163796.666666664
112,B2RXC1,Trappc11,10min,5,32813137.222222216,7,151459561.11111107,1.0,7.0,767.4098407469853,-0.2857142857142857,4687591.031746031,307065934.3333334
113,B2RXC1,Trappc11,10min,9,36804946.66666666,11,183975432.6666667,7.0,17.0,860.7673831638319,0.5454545454545454,3345904.2424242417,307065934.3333334
114,B2RXC6,Polr3a,10min,10,4482167.444444444,12,20715311.999999996,4.0,15.0,104.82567946636246,-0.08333333333333333,373513.95370370365,20715311.999999996
115,B2RXQ2,Ppfia1,10min,10,49606664.44444443,17,214696869.99999997,3.0,19.0,1160.164668299952,0.11764705882352941,2918039.0849673194,214696869.99999997
116,B2RXR6,Ankrd44,10min,5,56753097.22222222,14,510486035.83333325,1.0,14.0,1327.3002519158142,0.35714285714285715,4053792.658730158,587610777.6111108
117,B2RXS4,Plxnb2,10min,7,6093648.888888888,15,42868331.999999985,1.0,15.0,142.51383803141178,0.13333333333333333,406243.2592592592,43307214.55555553
118,B2RY04,Dock5,10min,5,11403511.11111111,14,76670222.22222221,1.0,14.0,266.6970422994987,0.35714285714285715,814536.5079365078,76670222.22222221
119,B2RY56,Rbm25,10min,11,38382058.33333333,19,301889407.5555555,1.0,19.0,897.6517263084804,-0.10526315789473684,2020108.333333333,361715396.6666666
120,B2RY56,Rbm25,10min,34,9174255.555555554,14,53917945.555555545,27.0,40.0,214.56083114457633,-0.07142857142857142,655303.9682539682,361715396.6666666
121,B8ZXI1,Qtrt2,10min,29,21825886.666666664,13,95389379.22222221,22.0,34.0,510.4479982391056,-0.15384615384615385,1678914.3589743588,95996316.99999999
122,B9EJ54,Nup205,10min,5,35956042.22222222,14,194059358.88888887,1.0,14.0,840.9138220700355,0.35714285714285715,2568288.73015873,194059358.88888887
123,B9EJ80,Pdzd8,10min,5,6197255.555555554,13,36217867.77777777,1.0,13.0,144.93691556369802,0.3076923076923077,476711.9658119657,38814927.777777776
124,B9EJ80,Pdzd8,10min,29,865686.6666666665,7,2597059.9999999995,26.0,32.0,20.246051528213613,0.0,123669.52380952379,38814927.777777776
125,B9EJ86,Osbpl8,10min,4,58949988.88888888,13,423985198.6666666,1.0,13.0,1378.6795599239883,0.46153846153846156,4534614.529914529,706363776.2222222
126,B9EJ86,Osbpl8,10min,38,56909561.111111104,11,251977999.88888887,30.0,40.0,1330.959515802766,-0.5454545454545454,5173596.464646464,706363776.2222222
127,B9EJR8,Dnaaf5,10min,9,4494751.11111111,12,24159500.111111104,6.0,17.0,105.11997713035234,0.4166666666666667,374562.5925925925,32000298.999999993
128,B9EKI3,Tmf1,10min,6,51972811.1111111,12,258802199.99999997,1.0,12.0,1215.5023894191916,0.08333333333333333,4331067.592592591,258802199.99999997
129,D3YUE4,Fam151b,10min,38,4377071.555555556,7,12998846.111111112,34.0,40.0,102.36777308547656,-0.2857142857142857,625295.9365079366,12998846.111111112
130,D3YXK2,Safb,10min,3,8965397.777777776,7,29334245.555555552,1.0,7.0,209.67621700671612,0.2857142857142857,1280771.1111111108,202379868.5555555
131,D3YXK2,Safb,10min,20,14719634.444444442,16,133735489.22222222,12.0,27.0,344.2521282974096,-0.0625,919977.1527777776,202379868.5555555
132,D3YZP9,Ccdc6,10min,20,38072333.33333333,20,375381286.66666657,10.0,29.0,890.4081027769764,-0.05,1903616.6666666665,380986079.9999999
133,D3YZZ5,Tmed7,10min,3,108972347.77777778,12,602699221.3333333,1.0,12.0,2548.566188219722,0.5833333333333334,9081028.981481481,633400022.4444447
134,D3Z0M9,Ddx23,10min,9,78311233.33333333,15,344411970.00000006,1.0,15.0,1831.486294469084,-0.13333333333333333,5220748.888888889,344411970.00000006
135,D3Z286,Tmppe,10min,4,18187621.11111111,11,85214022.44444442,1.0,11.0,425.3588837275781,0.36363636363636365,1653420.1010101007,85214022.44444442
136,D3Z2H9,Tpm3-rs7,10min,18,2734091772.222222,20,13414682922.999998,8.0,27.0,63942.95422894657,-0.05,136704588.6111111,13621740494.666668
137,D3Z3L3,Trim12c,10min,23,4925960.0,14,24564440.0,15.0,28.0,115.20477769391445,-0.21428571428571427,351854.28571428574,24564440.0
138,D3Z5S8,Tent5a,10min,5,5213556.666666666,8,27654945.555555552,1.0,8.0,121.93087982402595,-0.125,651694.5833333333,45742697.111111104
139,D3Z5S8,Tent5a,10min,29,1470275.5555555555,9,5421180.0,25.0,33.0,34.38573770931439,0.0,163363.95061728393,45742697.111111104
140,D3Z6Q9,Bin2,10min,11,176282433.3333333,20,1670897023.333333,1.0,20.0,4122.7656220328545,-0.05,8814121.666666666,2397879909.9999995
141,D3Z7P3,Gls,10min,28,441765711.11111104,19,2819720343.3333325,19.0,37.0,10331.695860573285,0.0,23250826.90058479,2953023959.999999
142,D4AFX7,Dnajc13,10min,3,100248966.66666666,12,393471540.0,1.0,12.0,2344.5500813806793,0.5833333333333334,8354080.555555555,393592988.8888889
143,E0CYQ0,Kctd17,10min,14,2545382.222222222,8,10852437.555555554,9.0,16.0,59.529552220714955,-0.375,318172.77777777775,53430881.0
144,E0CYQ0,Kctd17,10min,22,6194099.888888888,13,44615069.222222224,16.0,28.0,144.86311312177617,0.0,476469.22222222213,53430881.0
145,E0CZ22,Mroh1,10min,5,84328044.44444445,14,581781618.3333334,1.0,14.0,1972.2031063152685,0.35714285714285715,6023431.746031746,588189411.6666667
146,E1U8D0,Mtcl2,10min,20,1219871.222222222,10,4804599.999999999,15.0,24.0,28.529462880598867,-0.1,121987.1222222222,4804599.999999999
147,E2JF22,Piezo1,10min,4,7123735.666666666,10,29377788.555555552,1.0,10.0,166.60476005256695,0.3,712373.5666666667,29377788.555555552
148,E9PUR0,Ankhd1,10min,4,858796.6666666665,7,3123119.9999999995,1.0,7.0,20.084913208310272,0.0,122685.23809523808,109368541.99999997
149,E9PUR0,Ankhd1,10min,25,9541349.999999998,11,63208596.66666665,22.0,32.0,223.14616960954422,0.36363636363636365,867395.4545454544,109368541.99999997
150,E9PVA8,Gcn1,10min,4,107631048.88888888,13,586382277.7777777,1.0,13.0,2517.1968631915975,0.46153846153846156,8279311.452991452,586382277.7777777
151,E9PVX6,Mki67,10min,32,2083540.0,9,9186852.0,28.0,36.0,48.72832148786805,0.0,231504.44444444444,20434247.555555556
152,E9PVZ8,Golgb1,10min,3,154032811.11111107,11,514902462.2222221,1.0,11.0,3602.407604126762,0.5454545454545454,14002982.828282826,514902462.2222221
153,E9PWG6,Ncapg,10min,6,22072920.0,15,151990913.33333328,1.0,15.0,516.2254345661675,0.26666666666666666,1471528.0,152567272.22222218
154,E9PWR4,Dip2c,10min,7,1933624.4444444445,8,6960420.0,3.0,10.0,45.22220526876813,-0.125,241703.05555555556,64196659.99999999
155,E9PWR4,Dip2c,10min,29,11534351.11111111,12,57236239.99999999,23.0,34.0,269.7570332684615,-0.08333333333333333,961195.9259259258,64196659.99999999
156,E9PX68,Slc4a1ap,10min,10,9236863.333333332,13,46898057.0,2.0,14.0,216.0250564165637,-0.3076923076923077,710527.9487179486,97661288.00000001
157,E9PX68,Slc4a1ap,10min,20,5636616.444444444,10,37693034.0,14.0,23.0,131.8250948907593,-0.3,563661.6444444444,97661288.00000001
158,E9PY16,Adap1,10min,34,69033744.44444443,15,352124910.0,26.0,40.0,1614.511117041292,-0.13333333333333333,4602249.629629629,352124910.0
159,E9PYD1,Fam98c,10min,3,6485244.444444444,7,18781340.0,1.0,7.0,151.67219070250587,0.2857142857142857,926463.492063492,30132961.0
160,E9PYD1,Fam98c,10min,22,1254294.0,11,9341903.666666666,19.0,29.0,29.334517826537514,0.36363636363636365,114026.72727272728,30132961.0
161,E9PYG6,Rasa1,10min,31,32315425.555555552,17,198818522.44444445,21.0,37.0,755.7697214780508,-0.23529411764705882,1900907.3856209149,200187118.0
162,E9PYK3,Parp4,10min,3,1949530.0,6,5079008.888888889,1.0,6.0,45.59419285938518,0.16666666666666666,324921.6666666667,91427602.88888887
163,E9PYK3,Parp4,10min,27,14106832.22222222,16,84334732.99999997,17.0,32.0,329.920354636753,-0.3125,881677.0138888888,91427602.88888887
164,E9PYP2,Nbeal1,10min,4,3451321.444444444,9,14042193.777777778,1.0,9.0,80.71700130684412,0.2222222222222222,383480.16049382713,14042193.777777778
165,E9PZJ8,Ascc3,10min,10,5451172.333333333,7,26566850.44444444,7.0,13.0,127.4880625975208,0.0,778738.9047619047,63692886.33333333
166,E9PZJ8,Ascc3,10min,17,3942460.222222222,9,22497468.999999996,13.0,21.0,92.20339862041341,0.0,438051.1358024691,63692886.33333333
167,E9PZM7,Scaf11,10min,14,5462624.444444444,11,38664094.88888889,13.0,23.0,127.7558962613511,0.7272727272727273,496602.2222222222,57049005.99999999
168,E9PZP8,Herc1,10min,4,940984.6666666664,8,3500281.433333333,1.0,8.0,22.00706650819647,0.125,117623.0833333333,3530589.1333333333
169,E9Q0F0,Krt78,10min,3,110283202.38888888,6,314288831.22222215,1.0,6.0,2579.223504572696,0.16666666666666666,18380533.73148148,829072369.8888885
170,E9Q0F0,Krt78,10min,21,92158280.2222222,10,348749207.33333325,15.0,24.0,2155.330978256945,-0.3,9215828.022222219,829072369.8888885
171,E9Q0F0,Krt78,10min,31,13170556.11111111,7,53109871.666666664,28.0,34.0,308.02340840887496,0.0,1881508.0158730156,829072369.8888885
172,E9Q137,Tex264,10min,9,86484733.33333331,11,541157013.3333333,7.0,17.0,2022.6421809320696,0.5454545454545454,7862248.484848483,943949761.1111112
173,E9Q2E4,Hectd4,10min,6,13038450.0,14,65197626.55555556,1.0,14.0,304.93380655206676,0.21428571428571427,931317.8571428572,65197626.55555556
174,E9Q2M9,Wdfy4,10min,4,146470122.2222222,13,910345603.3333333,1.0,13.0,3425.5369246627233,0.46153846153846156,11266932.478632478,916957228.888889
175,E9Q368,Tarbp1,10min,5,3216412.9999999995,11,14677202.555555552,1.0,11.0,75.22313308204215,0.18181818181818182,292401.18181818177,14677202.555555552
176,E9Q394,Akap13,10min,11,10597981.11111111,16,105730583.33333331,5.0,20.0,247.85789123538555,0.1875,662373.8194444444,129492069.99999997
177,E9Q3G8,Nup153,10min,10,8872630.0,11,49449788.88888889,5.0,15.0,207.50663154194433,0.0,806602.7272727273,202544994.44444442
