protein_id,genes,time,fraction,intensity
P21995,Emb,10min,1,4401098.849999999
P24063,Itgal,10min,1,522830.00000000093
P24369,Ppib,10min,1,472657.0
P24452,Capg,10min,1,762228.9999999999
P24668,M6pr,10min,1,6814429.999999993
P25444,Rps2,10min,1,4423033.0
P26041,Msn,10min,1,270250.0
P26151,Fcgr1,10min,1,295944.0
P26369,U2af2,10min,1,468846.0
P26955,Csf2rb,10min,1,350303.00000000047
P27005,S100a8,10min,1,14541670.0
P27046,Man2a1,10min,1,274632.0
P27659,Rpl3,10min,1,648272.0
P28656,Nap1l1,10min,1,118773.0
P28667,Marcksl1,10min,1,687231.9999999998
P28798,Grn,10min,1,1783421.0
P30355,Alox5ap,10min,1,8804650.0
P31725,S100a9,10min,1,2368078.0
P31996,Cd68,10min,1,18690300.0
P34960,Mmp12,10min,1,181778.00000000023
P35276,Rab3d,10min,1,407397.99999999994
P35278,Rab5c,10min,1,5840450.0
P35279,Rab6a,10min,1,4486159.999999998
P35293,Rab18,10min,1,2610380.0
P35456,Plaur,10min,1,337947.4999999993
P35564,Canx,10min,1,11129899.999999985
P35821,Ptpn1,10min,1,158642.00000000186
P35979,Rpl12,10min,1,2691890.000000015
P35980,Rpl18,10min,1,4003730.0
P36371,Tap2,10min,1,1111387.0000000037
P37040,Por,10min,1,8940680.0
P38647,Hspa9,10min,1,1220170.0000000037
P40124,Cap1,10min,1,210572.0
P40142,Tkt,10min,1,1045440.0
P41105,Rpl28,10min,1,1952496.0
P42082,Cd86,10min,1,449904.0
P43276,H1-5,10min,1,1117580.000000001
P46460,Nsf,10min,1,8693630.0
P46978,Stt3a,10min,1,729528.0
P47753,Capza1,10min,1,580827.9999999991
P47757,Capzb,10min,1,1963579.0
P47911,Rpl6,10min,1,2248064.9999999925
P47963,Rpl13,10min,1,1707860.000000015
P47964,Rpl36,10min,1,714328.9999999851
P48036,Anxa5,10min,1,452908.99999999994
P48410,Abcd1,10min,1,2125260.0
P48771,Cox7a2,10min,1,2128100.000000001
P49290,Epx,10min,1,54846.60000000056
P49300,Clec10a,10min,1,2393220.0
P50427,Sts,10min,1,403920.0
P50518,Atp6v1e1,10min,1,769374.9999999999
P50580,Pa2g4,10min,1,1963589.9999999998
P51150,Rab7a,10min,1,18828604.999999985
P51675,Ccr1,10min,1,196029.0
P51829,Adcy7,10min,1,496441.00000000047
P52875,Tmem165,10min,1,1083939.9999999995
P53026,Rpl10a,10min,1,16395390.0
P53994,Rab2a,10min,1,5290890.0
P54116,Stom,10min,1,3847510.0
P55258,Rab8a,10min,1,765031.0
P55302,Lrpap1,10min,1,1237520.0
P55772,Entpd1,10min,1,254847.0
P55937,Golga3,10min,1,953927.0
P56135,Atp5mf,10min,1,1077507.9999999963
P56382,Atp5f1e,10min,1,5898520.000000015
P56395,Cyb5a,10min,1,8603908.5
P56480,Atp5f1b,10min,1,7297316.00000003
P56528,Cd38,10min,1,1105819.999999999
P57776,Eef1d,10min,1,447170.0
P57787,Slc16a3,10min,1,188205.0
P58021,Tm9sf2,10min,1,5424118.0
P59017,Bcl2l13,10min,1,884442.0
P59999,Arpc4,10min,1,2827284.9999999995
P60335,Pcbp1,10min,1,627788.0
P61021,Rab5b,10min,1,1329880.0000000019
P61022,Chp1,10min,1,531580.9999999995
P61027,Rab10,10min,1,7871713.5
P61028,Rab8b,10min,1,7165780.5
P61164,Actr1a,10min,1,700213.0
P61620,Sec61a1,10min,1,1163236.0000000075
P61804,Dad1,10min,1,11187360.0
P62082,Rps7,10min,1,286823.00000000047
P62242,Rps8,10min,1,3352332.0
P62259,Ywhae,10min,1,1266459.9999999981
P62267,Rps23,10min,1,578720.0
P62270,Rps18,10min,1,1158734.0
P62281,Rps11,10min,1,3742430.000000015
P62317,Snrpd2,10min,1,605144.0
P62702,Rps4x,10min,1,1502110.0
P62717,Rpl18a,10min,1,1812729.9999999925
P62743,Ap2s1,10min,1,454357.0
P62746,Rhob,10min,1,249319.0
P62754,Rps6,10min,1,6274867.999999985
P62806,H4c1,10min,1,917034.0
P62814,Atp6v1b2,10min,1,1786440.0
P62821,Rab1a,10min,1,11494009.999999989
P62827,Ran,10min,1,235423.0
P62830,Rpl23,10min,1,389790.0
P62843,Rps15,10min,1,535430.9999999999
P62849,Rps24,10min,1,295668.0
P62852,Rps25,10min,1,918837.0
P62855,Rps26,10min,1,4103920.0
P62858,Rps28,10min,1,1000654.0
P62874,Gnb1,10min,1,8515039.999999993
P62880,Gnb2,10min,1,3347950.0
P62889,Rpl30,10min,1,1214145.0
P62900,Rpl31,10min,1,825556.0000000075
P62918,Rpl8,10min,1,3429090.0
P62962,Pfn1,10min,1,508938.0
P62983,Rps27a,10min,1,861201.0
P63017,Hspa8,10min,1,8719284.5
P63038,Hspd1,10min,1,545305.0000000037
P63213,Gng2,10min,1,1317080.0
P63276,Rps17,10min,1,775853.5
P63321,Rala,10min,1,1515105.0
P63325,Rps10,10min,1,148661.0
P63330,Ppp2ca,10min,1,2174505.0
P67778,Phb1,10min,1,7750630.0
P67984,Rpl22,10min,1,255651.99999999977
P68368,Tuba4a,10min,1,2281549.999999985
P68372,Tubb4b,10min,1,1607079.9999999963
P68373,Tuba1c,10min,1,4122720.0
P70227,Itpr3,10min,1,407403.0
P70248,Myo1f,10min,1,1446160.000000015
P70295,Aup1,10min,1,1168300.0000000005
P70302,Stim1,10min,1,780170.9999999995
P70452,Stx4,10min,1,1064479.9999999981
P70704,Atp8a1,10min,1,899880.0
P84096,Rhog,10min,1,6613810.0
P97425,Ear2,10min,1,671298.9999999999
P97449,Anpep,10min,1,11353820.0
P97450,Atp5pf,10min,1,6300140.0
P97797,Sirpa,10min,1,1727982.9999999981
P97808,Fxyd5,10min,1,400405.00000000093
P98195,Atp9b,10min,1,1330080.0
P99024,Tubb5,10min,1,1638492.5
P99027,Rplp2,10min,1,2911410.0
P99028,Uqcrh,10min,1,1334500.0
P99029,Prdx5,10min,1,2088484.0
Q01705,Notch1,10min,1,36563.19999999972
Q01853,Vcp,10min,1,1371940.999999999
Q01965,Ly9,10min,1,563165.0
Q03265,Atp5f1a,10min,1,27918000.0
Q05144,Rac2,10min,1,13083220.0
Q05816,Fabp5,10min,1,331716.0
Q06185,Atp5me,10min,1,14253170.000000007
Q07797,Lgals3bp,10min,1,139241.0
Q07813,Bax,10min,1,384318.99999999814
Q08857,Cd36,10min,1,37299300.0
Q09200,B4galnt1,10min,1,5308870.000000004
Q18PI6,Cd84,10min,1,5067079.999999996
Q3TAS6,Emc10,10min,1,1769650.0
Q3TBT3,Sting1,10min,1,5511099.999999996
Q3TDN2,Faf2,10min,1,869508.0
Q3TDQ1,Stt3b,10min,1,9479720.000000007
Q3THE2,Myl12b,10min,1,55119400.00000012
Q3TWL2,Pip4p1,10min,1,2052750.0
Q3TYS2,Cybc1,10min,1,5004338.999999998
Q3TZZ7,Esyt2,10min,1,538961.0000000009
Q3U2S8,Hvcn1,10min,1,563296.9999999995
Q3U4G3,Xxylt1,10min,1,235896.0
Q3U7R1,Esyt1,10min,1,5508450.0
Q3UDF0,Slc2a6,10min,1,168864.0
Q3UDR8,Yipf3,10min,1,322191.99999999907
Q3UDW8,Hgsnat,10min,1,2953868.0
Q3UN02,Lclat1,10min,1,100863.0
Q3URD3,Slmap,10min,1,1652779.0
Q3UUQ7,Pgap1,10min,1,4454679.999999994
Q3UVK0,Ermp1,10min,1,1057780.0000000005
Q3UZ39,Lrrfip1,10min,1,737140.0000000037
Q4PJX1,Odr4,10min,1,812041.0000000019
Q501J6,Ddx17,10min,1,192807.0
Q5SUA5,Myo1g,10min,1,3783530.0
Q5SUC9,Sco1,10min,1,746397.9999999995
Q5Y5T1,Zdhhc20,10min,1,1031829.9999999995
Q60631,Grb2,10min,1,986459.0
Q60648,Gm2a,10min,1,1114350.0
Q60710,Samhd1,10min,1,141678.0
Q60738,Slc30a1,10min,1,1120590.0
Q60770,Stxbp3,10min,1,554923.9999999972
Q60930,Vdac2,10min,1,3090690.000000001
Q60932,Vdac1,10min,1,1335130.0000000005
Q61072,Adam9,10min,1,114766.0
Q61093,Cybb,10min,1,3617970.0
Q61206,Pafah1b2,10min,1,87490.5
Q61207,Psap,10min,1,2151150.0
Q61263,Soat1,10min,1,679868.0
Q61334,Bcap29,10min,1,7010900.000000007
Q61335,Bcap31,10min,1,27892800.0
Q61462,Cyba,10min,1,16202220.0
Q61543,Glg1,10min,1,2596730.0
Q61739,Itga6,10min,1,359209.0
Q61830,Mrc1,10min,1,20128349.999999993
Q61878,Prg2,10min,1,149224.00000000023
Q62086,Pon2,10min,1,151874.00000000186
Q62186,Ssr4,10min,1,3810990.0
Q62192,Cd180,10min,1,1640596.0000000037
Q62351,Tfrc,10min,1,1049010.0
Q62465,Vat1,10min,1,1995770.0000000075
Q64133,Maoa,10min,1,466788.0
Q64310,Surf4,10min,1,3736620.0
Q64324,Stxbp2,10min,1,1783876.999999999
Q64433,Hspe1,10min,1,601488.9999999999
Q64444,Ca4,10min,1,249770.0
Q64455,Ptprj,10min,1,425030.00000000093
Q64518,Atp2a3,10min,1,3616350.0
Q64704,Stx3,10min,1,2554908.0
Q68FD5,Cltc,10min,1,3133390.0
Q69ZN7,Myof,10min,1,34791200.000000015
Q69ZZ6,Tmcc1,10min,1,215527.99999999953
Q6GQT9,Nomo1,10min,1,2685060.0
Q6IRU2,Tpm4,10min,1,1078860.0
Q6IRU5,Cltb,10min,1,757723.9999999925
Q6P9J9,Ano6,10min,1,1458410.0
Q6PB93,Galnt2,10min,1,4368970.0
Q6PD26,Pigs,10min,1,2294760.0
Q6PDL0,Dync1li2,10min,1,158821.00000000186
Q6PHN9,Rab35,10min,1,1631700.0
Q6PHZ2,Camk2d,10min,1,271389.99999999953
Q6PIC6,Atp1a3,10min,1,3188480.0
Q6QD59,Bnip1,10min,1,237354.0
Q6QLQ4,Clec7a,10min,1,218727.99999999814
Q6R0H7,Gnas,10min,1,223063.0
Q6R5N8,Tlr13,10min,1,1293133.0
Q6ZQI3,Mlec,10min,1,7089277.999999994
Q6ZQM8,Ugt1a7,10min,1,9537790.0
Q6ZWN5,Rps9,10min,1,1223087.0
Q6ZWQ7,Spcs3,10min,1,706000.9999999981
Q6ZWU9,Rps27,10min,1,670601.0000000005
Q6ZWV3,Rpl10,10min,1,1032140.0
Q71KT5,Tm7sf2,10min,1,448180.0
Q76MZ3,Ppp2r1a,10min,1,194453.0
Q78IK4,Apool,10min,1,108807.0
Q78IS1,Tmed3,10min,1,535575.0
Q792Z1,Try10,10min,1,2473869.9999999995
Q7TMK9,Syncrip,10min,1,2017320.0
Q7TPR4,Actn1,10min,1,80630.80000000002
Q80SU7,Gvin1,10min,1,128125.0
Q80SZ7,Gng5,10min,1,297136.99999999994
Q80UU9,Pgrmc2,10min,1,5143469.999999998
Q80VA0,Galnt7,10min,1,726261.0
Q80W54,Zmpste24,10min,1,6309730.999999999
Q80WW9,Ddrgk1,10min,1,2964079.999999999
Q80X50,Ubap2l,10min,1,306264.0
Q80XN0,Bdh1,10min,1,41883.09999999986
Q80XR2,Atp2c1,10min,1,608976.9999999998
Q810Q5,Nmes1,10min,1,2443220.0000000075
Q8BFR4,Gns,10min,1,2563380.0
Q8BGA9,Oxa1l,10min,1,1077282.0
Q8BGT0,Ostm1,10min,1,1144260.0
Q8BH24,Tm9sf4,10min,1,5739990.0
Q8BH43,Wasf2,10min,1,48902.70000000001
Q8BIG7,Comtd1,10min,1,833286.0
Q8BJS4,Sun2,10min,1,1176553.5
Q8BK08,Tmem11,10min,1,727661.0
Q8BKE6,Cyp20a1,10min,1,107178.0
Q8BLF1,Nceh1,10min,1,190239.99999999255
Q8BMD8,Slc25a24,10min,1,3660420.0
Q8BMK4,Ckap4,10min,1,2887430.0
Q8BP67,Rpl24,10min,1,496482.99999999814
Q8BSY0,Asph,10min,1,141627.0
Q8BTM8,Flna,10min,1,802537.9999999963
Q8BU14,Sec62,10min,1,8911819.999999996
Q8BVE3,Atp6v1h,10min,1,501207.0
Q8BVI5,Stx16,10min,1,100128.0
Q8BWC0,Tpcn2,10min,1,403544.00000000047
Q8BWH0,Slc38a7,10min,1,718718.0000000005
Q8BX17,Gemin5,10min,1,848716.9999999998
Q8BXQ2,Pigt,10min,1,3197600.0
Q8BXV2,Bri3bp,10min,1,508330.0
Q8C0I1,Agps,10min,1,318591.0
Q8C0Z1,Fam234a,10min,1,125783.00000000023
Q8C129,Lnpep,10min,1,2428440.0
Q8C172,Cers6,10min,1,723045.0
Q8C1E7,Tmem120a,10min,1,610849.9999999998
Q8C407,Yipf4,10min,1,3106188.0
Q8C522,Endod1,10min,1,600734.0
Q8C6B0,Tmt1a,10min,1,877810.0000000019
Q8C7X2,Emc1,10min,1,5250272.0
Q8CE08,Acp3,10min,1,1030429.9999999991
Q8CG64,Fkrp,10min,1,463597.0
Q8CGP4,H2ac1,10min,1,1125170.0
Q8CHK3,Mboat7,10min,1,245186.00000000023
Q8CI59,Steap3,10min,1,1457356.0000000002
Q8CIE6,Copa,10min,1,97345.30000000075
Q8CIF6,Sidt2,10min,1,2091480.0
Q8JZR0,Acsl5,10min,1,443008.99999999814
Q8K021,Scamp1,10min,1,349371.0
Q8K1Z0,Coq9,10min,1,240702.99999999997
Q8K2B3,Sdha,10min,1,1050241.0
Q8K358,Pigu,10min,1,718920.0
Q8QZY6,Tspan14,10min,1,195279.0
Q8R0X7,Sgpl1,10min,1,1122600.0
Q8R1V4,Tmed4,10min,1,3415170.0
Q8R502,Lrrc8c,10min,1,298986.0
Q8VBT0,Tmx1,10min,1,457008.0
Q8VBZ3,Clptm1,10min,1,1600933.999999999
Q8VCF0,Mavs,10min,1,110523.0
Q8VCF1,Cant1,10min,1,522407.0
Q8VCH6,Dhcr24,10min,1,298475.40000000084
Q8VCM8,Ncln,10min,1,2192170.0000000037
Q8VCW4,Unc93b1,10min,1,1180700.0
Q8VD58,Evi2b,10min,1,565443.0
Q8VDD5,Myh9,10min,1,121286500.00000012
Q8VDL4,Adpgk,10min,1,96775.30000000075
Q8VDN2,Atp1a1,10min,1,10560368.499999996
Q8VE99,Ccdc115,10min,1,313581.0
Q8VEH3,Arl8a,10min,1,1713185.0
Q8VEK0,Tmem30a,10min,1,509951.99999999994
Q8VEM8,Slc25a3,10min,1,10899210.0
Q8VHE0,Sec63,10min,1,2608563.0
Q8VI38,Gbgt1,10min,1,275983.9999999999
Q8VIJ6,Sfpq,10min,1,1737019.9999999998
Q91V41,Rab14,10min,1,3672842.0
Q91V61,Sfxn3,10min,1,3392460.0
Q91VE0,Slc27a4,10min,1,210378.99999999907
Q91VR2,Atp5f1c,10min,1,2754870.0
Q91VS7,Mgst1,10min,1,4843790.000000004
Q91VU0,Fam3c,10min,1,2082360.0
Q91VX9,Tmem168,10min,1,1483232.0
Q91XB0,Trex1,10min,1,237059.0
Q91XV3,Basp1,10min,1,2769559.9999999995
Q91YQ5,Rpn1,10min,1,19429700.0
Q91YT8,Tmem63a,10min,1,1552169.0000000005
Q91YX5,Lpgat1,10min,1,208012.00000000047
Q91ZX7,Lrp1,10min,1,758670.9999999963
Q921L3,Tmco1,10min,1,4979239.999999996
Q921T2,Tor1aip1,10min,1,351184.0
Q921V5,Mgat2,10min,1,1370160.0
Q922F4,Tubb6,10min,1,3067514.0
Q922Q1,Mtarc2,10min,1,4156260.0
Q922Q4,Pycr2,10min,1,207929.0000000007
Q99104,Myo5a,10min,1,615432.0
Q99J56,Derl1,10min,1,915834.0
Q99JB2,Stoml2,10min,1,113042.0
Q99JI6,Rap1b,10min,1,6650619.0
Q99JR1,Sfxn1,10min,1,7764817.000000007
Q99JX3,Gorasp2,10min,1,645107.0
Q99JY9,Actr3,10min,1,1325110.000000015
Q99K23,Ufsp2,10min,1,179575.0
Q99KF1,Tmed9,10min,1,17259035.0
Q99KI3,Emc3,10min,1,234987.0
Q99KN2,Ciao1,10min,1,17269.599999999977
Q99L04,Dhrs1,10min,1,142611.0
Q99LR1,Abhd12,10min,1,507468.0
Q99P91,Gpnmb,10min,1,2509826.5000000075
Q99PL5,Rrbp1,10min,1,977569.0000000149
Q9BCZ4,Selenos,10min,1,245578.0
Q9CPQ8,Atp5mg,10min,1,3061361.0
Q9CPR4,Rpl17,10min,1,601151.0
Q9CQ88,Tspan31,10min,1,518873.00000000093
Q9CQ92,Fis1,10min,1,1401730.0
Q9CQB5,Cisd2,10min,1,5238670.000000001
Q9CQD1,Rab5a,10min,1,1365474.0
Q9CQQ7,Atp5pb,10min,1,8047500.0
Q9CQS8,Sec61b,10min,1,7362790.000000015
Q9CQU3,Rer1,10min,1,1508310.0
Q9CQV6,Map1lc3b,10min,1,106096.99999999988
Q9CQV8,Ywhab,10min,1,701163.0
Q9CQW2,Arl8b,10min,1,2594560.0
Q9CQW9,Ifitm3,10min,1,506083.0
Q9CQX2,Cyb5b,10min,1,656471.9999999998
Q9CQY5,Magt1,10min,1,9428350.000000015
Q9CQZ0,Ormdl2,10min,1,655321.0
Q9CR57,Rpl14,10min,1,3595230.0
Q9CR62,Slc25a11,10min,1,372049.0
Q9CR67,Tmem33,10min,1,1136110.000000001
Q9CRA9,Fgfr1op2,10min,1,135321.0
Q9CRD2,Emc2,10min,1,10668229.999999993
Q9CRG1,Tm7sf3,10min,1,254780.99999999977
Q9CWZ7,Napg,10min,1,787052.0
Q9CXD6,Mcur1,10min,1,242566.0
Q9CXE7,Tmed5,10min,1,3369880.000000015
Q9CXJ4,Abcb8,10min,1,413916.0
Q9CXR1,Dhrs7,10min,1,269308.99999999814
Q9CXT7,Tmem192,10min,1,1074582.0
Q9CXY9,Pigk,10min,1,1289755.0
Q9CY50,Ssr1,10min,1,4284099.999999998
Q9CYL5,Glipr2,10min,1,1640960.0000000005
Q9CYN2,Spcs2,10min,1,2001517.0
Q9CZ13,Uqcrc1,10min,1,9431529.999999998
Q9CZE3,Rab32,10min,1,2188765.0
Q9CZM2,Rpl15,10min,1,3311110.0
Q9CZW5,Tomm70,10min,1,246237.99999999997
Q9CZX7,Pip4p2,10min,1,2146535.000000001
Q9CZX9,Emc4,10min,1,1553213.0000000005
Q9D0E1,Hnrnpm,10min,1,2293197.9999999995
Q9D0F3,Lman1,10min,1,20336310.0
Q9D0L7,Armc10,10min,1,521686.99999999977
Q9D0M3,Cyc1,10min,1,2270350.0
Q9D162,Ccdc167,10min,1,147744.0
Q9D1D4,Tmed10,10min,1,16126754.999999985
Q9D1G1,Rab1b,10min,1,2428241.5
Q9D1M7,Fkbp11,10min,1,2978554.000000002
Q9D1R9,Rpl34,10min,1,1593370.0000000005
Q9D2G2,Dlst,10min,1,616503.0
Q9D2V8,Mfsd10,10min,1,180462.0
Q9D517,Agpat3,10min,1,398906.00000000023
Q9D659,Vsir,10min,1,1481080.0000000037
Q9D6U8,Fam162a,10min,1,468996.0
Q9D855,Uqcrb,10min,1,4967880.0
Q9D8E6,Rpl4,10min,1,647378.0000000149
Q9D8T0,Fam3a,10min,1,1151870.0
Q9D8V0,Hm13,10min,1,3727149.999999998
Q9D8V7,Sec11c,10min,1,4105090.000000002
Q9DAS9,Gng12,10min,1,4262544.0
Q9DB05,Napa,10min,1,3807300.0
Q9DB20,Atp5po,10min,1,6967910.000000015
Q9DB77,Uqcrc2,10min,1,6353760.0
Q9DBG6,Rpn2,10min,1,4196239.999999993
Q9DBH5,Lman2,10min,1,4616140.000000007
Q9DBJ1,Pgam1,10min,1,775150.0
Q9DC37,Mfsd1,10min,1,907354.9999999991
Q9DC51,Gnai3,10min,1,1093687.9999999981
Q9DCD0,Pgd,10min,1,593677.9999999999
Q9DCF9,Ssr3,10min,1,2781545.0000000037
Q9DCI3,Stard3nl,10min,1,148415.0
Q9DCN2,Cyb5r3,10min,1,18743899.999999985
Q9DCX2,Atp5pd,10min,1,5428251.0
Q9EP69,Sacm1l,10min,1,1103000.0000000075
Q9EP72,Emc7,10min,1,1771158.999999999
Q9EP73,Cd274,10min,1,286408.0
Q9EP89,Lactb,10min,1,2059388.0000000075
Q9EPE9,Atp13a1,10min,1,4349300.0
Q9EQK5,Mvp,10min,1,575947.0
Q9EQQ2,Yipf5,10min,1,1018362.0
Q9EQU5,Set,10min,1,283750.0
Q9ER00,Stx12,10min,1,1016160.0
Q9ERI6,Rdh14,10min,1,131115.0
Q9ERN0,Scamp2,10min,1,1117700.0
Q9ES97,Rtn3,10min,1,249279.0
Q9ET30,Tm9sf3,10min,1,1340240.0000000037
Q9JHF5,Tcirg1,10min,1,1082745.0
Q9JHJ0,Tmod3,10min,1,2728099.9999999925
Q9JI99,Sgpp1,10min,1,1527250.000000001
Q9JII5,Dazap1,10min,1,690642.9999999999
Q9JIK5,Ddx21,10min,1,2539810.0
Q9JIS8,Slc12a4,10min,1,1022142.0
Q9JIW9,Ralb,10min,1,4322910.0
Q9JJ00,Plscr1,10min,1,1088370.0
Q9JJ28,Flii,10min,1,436212.0
Q9JJR8,Tmem9b,10min,1,233137.99999999977
Q9JJX6,P2rx4,10min,1,2803617.9999999963
Q9JKF1,Iqgap1,10min,1,566074.0000000019
Q9JKF4,Clec6a,10min,1,490443.0
Q9JKN1,Slc30a7,10min,1,348391.0
Q9JL26,Fmnl1,10min,1,208157.0
Q9JLJ5,Elovl1,10min,1,984535.0
Q9JM76,Arpc3,10min,1,1911780.0
Q9QUI0,Rhoa,10min,1,1957710.0
Q9QUM9,Psma6,10min,1,194264.00000000017
Q9QXH4,Itgax,10min,1,13413950.0
Q9QXS1,Plec,10min,1,573169.9999999851
Q9QXW9,Slc7a8,10min,1,84340.70000000007
Q9QY76,Vapb,10min,1,9022239.999999996
Q9QYF1,Rdh11,10min,1,189037.99999999814
Q9QZ15,Clec4a,10min,1,681386.9999999991
Q9QZW0,Atp11c,10min,1,100818.0
Q9R0A0,Pex14,10min,1,270140.00000000047
Q9R0P6,Sec11a,10min,1,4275300.0
Q9R0Q3,Tmed2,10min,1,733666.0
Q9R0Q9,Mpdu1,10min,1,1484607.0
Q9R111,Gda,10min,1,150413.0
Q9R112,Sqor,10min,1,465051.0
Q9R1P4,Psma1,10min,1,145196.0
Q9R1Q9,Atp6ap1,10min,1,728793.0
Q9R233,Tapbp,10min,1,8944410.0
Q9WTI7,Myo1c,10min,1,4166890.0
Q9WTK3,Gpaa1,10min,1,868785.0
Q9WTR1,Trpv2,10min,1,1352572.0
Q9WU81,Slc37a2,10min,1,876617.0
Q9WUD1,Stub1,10min,1,126401.0
Q9WUH1,Tmem115,10min,1,78391.20000000007
Q9WUL5,Pdcd1lg2,10min,1,802508.9999999991
Q9WUQ2,Preb,10min,1,225570.99999999814
Q9WV02,Rbmx,10min,1,467780.99999999994
Q9WV54,Asah1,10min,1,736154.9999999991
Q9WV55,Vapa,10min,1,7130610.0
Q9WVD4,Clcn5,10min,1,1903812.999999999
Q9Z0M6,Adgre5,10min,1,5547619.999999996
Q9Z0P5,Twf2,10min,1,2181680.0
Q9Z127,Slc7a5,10min,1,419606.0
Q9Z1A1,Tfg,10min,1,290679.0
Q9Z1M0,P2rx7,10min,1,2205952.000000002
Q9Z1Q2,Abhd16a,10min,1,638504.0000000009
Q9Z204,Hnrnpc,10min,1,1677979.9999999998
Q9Z2H7,Gipc2,10min,1,1112719.9999999998
Q9Z329,Itpr2,10min,1,1263200.0000000019
A0A140LIF8,Irgm2,10min,2,905872.2222222221
