peak_id,protein_id,genes,time,peak_apex,peak_height,peak_width,peak_area,peak_left,peak_right,snr,asymmetry,sharpness,peak_background_intensity
31,A2A6A1,Gpatch8,10min,12,1178266.6666666665,11,6403618.333333332,7.0,17.0,23.70444609792534,0.0,107115.1515151515,6729828.999999999
32,A2A6A1,Gpatch8,10min,25,75208.0,3,175485.3333333333,24.0,26.0,1.513039477876629,0.0,25069.333333333332,6729828.999999999
33,A2A9C3,Szt2,10min,6,2120309.111111111,11,11512827.22222222,1.0,11.0,42.65651779614688,0.0,192755.37373737374,11512827.22222222
34,A2AAY5,Sh3pxd2b,10min,29,47972143.88888888,14,355157576.11111104,19.0,32.0,965.1067378771799,-0.5,3426581.7063492057,754671451.6666666
35,A2AAY5,Sh3pxd2b,10min,36,87921135.55555555,9,428675402.2222222,32.0,40.0,1768.8031730041762,0.0,9769015.061728396,754671451.6666666
36,A2AB59,Arhgap27,10min,28,13755195.555555554,9,83859434.44444443,25.0,33.0,276.72792656989554,0.2222222222222222,1528355.0617283948,141086759.99999994
37,A2AB59,Arhgap27,10min,34,3928457.7777777775,6,12757582.22222222,33.0,38.0,79.03297129227303,0.5,654742.9629629629,141086759.99999994
38,A2ABV5,Med14,10min,6,7267807.777777777,10,33139718.888888884,1.0,10.0,146.2142336639266,-0.1,726780.7777777778,33139718.888888884
39,A2ADY9,Ddi2,10min,27,158999733.3333333,20,1377287153.3333335,17.0,36.0,3198.7670660726235,-0.05,7949986.666666666,1525499052.2222226
40,A2AF47,Dock11,10min,5,25776117.77777777,14,206829540.88888884,1.0,14.0,518.5656284461144,0.35714285714285715,1841151.2698412691,211084702.99999997
41,A2AGH6,Med12,10min,5,7502070.0,10,36849525.88888889,1.0,10.0,150.92713641891714,0.1,750207.0,40636020.777777776
42,A2AGT5,Ckap5,10min,8,51796966.66666666,17,457156444.44444436,1.0,17.0,1042.0547734406775,0.11764705882352941,3046880.392156862,491541128.8888887
43,A2AIV2,Virma,10min,11,16393202.22222222,14,89049608.99999999,3.0,16.0,329.7995177512645,-0.21428571428571427,1170943.0158730156,92862433.44444442
44,A2AIV8,Card9,10min,8,48348644.44444443,17,386879836.6666666,1.0,17.0,972.6812007534435,0.11764705882352941,2844037.9084967314,395585602.2222222
45,A2AJ15,Man1b1,10min,7,9461687.777777776,13,38262569.99999999,3.0,15.0,190.3508554292172,0.3076923076923077,727822.1367521366,38262569.99999999
46,A2AJ72,Fubp3,10min,8,20997800.0,14,130216003.33333333,1.0,14.0,422.4351179204058,-0.07142857142857142,1499842.857142857,291409455.3333334
47,A2AJ72,Fubp3,10min,34,20953015.555555552,16,139770107.2222222,24.0,39.0,421.53414152907476,-0.3125,1309563.472222222,291409455.3333334
48,A2AJ88,Pnpla7,10min,5,18824172.22222222,14,147076187.7777778,1.0,14.0,378.70593169039,0.35714285714285715,1344583.73015873,156061620.0
49,A2AJI0,Map7d1,10min,22,7556558.888888888,15,52687390.0,13.0,27.0,152.02334746022288,-0.26666666666666666,503770.5925925925,56435200.0
50,A2AJI0,Map7d1,10min,36,1249270.0,7,3747810.0,33.0,39.0,25.13289581596288,0.0,178467.14285714287,56435200.0
51,A2AJQ3,Dpy19l4,10min,3,2183246.4444444445,8,7238928.333333334,1.0,8.0,43.92269519702995,0.375,272905.80555555556,7238928.333333334
52,A2AJW4,Ppp1r3d,10min,31,19997202.22222222,14,98725447.66666666,25.0,38.0,402.30502618477385,0.07142857142857142,1428371.5873015872,105088032.99999999
53,A2ALW5,Dnajc25,10min,7,7408965.777777776,12,44584417.555555545,1.0,12.0,149.0540595683265,-0.08333333333333333,617413.8148148147,47591297.555555545
54,A2ALW5,Dnajc25,10min,23,538306.6666666666,7,1769582.222222222,20.0,26.0,10.829688834576665,0.0,76900.95238095238,47591297.555555545
