protein_id,genes,time,fraction,intensity
A1L314,Mpeg1,10min,1,2046144.0
A2AJI0,Map7d1,10min,1,171763.0
A9XX86,Mgl2,10min,1,2426251.0000000075
B9EJ86,Osbpl8,10min,1,644952.0
D3YZZ5,Tmed7,10min,1,5875530.0
D3Z286,Tmppe,10min,1,752242.9999999995
D3Z2H9,Tpm3-rs7,10min,1,12692455.0
E9PVZ8,Golgb1,10min,1,1286599.999999985
E9Q0F0,Krt78,10min,1,10648621.499999996
E9Q5C9,Nolc1,10min,1,114225.0
E9Q616,Ahnak,10min,1,400564.00000000186
E9Q634,Myo1e,10min,1,6432840.0
E9Q7G0,Numa1,10min,1,649204.9999999851
E9QAM5,Helz2,10min,1,89328.99999999988
F6ZDS4,Tpr,10min,1,553014.0
G5E829,Atp2b1,10min,1,2702199.0
O08547,Sec22b,10min,1,8630230.000000004
O08553,Dpysl2,10min,1,391798.0
O08585,Clta,10min,1,15521950.00000003
O08756,Hsd17b10,10min,1,798774.9999999999
O08912,Galnt1,10min,1,4673690.0
O08992,Sdcbp,10min,1,168411.99999999907
O09005,Degs1,10min,1,762336.9999999981
O09043,Napsa,10min,1,524259.0
O09044,Snap23,10min,1,284958.0
O09106,Hdac1,10min,1,385638.99999999907
O09117,Sypl1,10min,1,1838730.0
O09159,Man2b1,10min,1,676011.9999999999
O09167,Rpl21,10min,1,12457905.0
O35114,Scarb2,10min,1,261258.99999999255
O35129,Phb2,10min,1,9328390.0
O35143,Atp5if1,10min,1,268770.99999999994
O35166,Gosr2,10min,1,1150450.0
O35286,Dhx15,10min,1,454267.0
O35593,Psmd14,10min,1,183962.0
O35604,Npc1,10min,1,9276049.999999993
O35609,Scamp3,10min,1,577776.5000000037
O54734,Ddost,10min,1,9187234.000000015
O54941,Smarce1,10min,1,693675.0
O55013,Trappc3,10min,1,787102.0000000019
O55022,Pgrmc1,10min,1,8088335.0
O55106,Strn,10min,1,1369238.0
O55142,Rpl35a,10min,1,30535895.000000004
O55143,Atp2a2,10min,1,5276420.000000015
O70145,Ncf2,10min,1,704789.9999999998
O70251,Eef1b,10min,1,767361.0
O70252,Hmox2,10min,1,892205.0
O70370,Ctss,10min,1,782570.0
O70378,Emc8,10min,1,3168859.5
O70404,Vamp8,10min,1,7918084.999999993
O70439,Stx7,10min,1,11596680.0
O70496,Clcn7,10min,1,9025069.999999998
O70503,Hsd17b12,10min,1,13710339.999999993
O88307,Sorl1,10min,1,130503.0
O88325,Naglu,10min,1,210835.00000000093
O88384,Vti1b,10min,1,2217306.999999998
O88455,Dhcr7,10min,1,5494350.0
O88783,F5,10min,1,1178960.0000000005
O88844,Idh1,10min,1,658364.0000000009
O88855,Ltb4r,10min,1,1342551.0
O88983,Stx8,10min,1,1260077.0
O89079,Cope,10min,1,127950.99999999907
O89086,Rbm3,10min,1,743727.0
P00405,Mtco2,10min,1,3142680.0
P01887,B2m,10min,1,48768199.999999985
P01897,H2-L,10min,1,1524350.0000000075
P01901,H2-K1,10min,1,6294382.5
P01910,H2-Aa,10min,1,439278.99999999977
P03930,Mtatp8,10min,1,3723999.9999999963
P04104,Krt1,10min,1,121877900.0
P04230,H2-Eb1,10min,1,2007480.0
P04441,Cd74,10min,1,3050924.0
P05064,Aldoa,10min,1,1716430.0
P05555,Itgam,10min,1,12575601.0
P06745,Gpi,10min,1,539220.0
P06800,Ptprc,10min,1,4307070.0
P07901,Hsp90aa1,10min,1,3452466.0
P08113,Hsp90b1,10min,1,1157749.9999999925
P08249,Mdh2,10min,1,2428440.0
P08556,Nras,10min,1,259890.0
P08752,Gnai2,10min,1,15480299.999999996
P08905,Lyz2,10min,1,262447.99999999977
P09055,Itgb1,10min,1,234095.00000000373
P09405,Ncl,10min,1,964604.0
P09581,Csf1r,10min,1,625167.9999999963
P09925,Surf1,10min,1,56859.79999999958
P0C0A3,Chmp6,10min,1,352751.0
P10126,Eef1a1,10min,1,16683297.500000015
P10605,Ctsb,10min,1,2409082.5
P10833,Rras,10min,1,773718.0
P10852,Slc3a2,10min,1,1400015.0000000075
P10853,H2bc7,10min,1,22772680.0
P11152,Lpl,10min,1,1612383.0
P11438,Lamp1,10min,1,1232829.0
P11499,Hsp90ab1,10min,1,5181660.0
P11835,Itgb2,10min,1,32966400.0
P11983,Tcp1,10min,1,175573.99999999814
P12023,App,10min,1,214115.0
P12382,Pfkl,10min,1,288794.0
P12787,Cox5a,10min,1,1017077.0
P12970,Rpl7a,10min,1,118231999.99999994
P13020,Gsn,10min,1,59985000.0
P13597,Icam1,10min,1,775252.0
P14115,Rpl27a,10min,1,16956940.0
P14131,Rps16,10min,1,56805900.0
P14148,Rpl7,10min,1,22740030.0
P14211,Calr,10min,1,519761.0000000001
P14869,Rplp0,10min,1,25228360.0
P14901,Hmox1,10min,1,3038330.0
P15379,Cd44,10min,1,6912709.999999996
P15535,B4galt1,10min,1,931818.0
P15702,Spn,10min,1,175213.5
P15864,H1-2,10min,1,34938290.0
P16254,Srp14,10min,1,296190.0
P16546,Sptan1,10min,1,782877.0
P16858,Gapdh,10min,1,8769130.00000003
P17047,Lamp2,10min,1,3769440.0
P17182,Eno1,10min,1,1279854.0
P17439,Gba1,10min,1,1035920.0
P17742,Ppia,10min,1,1203951.0
P17809,Slc2a1,10min,1,86910.10000000033
P18242,Ctsd,10min,1,1473230.0
P19253,Rpl13a,10min,1,4826060.0
P19783,Cox4i1,10min,1,2648106.500000001
P19973,Lsp1,10min,1,10210300.000000015
P20029,Hspa5,10min,1,27264119.99999997
P20152,Vim,10min,1,4794380.0
P20491,Fcer1g,10min,1,24252040.000000015
P21279,Gnaq,10min,1,139857.0
P21956,Mfge8,10min,1,1256449.9999999981
P21958,Tap1,10min,1,909619.0
P21981,Tgm2,10min,1,94116.79999999999
P21995,Emb,10min,1,2097881.0
P23198,Cbx3,10min,1,3743919.9999999995
P24369,Ppib,10min,1,778540.9999999999
P24668,M6pr,10min,1,1583090.0
P25444,Rps2,10min,1,64944660.0
P25976,Ubtf,10min,1,2688759.999999999
P26011,Itgb7,10min,1,408642.0
P26041,Msn,10min,1,1093995.0
P26369,U2af2,10min,1,413833.99999999994
P26645,Marcks,10min,1,771100.0
P26955,Csf2rb,10min,1,1736223.0000000019
P27005,S100a8,10min,1,22696640.0
P27046,Man2a1,10min,1,197056.0
P27048,Snrpb,10min,1,297984.0
P27659,Rpl3,10min,1,44301895.0
P27773,Pdia3,10min,1,283960.99999999994
P27808,Mgat1,10min,1,133510.0
P27870,Vav1,10min,1,1302250.0000000019
P28078,H2-DMa,10min,1,1713649.9999999981
P28656,Nap1l1,10min,1,182665.0
P29341,Pabpc1,10min,1,646581.0
P29351,Ptpn6,10min,1,1152232.0
P29391,Ftl1,10min,1,1448490.0
P29416,Hexa,10min,1,168386.0
P30204,Msr1,10min,1,3743093.0000000075
P30355,Alox5ap,10min,1,118263799.99999997
P30681,Hmgb2,10min,1,571965.0
P30993,C5ar1,10min,1,385490.0
P31725,S100a9,10min,1,1871259.9999999963
P31996,Cd68,10min,1,9225669.999999985
P34022,Ranbp1,10min,1,864810.9999999991
P34960,Mmp12,10min,1,347885.00000000186
P35235,Ptpn11,10min,1,515279.0000000001
P35276,Rab3d,10min,1,233717.00000000093
P35278,Rab5c,10min,1,4681540.0
P35279,Rab6a,10min,1,7950090.000000004
P35282,Rab21,10min,1,1432732.0
P35293,Rab18,10min,1,2346883.9999999963
P35456,Plaur,10min,1,109736.0
P35550,Fbl,10min,1,2480939.499999999
P35564,Canx,10min,1,12675529.99999997
P35700,Prdx1,10min,1,8850909.999999985
P35821,Ptpn1,10min,1,1026900.0
P35979,Rpl12,10min,1,55300799.99999997
P35980,Rpl18,10min,1,135526499.99999994
P36371,Tap2,10min,1,1061454.0
P36423,Tbxas1,10min,1,734622.9999999925
P36536,Sar1a,10min,1,457364.0
P37040,Por,10min,1,10796349.999999993
P38647,Hspa9,10min,1,1927280.0000000075
P40142,Tkt,10min,1,2883240.0
P41105,Rpl28,10min,1,36901393.499999985
P42082,Cd86,10min,1,417557.0
P42225,Stat1,10min,1,213253.0
P42669,Pura,10min,1,5641122.999999999
P43274,H1-4,10min,1,7747009.999999998
P43276,H1-5,10min,1,17677759.999999996
P43406,Itgav,10min,1,329315.00000000047
P45700,Man1a1,10min,1,168996.0
P46460,Nsf,10min,1,4904320.0
P46638,Rab11b,10min,1,2686340.0
P46978,Stt3a,10min,1,2688095.0
P47757,Capzb,10min,1,1878380.0000000075
P47758,Srprb,10min,1,663284.0
P47911,Rpl6,10min,1,47649475.5
P47915,Rpl29,10min,1,28828499.999999993
P47962,Rpl5,10min,1,1991210.0
P47963,Rpl13,10min,1,94847700.0
P47964,Rpl36,10min,1,30435661.99999997
P48410,Abcd1,10min,1,1400119.9999999925
P48771,Cox7a2,10min,1,5509930.0
P49290,Epx,10min,1,4228692.0
P49300,Clec10a,10min,1,684047.0
P49312,Hnrnpa1,10min,1,3152760.0
P49586,Pcyt1a,10min,1,317851.99999999814
P49722,Psma2,10min,1,102081.99999999997
P49769,Psen1,10min,1,454134.0
P50427,Sts,10min,1,297387.0
P50516,Atp6v1a,10min,1,4727270.000000004
P50518,Atp6v1e1,10min,1,889711.9999999995
P50580,Pa2g4,10min,1,3256039.999999999
P51150,Rab7a,10min,1,43247140.0
P51410,Rpl9,10min,1,2867258.0
P51829,Adcy7,10min,1,456653.99999999953
P51881,Slc25a5,10min,1,7196380.0
P51912,Slc1a5,10min,1,426287.0
P52480,Pkm,10min,1,1572969.0
P52503,Ndufs6,10min,1,201845.0
P53026,Rpl10a,10min,1,122817680.00000009
P53994,Rab2a,10min,1,5256330.0
P54103,Dnajc2,10min,1,240519.99999999994
P54116,Stom,10min,1,5435240.0
P54775,Psmc4,10min,1,167559.0
P54987,Acod1,10min,1,98175.10000000056
P55258,Rab8a,10min,1,1093129.9999999981
P55302,Lrpap1,10min,1,3421129.999999999
P55937,Golga3,10min,1,3101079.9999999963
P56379,Atp5mj,10min,1,678176.9999999995
P56391,Cox6b1,10min,1,2489155.0000000075
P56395,Cyb5a,10min,1,11774890.000000007
P56480,Atp5f1b,10min,1,24443800.00000006
P56528,Cd38,10min,1,271673.99999999953
P57716,Ncstn,10min,1,166433.0
P57776,Eef1d,10min,1,782876.0000000009
P57787,Slc16a3,10min,1,119776.0
P58021,Tm9sf2,10min,1,3415620.0
P58059,Mrps21,10min,1,364543.0
P58064,Mrps6,10min,1,364713.0
P58252,Eef2,10min,1,2542420.0
P59481,Lman2l,10min,1,163650.99999999994
P60122,Ruvbl1,10min,1,597157.9999999981
P60335,Pcbp1,10min,1,243724.00000000373
P60710,Actb,10min,1,589520500.0000001
P60766,Cdc42,10min,1,5352640.0
P60867,Rps20,10min,1,21733515.0
P61022,Chp1,10min,1,275778.0
P61027,Rab10,10min,1,7814545.5
P61028,Rab8b,10min,1,6718505.0
P61161,Actr2,10min,1,4481769.999999985
P61164,Actr1a,10min,1,1264990.0000000037
P61226,Rap2b,10min,1,166888.0
P61358,Rpl27,10min,1,49452507.5
P61514,Rpl37a,10min,1,1675447.999999999
P61620,Sec61a1,10min,1,1109169.0
P61750,Arf4,10min,1,1816330.0000000037
P61804,Dad1,10min,1,8193940.0
P61979,Hnrnpk,10min,1,1776310.0
P61982,Ywhag,10min,1,2140974.999999999
P62075,Timm13,10min,1,132778.0000000007
P62082,Rps7,10min,1,675178.0000000005
P62242,Rps8,10min,1,143595699.99999997
P62245,Rps15a,10min,1,3258220.0000000075
P62264,Rps14,10min,1,43497300.0
P62267,Rps23,10min,1,18617525.0
P62270,Rps18,10min,1,11776550.000000007
P62274,Rps29,10min,1,1125956.0
P62281,Rps11,10min,1,61253175.0
P62301,Rps13,10min,1,15297840.0
P62309,Snrpg,10min,1,312124.99999999994
P62317,Snrpd2,10min,1,1013556.0
P62320,Snrpd3,10min,1,1866195.9999999998
P62342,Selenot,10min,1,886635.0
P62627,Dynlrb1,10min,1,360112.9999999851
P62702,Rps4x,10min,1,39213180.0
P62717,Rpl18a,10min,1,27863634.999999993
P62751,Rpl23a,10min,1,8271481.5
P62754,Rps6,10min,1,157954300.0
P62806,H4c1,10min,1,2834400.0
P62814,Atp6v1b2,10min,1,3915769.9999999995
P62821,Rab1a,10min,1,2138886.999999985
P62827,Ran,10min,1,1843958.0
P62830,Rpl23,10min,1,11195166.999999996
P62835,Rap1a,10min,1,724396.0
P62843,Rps15,10min,1,434555.0
P62849,Rps24,10min,1,8787930.0
P62852,Rps25,10min,1,6605026.000000007
P62855,Rps26,10min,1,66580124.50000003
P62874,Gnb1,10min,1,3305240.0000000037
P62880,Gnb2,10min,1,2987020.0
P62889,Rpl30,10min,1,52682910.0
P62900,Rpl31,10min,1,45848720.0
P62908,Rps3,10min,1,6839620.000000007
P62911,Rpl32,10min,1,7974040.0
P62918,Rpl8,10min,1,40098539.999999985
P62960,Ybx1,10min,1,1827648.9999999995
P62962,Pfn1,10min,1,477082.0
P62983,Rps27a,10min,1,17155899.999999993
P63017,Hspa8,10min,1,13067085.0
P63024,Vamp3,10min,1,1046700.0
P63038,Hspd1,10min,1,2005062.0
P63213,Gng2,10min,1,1847490.0
P63276,Rps17,10min,1,1587876.0
P63321,Rala,10min,1,323304.0
P63323,Rps12,10min,1,1121848.9999999981
P67778,Phb1,10min,1,10613059.999999998
P68254,Ywhaq,10min,1,249939.99999999907
P68368,Tuba4a,10min,1,2265146.000000015
P68373,Tuba1c,10min,1,6330673.99999997
P68404,Prkcb,10min,1,306399.0
P68433,H3c1,10min,1,3237710.0
P68510,Ywhah,10min,1,423532.00000000047
P70168,Kpnb1,10min,1,673779.0
P70248,Myo1f,10min,1,5889780.0
P70295,Aup1,10min,1,1288278.0
P70302,Stim1,10min,1,812637.0
P70452,Stx4,10min,1,1205250.0
P80316,Cct5,10min,1,194712.99999999814
P83882,Rpl36a,10min,1,5580430.000000002
P84078,Arf1,10min,1,916494.0
P84084,Arf5,10min,1,1061340.0
P84091,Ap2m1,10min,1,822607.0
P84096,Rhog,10min,1,711420.0
P84099,Rpl19,10min,1,54328645.0
P97351,Rps3a,10min,1,20548368.0
P97425,Ear2,10min,1,818724.9999999999
P97449,Anpep,10min,1,7830890.000000004
P97450,Atp5pf,10min,1,1737218.0
P97461,Rps5,10min,1,1887152.000000001
P97493,Txn2,10min,1,3752970.0
P97797,Sirpa,10min,1,1171370.000000001
P97808,Fxyd5,10min,1,484509.0
P97855,G3bp1,10min,1,275181.0
P97872,Fmo5,10min,1,132330.0
P98195,Atp9b,10min,1,1250019.999999999
P99024,Tubb5,10min,1,5202740.00000003
P99027,Rplp2,10min,1,65902875.0
P99028,Uqcrh,10min,1,2704719.0
Q00941,Csf2ra,10min,1,349200.0
Q00PI9,Hnrnpul2,10min,1,1313970.0
Q01730,Rsu1,10min,1,223116.99999999994
Q01853,Vcp,10min,1,1869727.9999999981
Q02105,C1qc,10min,1,291317.0
Q03265,Atp5f1a,10min,1,13940250.0
Q04750,Top1,10min,1,155536.0
Q05144,Rac2,10min,1,12409569.999999985
Q05816,Fabp5,10min,1,220341.0
Q06185,Atp5me,10min,1,2494160.0
Q07813,Bax,10min,1,592058.0000000019
Q08857,Cd36,10min,1,6051706.0
Q09014,Ncf1,10min,1,1055810.0000000037
Q09200,B4galnt1,10min,1,1477697.0
Q14C51,Ptcd3,10min,1,257059.0
Q18PI6,Cd84,10min,1,4507250.000000007
Q2TBE6,Pi4k2a,10min,1,627794.0
Q3TAS6,Emc10,10min,1,2335120.0
Q3TBT3,Sting1,10min,1,5170250.000000007
Q3TDQ1,Stt3b,10min,1,11493899.999999996
Q3TEA8,Hp1bp3,10min,1,2268922.0
Q3THE2,Myl12b,10min,1,79714600.00000006
Q3TP92,Ctdnep1,10min,1,351070.00000000023
Q3TTY5,Krt2,10min,1,6806439.999999998
Q3TWL2,Pip4p1,10min,1,6157419.999999999
Q3TYS2,Cybc1,10min,1,7137010.0
Q3TZZ7,Esyt2,10min,1,559341.0
Q3U487,Hectd3,10min,1,148114.00000000186
Q3U7R1,Esyt1,10min,1,9932419.999999985
Q3UDF0,Slc2a6,10min,1,372789.9999999963
Q3UDW8,Hgsnat,10min,1,1477970.0
Q3UHN9,Ndst1,10min,1,328263.0
Q3UQN2,Fcho2,10min,1,148362.99999999997
Q3URD3,Slmap,10min,1,1088562.0
Q3UUQ7,Pgap1,10min,1,3702429.999999998
Q3UVK0,Ermp1,10min,1,1740914.9999999998
Q3UZ39,Lrrfip1,10min,1,899505.0
Q3V009,Tmed1,10min,1,161650.0
Q4PJX1,Odr4,10min,1,505761.0
Q4VBE8,Wdr18,10min,1,227785.99999999814
Q5SUA5,Myo1g,10min,1,6272740.000000015
Q5Y5T1,Zdhhc20,10min,1,850375.0000000001
Q60597,Ogdh,10min,1,811035.0
Q60604,Scin,10min,1,257094.0
Q60605,Myl6,10min,1,389493419.99999994
Q60631,Grb2,10min,1,4412320.0
Q60710,Samhd1,10min,1,710220.0
Q60737,Csnk2a1,10min,1,238273.0
Q60738,Slc30a1,10min,1,848424.9999999995
Q60766,Irgm1,10min,1,314051.00000000093
Q60930,Vdac2,10min,1,4043679.999999999
Q60932,Vdac1,10min,1,1409720.0
Q61093,Cybb,10min,1,19987680.499999985
Q61103,Dpf2,10min,1,103229.00000000023
Q61171,Prdx2,10min,1,1376480.0000000019
Q61207,Psap,10min,1,3113049.99999997
Q61263,Soat1,10min,1,1582934.0000000019
Q61334,Bcap29,10min,1,13930639.999999996
Q61335,Bcap31,10min,1,16639784.999999993
Q61411,Hras,10min,1,184036.0
Q61462,Cyba,10min,1,13486760.0
Q61510,Trim25,10min,1,925155.0
Q61542,Stard3,10min,1,143797.99999999977
Q61543,Glg1,10min,1,1353919.0000000019
Q61553,Fscn1,10min,1,220606.99999999994
Q61656,Ddx5,10min,1,908614.0000000009
Q61733,Mrps31,10min,1,580038.0
Q61739,Itga6,10min,1,206917.99999999907
Q61753,Phgdh,10min,1,230522.00000000186
Q61768,Kif5b,10min,1,614693.0
Q61771,Kif3b,10min,1,708382.9999999998
Q61830,Mrc1,10min,1,9613880.0
Q61878,Prg2,10min,1,3687778.999999999
Q61937,Npm1,10min,1,614331.9999999999
Q61990,Pcbp2,10min,1,413999.0
Q62087,Pon3,10min,1,400775.0
Q62186,Ssr4,10min,1,4859230.0
Q62192,Cd180,10min,1,472608.0
Q62318,Trim28,10min,1,899496.0
Q62351,Tfrc,10min,1,319944.0
Q62376,Snrnp70,10min,1,411550.29999999993
Q62388,Atm,10min,1,135232000.0
Q62425,Ndufa4,10min,1,1076930.0000000019
Q62465,Vat1,10min,1,3304578.0
Q62523,Zyx,10min,1,328906.0
Q64012,Raly,10min,1,934035.9999999998
Q64133,Maoa,10min,1,302556.0
Q64310,Surf4,10min,1,3317050.0
Q64337,Sqstm1,10min,1,262366.00000000186
Q64378,Fkbp5,10min,1,200846.00000000047
Q64433,Hspe1,10min,1,962513.9999999999
Q64455,Ptprj,10min,1,444500.0
Q64467,Gapdhs,10min,1,1992740.5
Q64518,Atp2a3,10min,1,4555120.0
Q64523,H2ac20,10min,1,611103.0
Q64704,Stx3,10min,1,2812530.0
Q68FD5,Cltc,10min,1,8633330.0
Q68FL6,Mars1,10min,1,757272.0
Q69ZN7,Myof,10min,1,26431599.999999985
Q69ZZ6,Tmcc1,10min,1,542625.0
Q6A0A9,FAM120A,10min,1,206816.0
Q6GQT9,Nomo1,10min,1,1002260.0
Q6IFX2,Krt42,10min,1,24007540.0
Q6IRU2,Tpm4,10min,1,2392871.9999999995
Q6IRU5,Cltb,10min,1,3514770.0
Q6NSU3,Glt8d1,10min,1,454176.99999999994
Q6NXK9,Man1c1,10min,1,172423.00000000023
Q6P9J9,Ano6,10min,1,1184996.000000001
Q6P9Q6,Fkbp15,10min,1,816263.0
Q6PB93,Galnt2,10min,1,4247688.999999996
Q6PD26,Pigs,10min,1,428360.0
Q6PEB6,Mob4,10min,1,457181.0
Q6PFQ7,Rasa4,10min,1,261416.0
Q6PFR5,Tra2a,10min,1,249948.0
Q6PHZ2,Camk2d,10min,1,351537.0
Q6PIC6,Atp1a3,10min,1,1754977.0
Q6QLQ4,Clec7a,10min,1,1858350.9999999981
Q6R5N8,Tlr13,10min,1,209613.0
Q6ZQ58,Larp1,10min,1,247993.0
Q6ZQI3,Mlec,10min,1,7044700.0
Q6ZQM8,Ugt1a7,10min,1,8234580.0
Q6ZWN5,Rps9,10min,1,56837400.000000015
Q6ZWQ7,Spcs3,10min,1,26152259.0
Q6ZWV3,Rpl10,10min,1,20190489.999999985
Q6ZWV7,Rpl35,10min,1,7880709.999999985
Q6ZWX6,Eif2s1,10min,1,682326.0
Q76MZ3,Ppp2r1a,10min,1,1524169.0
Q78IK2,Atp5mk,10min,1,10359850.0
Q78IS1,Tmed3,10min,1,1832992.0
Q7TMB8,Cyfip1,10min,1,489584.00000000023
Q7TMM9,Tubb2a,10min,1,740833.0000000019
Q7TMQ7,Wdr91,10min,1,368545.0
Q7TPV4,Mybbp1a,10min,1,967178.0
Q7TQ95,Lnpk,10min,1,1573989.9999999981
Q80SU7,Gvin1,10min,1,457824.0
Q80UM7,Mogs,10min,1,228142.0
Q80UU9,Pgrmc2,10min,1,2699320.0
Q80V26,Bpnt2,10min,1,245038.99999999907
Q80VA0,Galnt7,10min,1,3172379.0
Q80VD1,Fam98b,10min,1,1574154.0
Q80W54,Zmpste24,10min,1,8515950.0
Q80WJ7,Mtdh,10min,1,530693.0
Q80WQ6,Rhbdf2,10min,1,493380.99999999953
Q80WW9,Ddrgk1,10min,1,3208919.9999999995
Q80X85,Mrps7,10min,1,254394.99999999814
Q80XR2,Atp2c1,10min,1,340747.0
Q80ZS3,Mrps26,10min,1,1867690.0000000019
Q810Q5,Nmes1,10min,1,2687110.0
Q8BFR4,Gns,10min,1,1041089.9999999999
Q8BFR5,Tufm,10min,1,1752430.0
Q8BFZ3,Actbl2,10min,1,128236104.99999976
Q8BG51,Rhot1,10min,1,68766.09999999963
Q8BGA9,Oxa1l,10min,1,1139404.0
Q8BH24,Tm9sf4,10min,1,6947360.0
Q8BIG7,Comtd1,10min,1,1330536.0
Q8BIJ7,Rufy1,10min,1,373574.0
Q8BJS4,Sun2,10min,1,2552850.0
Q8BJU0,Sgta,10min,1,135358.0
Q8BK72,Mrps27,10min,1,389473.00000000093
Q8BKS9,Pum3,10min,1,95599.39999999997
Q8BLF1,Nceh1,10min,1,567757.0
Q8BMD8,Slc25a24,10min,1,1813667.0
Q8BMF4,Dlat,10min,1,459339.0
Q8BMJ3,Eif1ax,10min,1,962991.0
Q8BMK4,Ckap4,10min,1,3581120.0
Q8BP67,Rpl24,10min,1,32796499.999999993
Q8BP92,Rcn2,10min,1,1975629.9999999998
Q8BPU7,Elmo1,10min,1,375550.00000000186
Q8BPX9,Slc15a3,10min,1,718486.0
Q8BQ30,Ppp1r18,10min,1,324644.99999999994
Q8BRF7,Scfd1,10min,1,238026.0
Q8BTM8,Flna,10min,1,3130470.0
Q8BTV1,Tusc3,10min,1,311359.00000000186
Q8BU14,Sec62,10min,1,8430020.0
Q8BVE3,Atp6v1h,10min,1,1164840.0
Q8BWH0,Slc38a7,10min,1,818128.0
Q8BX10,Pgam5,10min,1,2515490.0000000037
Q8BXQ2,Pigt,10min,1,3672429.999999999
Q8BXV2,Bri3bp,10min,1,805554.0
Q8BYU6,Tor1aip2,10min,1,136125.0
Q8BZN6,Dock10,10min,1,196701.0
Q8C079,Strip1,10min,1,193873.00000000093
Q8C0I1,Agps,10min,1,208281.0
Q8C0Z1,Fam234a,10min,1,131180.0
Q8C129,Lnpep,10min,1,428167.0
Q8C147,Dock8,10min,1,188934.0
Q8C172,Cers6,10min,1,3654330.0
Q8C1E7,Tmem120a,10min,1,895644.0
Q8C3J5,Dock2,10min,1,465954.9999999963
Q8C407,Yipf4,10min,1,1671416.0
Q8C6B0,Tmt1a,10min,1,1182319.9999999963
Q8C6G8,Wdr26,10min,1,83484.90000000084
Q8C7X2,Emc1,10min,1,6339240.0
Q8CF66,Lamtor4,10min,1,787551.9999999999
Q8CG64,Fkrp,10min,1,325099.9999999999
Q8CGC6,Rbm28,10min,1,895314.0
Q8CGP4,H2ac1,10min,1,10646830.0
Q8CI59,Steap3,10min,1,344685.99999999953
Q8CIE6,Copa,10min,1,150974.0
Q8CIF6,Sidt2,10min,1,3634834.0
Q8HWB2,H2-Q4,10min,1,633427.0
Q8JZQ2,Afg3l2,10min,1,116211.0
Q8JZU2,Slc25a1,10min,1,689103.0
Q8K1E0,Stx5,10min,1,504328.9999999998
Q8K224,Nat10,10min,1,999744.0
Q8K273,Mmgt1,10min,1,3156209.9999999963
Q8K284,Gtf3c1,10min,1,104907.0
Q8K2M0,Mrpl38,10min,1,106887.99999999977
Q8K2Q9,Shtn1,10min,1,677663.0
Q8K358,Pigu,10min,1,650035.9999999981
Q8K4Q7,Cerk,10min,1,91741.80000000016
Q8QZY9,Sf3b4,10min,1,261910.99999999988
Q8R035,Mrpl58,10min,1,233011.0
Q8R0X7,Sgpl1,10min,1,1302620.0
Q8R1Q8,Dync1li1,10min,1,923206.0
Q8R1V4,Tmed4,10min,1,4789179.999999996
Q8R323,Rfc3,10min,1,102313.0
Q8R502,Lrrc8c,10min,1,318925.0
Q8R5J9,Arl6ip5,10min,1,451021.00000000186
Q8VBT0,Tmx1,10min,1,831310.0
Q8VBZ3,Clptm1,10min,1,539382.0
Q8VCF0,Mavs,10min,1,320035.99999999953
Q8VCF1,Cant1,10min,1,432820.99999999953
Q8VCH6,Dhcr24,10min,1,288966.99999999907
Q8VCM8,Ncln,10min,1,609772.0
Q8VCW4,Unc93b1,10min,1,493283.0
Q8VD58,Evi2b,10min,1,550851.0
Q8VDD5,Myh9,10min,1,125384000.0
Q8VDL4,Adpgk,10min,1,179811.99999999907
Q8VDM4,Psmd2,10min,1,226317.0
Q8VDM6,Hnrnpul1,10min,1,230070.0
Q8VDN2,Atp1a1,10min,1,2559979.9999999925
Q8VDP3,Mical1,10min,1,290281.00000000023
Q8VDP6,Cdipt,10min,1,3067914.0
Q8VE22,Mrps23,10min,1,1270080.0
Q8VE97,Srsf4,10min,1,4964419.999999999
Q8VE99,Ccdc115,10min,1,1276921.9999999998
Q8VEM8,Slc25a3,10min,1,11670840.0
Q8VHE0,Sec63,10min,1,289019.0
Q8VI38,Gbgt1,10min,1,363080.99999999977
Q8VIJ6,Sfpq,10min,1,2485443.0
Q91V01,Lpcat3,10min,1,88828.30000000005
Q91V41,Rab14,10min,1,5699380.0
Q91V61,Sfxn3,10min,1,3278220.0
Q91VE0,Slc27a4,10min,1,669611.0000000019
Q91VR2,Atp5f1c,10min,1,2131720.0
Q91VR5,Ddx1,10min,1,250663.00000000186
Q91VS7,Mgst1,10min,1,6560039.999999998
Q91VW5,Golga4,10min,1,254911.99999999255
Q91VX9,Tmem168,10min,1,1144389.0
Q91XA2,Golm1,10min,1,558783.0
Q91XV3,Basp1,10min,1,302071.0
Q91YQ5,Rpn1,10min,1,54551200.0
Q91YT8,Tmem63a,10min,1,221277.0
Q91YX0,Themis2,10min,1,200382.0
Q91ZE5,Adgre4,10min,1,125235.0
Q91ZN5,Slc35b2,10min,1,1476889.9999999981
Q91ZX7,Lrp1,10min,1,859610.0
Q921F2,Tardbp,10min,1,833493.0
Q921L3,Tmco1,10min,1,3984660.0
Q921T2,Tor1aip1,10min,1,857093.5
Q921V5,Mgat2,10min,1,1831704.9999999981
Q922F4,Tubb6,10min,1,9244819.99999994
Q922K7,Nop2,10min,1,470741.00000000047
Q922Q1,Mtarc2,10min,1,2558988.999999999
Q922Q8,Lrrc59,10min,1,920334.0
Q922R8,Pdia6,10min,1,1232306.9999999995
Q924Z4,Cers2,10min,1,1131420.0
