peak_id,protein_id,genes,time,peak_apex,peak_height,peak_width,peak_area,peak_left,peak_right,snr,asymmetry,sharpness,peak_background_intensity
935,P24452,Capg,30min,38,191679162.77777773,8,688062278.8888888,33.0,40.0,4737.30295424999,-0.375,23959895.347222216,688062278.8888888
936,P24527,Lta4h,30min,36,1343573916.111111,13,5186839380.0,28.0,40.0,33206.09600859707,-0.3076923076923077,103351839.70085469,5189141502.0
937,P24547,Impdh2,30min,20,220403244.4444444,20,1683116915.5555556,10.0,29.0,5447.211506466359,-0.05,11020162.22222222,1702155329.9999995
938,P24604,Tec,30min,3,5170897.777777777,5,16199591.111111108,1.0,5.0,127.79745572652992,0.0,1034179.5555555554,34784197.555555545
939,P24604,Tec,30min,20,815003.3333333333,7,2522716.8888888885,17.0,23.0,20.142605188649142,0.0,116429.0476190476,34784197.555555545
940,P24604,Tec,30min,31,945046.6666666664,7,2835139.9999999995,28.0,34.0,23.35659390945097,0.0,135006.66666666663,34784197.555555545
941,P24638,Acp2,30min,6,111208140.55555552,15,901298463.6666666,1.0,15.0,2748.481604133753,0.26666666666666666,7413876.0370370345,1435780503.6666665
942,P24638,Acp2,30min,19,28146276.66666666,9,202985173.33333328,15.0,23.0,695.6282449893712,0.0,3127364.074074073,1435780503.6666665
943,P24638,Acp2,30min,29,48278700.55555555,15,367399309.94444436,23.0,37.0,1193.196106737688,0.13333333333333333,3218580.037037037,1435780503.6666665
944,P24668,M6pr,30min,5,500373111.11111104,14,3371671856.888888,1.0,14.0,12366.597303234563,0.35714285714285715,35740936.5079365,3963903936.333332
945,P24788,Cdk11b,30min,19,24083381.11111111,20,224595180.0,9.0,28.0,595.2147893001027,-0.05,1204169.0555555555,224595180.0
946,P25119,Tnfrsf1b,30min,4,14498772.333333332,11,83182279.88888888,1.0,11.0,358.3335612088817,0.36363636363636365,1318070.212121212,87855858.77777776
947,P25119,Tnfrsf1b,30min,30,824566.6666666665,7,2473699.9999999995,27.0,33.0,20.378960599409154,0.0,117795.23809523808,87855858.77777776
948,P25206,Mcm3,30min,8,17160877.777777776,14,109893546.66666666,1.0,14.0,424.1268368249296,-0.07142857142857142,1225776.984126984,482068396.66666675
949,P25206,Mcm3,30min,20,22505916.666666664,9,131870523.33333331,14.0,22.0,556.2281469097941,-0.4444444444444444,2500657.407407407,482068396.66666675
